nr_observations,effect_warm,effect_cool
1000,-0.03212376845525343,-0.03849914371074368
1000,0.015663345930076896,0.020873399719277784
1000,0.021127994998218064,0.024043029822702976
1000,0.005404688761572735,0.00782436421954584
1000,0.025263155213034277,0.02806431173591499
1000,0.02676530545629873,0.021061010375215367
1000,-0.014315725874595894,-0.017591671889873175
1000,0.017982385266097203,0.020187463264911963
1000,-5.490577415624616e-5,-2.0303258956289312e-5
1000,-0.015018004898002018,-0.011479572037584759
1000,-0.03087104753878372,-0.03689527518885033
1000,-7.13739908872847e-5,-4.544191663830992e-5
1000,-3.4041949360745326e-5,-7.319238916293172e-5
1000,-0.024984743638183763,-0.024561200859705718
1000,7.96965932512439e-5,4.0299871249185164e-5
1000,-4.4658501875949794e-5,-2.1561582004515944e-5
1000,0.02326210046506538,0.022928164884266994
1000,0.016863730329185964,0.01832213613792248
1000,-0.029257822925862372,-0.025166224249486967
1000,0.029555058786195503,0.023898757817914108
1000,0.030363052259456576,0.02874485001295055
1000,0.016562719615874678,0.015958182230914095
1000,-0.012244214359660041,-0.020486227484620503
1000,-1.0679923941771382e-5,-2.292114323631523e-5
1000,0.01913884157039478,0.025673829569504945
1000,-0.012346435095813742,-0.024755861182161915
1000,0.019266448342271383,0.02009937788789229
1000,0.015867769031674358,0.022665385002430614
1000,0.015943554483999343,0.01634696431130778
1000,-8.896037627193447e-5,-4.286068065707427e-5
1000,0.018442454578401015,0.013478321084875905
1000,0.02359189078026542,0.016758142563297038
1000,0.016964324623112495,0.01143420230383093
1000,-3.614167725989146e-5,-2.1882490115729012e-5
1000,-0.010623317860913466,-0.01673640660076811
1000,-0.006580650764493641,-0.01690885522648237
1000,0.017525466987378568,0.01901981296272681
1000,0.014479951550299509,0.01208188355688883
1000,0.010046397182105793,0.018311460946742165
1000,-0.02404123111834758,-0.022924243639230808
1000,-0.017109457336744637,-0.018460307325200296
1000,-0.018301075374282178,-0.024410491117471966
1000,0.029903691430237894,0.01840741301309523
1000,-0.017912766695416305,-0.020636968731122352
1000,0.01480247808608928,0.01950935666208756
1000,-3.108172064814063e-5,-4.834783184080054e-5
1000,0.01957133019261173,0.02041763014044784
1000,-6.64820166938303e-5,-8.048297142322466e-5
1000,-1.741583636008072e-5,-3.067551089483017e-5
1000,0.021674150692186575,0.012429602933112347
1000,-0.01680819433185906,-0.02622165478568708
1000,0.027698016941233052,0.026361366923440026
1000,0.0477039680321671,0.04161556001617023
1000,-0.03259155534766471,-0.031891142557765276
1000,-0.01491884093383565,-0.02048148263594731
1000,0.023906416908306843,0.019543331886899325
1000,-0.017207852440893363,-0.019139448139280067
1000,-6.299040661426498e-5,-5.3284326998775266e-5
1000,-0.014407819959245739,-0.01718229870513043
1000,-0.011212897244501563,-0.010035460078986569
1000,-5.301261058290212e-5,-5.736721117416185e-5
1000,0.016583375359336953,0.014951036408860368
1000,-0.007884146584597013,-0.007741179618622549
1000,0.00010205994176902007,9.197949717105532e-5
1000,-5.4018714431812426e-5,-6.980020491768764e-5
1000,-0.027426059077498403,-0.03428966557873522
1000,0.007978087931034489,0.01892910594628596
1000,0.012280159904691206,0.022898174101650955
1000,0.02538394243626793,0.02091278834278927
1000,4.956274707153221e-5,6.545893475413955e-5
1000,-1.7287061007204645e-5,-8.339236936238947e-5
1000,0.017247150760052732,0.013919990185362201
1000,0.028957640097646342,0.03698591972888194
1000,-2.5579410880105513e-5,-5.0432738304850844e-5
1000,-1.4683364117579216e-5,-2.59453210299873e-5
1000,0.030075528304323976,0.02735118856554507
1000,9.854794942406046e-5,5.855928496323922e-5
1000,0.015456803634096855,0.012889110074881973
1000,0.003398207952820356,0.013319585280310233
1000,0.020705507010068295,0.018489626032749184
1000,-0.0204902912650859,-0.020774366222397356
1000,-3.2592633502524516e-5,-8.993203217477948e-5
1000,-0.016175145272298026,-0.01891225471355952
1000,4.941171093425146e-5,5.725986353212184e-5
1000,-0.033773417858606575,-0.04014002044881764
1000,-3.8241699891103435e-5,-5.221333331858276e-5
1000,-0.016319475043363833,-0.013456533460320556
1000,-0.013545122969277665,-0.018121883630128025
1000,-8.598597049202306e-5,-5.851274683889224e-5
1000,0.017309080362456333,0.01718752910190692
1000,1.3532702708868449e-5,7.04029916605009e-5
1000,-0.01936194868213806,-0.018699889708673863
1000,1.1960641453903318e-4,6.658771640419585e-5
1000,-0.01489470570065419,-0.01780863218444513
1000,8.118511388194874e-5,7.105319555571844e-6
1000,-0.014204945936954334,-0.012902763295975662
1000,-0.007775896560150832,-0.020524050014678167
1000,-0.022153521329988175,-0.015442569212389595
1000,0.006528289255233697,0.006369878014888693
1000,-0.022511891746322253,-0.019557179418039142
2000,0.018615418643860928,0.012554894017096373
2000,-0.01702030048179764,-0.022636968536220617
2000,0.0053233077726697045,0.01073990280036772
2000,-0.018889478032767037,-0.020557956089663647
2000,0.03008154839500592,0.03334070208599025
2000,0.02164373949436096,0.008197911991607992
2000,0.020120834601891402,0.016558505694134907
2000,0.031459161805160174,0.022901724885036737
2000,0.019017619128208374,0.01352394693231927
2000,-0.00720074918236755,-0.006326651087005528
2000,-0.023621817562974674,-0.029797370260215384
2000,-0.015903462455620954,-0.021740606654212385
2000,0.0084100886495752,0.007992086366390563
2000,-0.018676029237114422,-0.03273074482553997
2000,-0.010848594863765226,-0.013205376559257598
2000,0.02483560209610113,0.025151781534063618
2000,0.019018843783982935,0.02051193012546082
2000,-0.015765366112120996,-0.02071082253666654
2000,-0.017601199540022455,-0.02031217010327875
2000,-0.014311308251549889,-0.02739616065488293
2000,0.01955362900831492,0.009341688890545074
2000,0.02082342784714215,0.015772544294716882
2000,0.02250458116577884,0.012473298968425622
2000,-0.006383359663454573,-0.017190847335923493
2000,0.0229162328140868,0.015115919783974793
2000,-0.014826211186446444,-0.025750419494134827
2000,-0.015501360331216211,-0.021176750630839427
2000,-0.007959929603870208,-0.01740680481326583
2000,-0.01862801965202646,-0.024199113055407603
2000,0.032509482189878904,0.03714151411579893
2000,0.022533397739089585,0.01664345182456031
2000,-0.007701710212795125,-0.018577217668992077
2000,0.01569890653199728,0.01485406084234445
2000,0.019143165401280575,0.015840623849475544
2000,-0.017163658430552547,-0.020828776069435093
2000,0.017692528409281722,0.014598043139439942
2000,-0.014370935862420163,-0.018456754817786494
2000,-0.008608995842162627,-0.020210214630903816
2000,-0.012735240972037187,-0.017288350440665054
2000,-0.0016788815920595315,-0.003988202933378455
2000,0.02948496318871168,0.028290547516498933
2000,-0.005543360191958051,-0.01762981217099146
2000,-0.005520504241907607,-0.011432396747591122
2000,0.0235861254175706,0.021340209173683334
2000,0.008801192346110478,0.008201774595598826
2000,-0.01694932664205914,-0.017452064378803624
2000,-0.01321402478523665,-0.02743381760462387
2000,-0.014265008012466433,-0.02490652047308893
2000,0.024209082420689636,0.024274106782952064
2000,-0.01684453569136561,-0.024067460644821202
2000,-0.025318880180890815,-0.029160469855128605
2000,-0.018614589997687125,-0.023046556593502673
2000,-0.008901874196174893,-0.020264183106486807
2000,0.024788066748651423,0.02248912281898944
2000,-0.021537311884552667,-0.033629907264945975
2000,-0.01321509681545164,-0.02085229731285145
2000,0.02555424580658498,0.01857712797777927
2000,-0.02616947905494333,-0.020403880290586793
2000,0.02513936602255314,0.02381346889191891
2000,0.013977535636221249,0.012761317762957395
2000,0.027514916454862724,0.02750092986609509
2000,-0.006072373570325213,-0.018162811553371003
2000,-0.009634410197728812,-0.016688859733296257
2000,-0.015669244926114677,-0.018118183681033757
2000,-0.013255787889495997,-0.017205351016769902
2000,0.02216204215944583,0.013643364395939855
2000,0.009930040504050748,0.00690000670825026
2000,0.025352085796428097,0.01609173919540397
2000,-0.014467997892628948,-0.021402515889362678
2000,-0.020994794016078133,-0.032138385411507785
2000,-0.01413084319255921,-0.020131607439704467
2000,-0.015677766990716168,-0.020630308809600813
2000,-0.017075735649127143,-0.0220147429765992
2000,-0.013141223005829589,-0.013822016767609023
2000,0.008569265783679246,0.0112237253555108
2000,0.012082076137710757,0.007255055164893334
2000,0.01622392465590834,0.009625027512528854
2000,0.021610915316363888,0.01686100401956007
2000,0.017435578175733882,0.01288239372124165
2000,0.02213173010237933,0.02325532352381426
2000,-0.020495546637754394,-0.03140325089391882
2000,-0.010310009136294093,-0.01693856263826677
2000,-0.01332532209943642,-0.014586006843239102
2000,-0.01508638716424225,-0.01436299078345003
2000,-0.018519786644880177,-0.019530923561316492
2000,-0.021573952203042073,-0.027209288962492053
2000,0.01601091650158151,0.007214505440894934
2000,0.007301625336771292,0.009294104681764379
2000,-0.025930094164635945,-0.02809832875042669
2000,-0.015382936977988981,-0.013395525411529692
2000,0.03494751769846469,0.021184012360250446
2000,-0.014548985617642987,-0.027265676259744763
2000,0.01204137623019296,0.008896894182888365
2000,-0.023742565285180352,-0.025478088709016185
2000,-0.01583906341653496,-0.017861418780229354
2000,-0.021509154171436746,-0.018677680132449404
2000,0.025851606154250396,0.026085154589591483
2000,-0.009144617220381271,-0.012924773754625996
2000,0.019139017326742436,0.02112684288967353
2000,0.02039288438714651,0.014824709949049612
3000,0.019387581999893332,0.00953859098564931
3000,0.015043524809737063,0.010801065050855034
3000,-0.013239926672345768,-0.020017280914504536
3000,-0.01976290781081945,-0.027286820272510236
3000,0.01772252675220116,0.009701161174873333
3000,-0.005354989769397818,-0.019744245302493888
3000,0.02672834132751593,0.027828024817603842
3000,0.03064772205325775,0.02572689853646102
3000,-0.005853512701455918,-0.0054121517605111155
3000,-0.00483230261742456,-0.01851595698254047
3000,-0.01324147972869769,-0.018727679536104637
3000,-0.01612419247976912,-0.018886733775727478
3000,-0.010435870621769107,-0.022601115880400615
3000,-0.016669724309406154,-0.025501284856936205
3000,-0.0034857645736595644,-0.015137040220975072
3000,-0.017093755271841336,-0.021831760930473197
3000,-0.0025548750363509256,-0.011828129838800666
3000,0.01770521818433795,0.016801210281132805
3000,0.015882039090281675,0.006983273657056602
3000,0.017088279328051733,0.009092616413445722
3000,0.011309002824011451,0.005005275720590757
3000,-0.013788000337266824,-0.028399714112633322
3000,-0.010994556139259091,-0.021436117285794917
3000,0.02733636921486466,0.017321832453841408
3000,-0.010568440940066951,-0.02792050202361242
3000,-0.004945206494626245,-0.016752852151284844
3000,0.012190956776265987,0.008599788077940864
3000,0.01680284148032624,0.012021769173473897
3000,0.024095724251260643,0.02598826429766569
3000,0.020146050751680737,0.01631496853211944
3000,-0.010570348477733756,-0.017881139595890883
3000,-0.01697714140407871,-0.03642483819340921
3000,-0.008892038800615594,-0.0058082052679210286
3000,0.020819865726826568,0.013275256214188657
3000,0.015666524772909366,0.00971624021071755
3000,0.02533171991729577,0.019643759466962233
3000,-0.009146327533088779,-0.023107602385037975
3000,0.023313540237014124,0.01709995846679729
3000,-0.008288404361027214,-0.02011019094824606
3000,0.015882308295459346,0.014839793030246986
3000,-0.011786821527088806,-0.019066891836231926
3000,0.01697030244109299,0.01460577549693353
3000,0.02548344403663401,0.015870307040785854
3000,0.019288104484129192,0.019729404548919555
3000,0.01971272806945338,0.013197515628620564
3000,-0.015129676385290043,-0.02628376468429246
3000,0.025037539217874778,0.018687727788624788
3000,-0.014847801451529604,-0.02091494133765688
3000,0.028169943033318014,0.025772959080158746
3000,0.021092822942692827,0.011115396009495744
3000,-0.018515794620077485,-0.018299804606531314
3000,0.017191161127486577,0.011137777032180596
3000,0.032277288285258755,0.022491598959530783
