model,warm,warm_low,warm_high,cool,cool_low,cool_high
1,0.0027519424688753295,0.0026751749883553028,0.002840541361123065,0.0052956492444394395,0.004987916362562215,0.0058963205953536145
2,0.011974056775196116,0.01090433665268392,0.012722469013413448,0.014928350027031296,0.013733959071696947,0.015924677740822856
3,0.004854198537338651,0.004372390199851677,0.005443627156212446,0.005231261531072297,0.0050172246862547586,0.005595540677531287
4,-0.021758411472628254,-0.034190280273923936,-0.010199188382619155,-0.014295178327779705,-0.03457171570743397,-0.003896565625585165
5,0.007233187446809472,0.006825383488417297,0.00855058374782259,0.006061771909240519,0.0044085386004554155,0.006849119628639708
6,0.004562549163796932,0.004404233019247723,0.004953172093775747,0.004516956552793237,0.004219272623118569,0.004752395849860347
7,0.009368627751393865,0.009079500630414798,0.010236241845878152,0.0036852347674784206,0.0030258330012760686,0.004113322395303877
8,0.01201977523722042,0.011052324662058417,0.012940699207996412,0.01003942969036486,0.008081672933296927,0.010589941573406477
9,-0.002418728545429124,-0.0025973111190502342,-0.0022980767734871207,-0.0012903421476054596,-0.0014263790159032565,-0.0012102429426794506
10,0.009112395492656735,0.00746830200157715,0.010119294050242636,0.010630856002357546,0.010100942852411969,0.011622234650685135
11,-0.0033033152506018165,-0.0042076352404942985,-0.002973256772496845,-0.004660038817035648,-0.004869864767742031,-0.004201231936759543
12,-0.002886257185650431,-0.0034774288893717367,-0.002329388721541545,-0.0029965858686533103,-0.0040564386617049485,-0.002635001845242639
13,6.873086597379244e-4,3.1132810850454024e-4,0.0016643695916101534,0.003569999345344555,0.002553989088071204,0.005198473067202627
14,0.01721754133073759,0.0156968089746752,0.018518687599303984,0.009709022905803468,0.00941180635450681,0.010284290422089103
15,0.00334982628457354,0.003040585376858832,0.004201846144789024,0.00309573719672094,0.0025545411733670495,0.003759584994083198
16,0.0037128996421540396,0.003458526145482165,0.004046879752332871,0.001998424615385323,0.0018207928123513432,0.0023753825178516696
17,-0.013096347047086327,-0.014035580038476657,-0.012438837050640696,-0.015976706603371648,-0.017071794109594984,-0.014915521913534025
18,-0.0012279480237420027,-0.0013466423299979603,-0.001113003045753846,-0.0011396019574688508,-0.0012583999058040911,-9.70158876473275e-4
19,0.00621120310153783,0.005513289780818983,0.0075814000891952895,0.007733257870439903,0.007185752238964294,0.008351568319388627
20,0.0014457517520196762,0.0011912632943091215,0.001747211006613016,0.0012614362343553755,0.0010924316481306531,0.0014434486714467688
21,0.002957013064674168,0.0025937955867662574,0.003328907657979036,0.0036541305150370527,0.0034089216385861597,0.003835685774313972
22,-0.002120185371222325,-0.002185615248790048,-0.0019527297750841187,-0.0035030786448507945,-0.004918070222831574,-0.0027111942889296997
23,0.00747909983013091,0.007088480799009267,0.008059434142918582,0.011519841089170525,0.010749293413432094,0.011984286847878356
24,-0.0024897567331772863,-0.0026623598672880795,-0.0023037782063272836,-0.0019654017429322286,-0.002103324323679021,-0.0016910992114376492
25,0.003050876714730157,0.0020387227718318027,0.004833838715095994,0.0011548472566169283,0.00062613145673178145,0.0018821538477990006
26,-0.0067545872708230405,-0.007478945121912794,-0.006326457597742282,-0.005791842347431169,-0.006188458656255855,-0.005050640896027015
27,-0.006147613897113965,-0.007193511588057597,-0.005271538010714297,-0.0057592835306691055,-0.006605683968924072,-0.0049600969875043584
28,-0.0015228290992411154,-0.0015991438716683516,-0.0014349088141641596,-0.001230424117603339,-0.001417198205872018,-0.0010596553413862063
29,0.003152136711268896,0.002840648618881594,0.003420554038717186,0.004538856053608145,0.0040585629051629515,0.0047422349452928576
30,-0.01062914825057057,-0.014309863431328809,-0.009567990001918578,-0.013379030555472593,-0.01412341203233645,-0.012226803345175287
31,0.001881073693831422,0.001677075081495029,0.0023198187114547015,0.002460887233698983,0.0023443665670222253,0.0025561659500906112
32,-0.004843558541003284,-0.005289966053390621,-0.004756373063826119,-0.007738596126697072,-0.008861926875712222,-0.007393507098340665
33,-0.0021359716836463847,-0.0023483733296570334,-0.0019151750204511174,-0.002433967667102636,-0.002628936789593963,-0.0023260054345045954
34,-0.0021810710190353763,-0.002843045933384795,-0.0018741072167958808,-0.002492980043674621,-0.0027704388604400717,-0.0022401319159690894
35,0.006988202438346837,0.006178895203653849,0.007267653060522572,0.004937129005874148,0.004456225319752722,0.005252729580719114
36,0.007844395844742936,0.006426609588523734,0.009777447075862351,0.014212046161861653,0.01153875023629318,0.018154251580753296
37,0.009276440358908667,0.007951139418422496,0.010747561752801456,0.013537599974212056,0.012777223182551657,0.01621339579345675
38,-0.005186713861283137,-0.005859682278100015,-0.004555516884055095,-0.004131595544101424,-0.004439453524994137,-0.003726706616283976
39,-0.004870462320898263,-0.005132008008754291,-0.004428117038032283,-0.004383573749905873,-0.004498060413132813,-0.003824338022084053
40,0.00884221070667757,0.007732764824900788,0.010502911489920759,0.014355061051053924,0.01078891340386319,0.016952679233135197
41,0.0028872826975334933,0.0021468793262567633,0.004450141292436939,0.0021109777438623484,0.0015825041717185502,0.0023884754845926387
42,-4.902960304444212e-4,-5.402155180699483e-4,-4.0863635400768827e-4,-5.136859782615747e-4,-5.627656315102738e-4,-4.8122286261691107e-4
43,-0.003239340452588531,-0.00361027409015029,-0.0030508200133527556,-0.004054793058493189,-0.004517204426063831,-0.003570085959083058
44,-0.005491453349290866,-0.0056913789582359155,-0.0051804957780265505,-0.005413917362848457,-0.005701002513912099,-0.004934009109155693
45,-0.0018037294974620453,-0.002588077689738428,-0.0015271336038915114,-0.002522757614207284,-0.0027267759401335316,-0.0023704955960064033
