model,warm,warm_low,warm_high,cool,cool_low,cool_high
1,0.0018225948595603054,0.0015756459221428077,0.0020057054399697585,0.0031545518806991454,0.002919730967579495,0.00352958727636162
2,-0.004207008222514114,-0.004954111641038222,-0.0037776935989124946,-0.006639370235126801,-0.007217632371702814,-0.005810341692148832
3,-0.0034712063352932017,-0.0037669084461285094,-0.0033431272727689415,-0.0035756427806218054,-0.004516378961145411,-0.003064145795931686
4,-0.01187584245016733,-0.013093599701335883,-0.011078859387688534,-0.018098279220707756,-0.021446199521077895,-0.01620381614925986
5,0.008177678189769761,0.007822678114332364,0.008421930340189204,0.006913128839020702,0.006706149855095861,0.007585738511269559
6,0.003665959392786554,0.003460961467585315,0.003965178771110219,0.0022991224401785076,0.002055404036336192,0.002728330899424156
7,0.005512281518980066,0.0052476466492116505,0.005919454092783403,0.008105920345267588,0.007706428583700907,0.00886889901955797
8,-0.0037348260065001725,-0.004035100635399836,-0.0035147589417377284,-0.0043374462830819424,-0.004652242130545526,-0.004046505769351389
9,0.005732306470967162,0.005059553249789233,0.006226301134827625,0.013390906946802108,0.012734428602678384,0.015457916127931366
10,-0.009279074962785263,-0.010000209030527762,-0.008397093852088285,-0.007346944505842994,-0.007966496839210057,-0.006865208627718881
11,-0.004203637671581014,-0.004756738002419578,-0.003939847455887009,-0.0021205757465917944,-0.0029661083261701333,-0.001615429020200733
12,0.0034632356669772003,0.003329700426185517,0.0036635351639611154,0.004715147672415619,0.004462382033763515,0.005591461320011457
13,-6.433241376666553e-4,-7.491917134672176e-4,-6.136720851751402e-4,-8.483555784884402e-4,-9.524442774008296e-4,-7.837199882217755e-4
14,-0.0016197256084224468,-0.0017345850808322385,-0.0015369844902272632,-0.0015891467711000792,-0.0016936012965251257,-0.0015099854046675785
15,-0.008202138401977893,-0.008929002628120882,-0.007694795516525549,-0.009723189738890707,-0.010356229309788394,-0.009339190147099063
16,0.00447564567841641,0.0037627592914759402,0.005739212166866122,0.005587979895067966,0.005334359253794511,0.005831368692335721
17,-0.0031447822097948447,-0.003324073494664851,-0.002978985061384917,-0.004802643179726222,-0.007955888408237764,-0.004316437639558725
18,0.008298696629521193,0.007461759222777494,0.010473550559517085,0.008344346901310862,0.007674774153118571,0.009147171331344475
19,-0.006098622941169016,-0.006600455836115504,-0.005407725611038102,-0.004157552485497043,-0.004567690279964529,-0.0036119337934707113
20,-0.005679260102799682,-0.006012961180080659,-0.005148760992719925,-0.006555327978800996,-0.007201947023264341,-0.005445270336136858
21,-0.007171008339638676,-0.007763204381224857,-0.0063303901426263725,-0.0036692819977647423,-0.003964290389476336,-0.003397488800908363
22,0.008418659669640364,0.007497057985874919,0.010299180246462465,0.01633629692127975,0.015154863859154134,0.01685957553694085
23,0.009516322025136482,0.008490775531200168,0.010575641218902376,0.005794541475225901,0.005484735377675176,0.006043923512295164
24,0.004801741129094034,0.0042613683521323786,0.005722720000682706,0.0026502322380957026,0.002307929200756258,0.0029076997658362283
25,-0.008066344538225504,-0.009841407762094755,-0.007515673640907659,-0.011818849052934507,-0.013156692204685516,-0.00957195457427714
26,-0.004947410447093119,-0.005544337556705481,-0.004253624415172922,-0.002034002350796879,-0.002360131499084809,-0.0019068795232739762
27,-0.0021740285314296288,-0.002288910686019283,-0.0018764310912120557,-0.0024320568339590157,-0.002578425225093582,-0.002269760663437857
28,0.003490118304320097,0.003347716110015179,0.0037108880772108678,0.009245615016834154,0.008415174870265411,0.012037804732092408
29,0.011137689491623491,0.010255356598896846,0.012827140776983494,0.007433598786833566,0.00698208640010431,0.00787687928336129
30,-0.009941344922619154,-0.011579810775572155,-0.007664023997177007,-0.010052701288337091,-0.010848554832017587,-0.00965996966016619
31,0.0026467385080600546,0.0025695884050379006,0.002768612545821295,0.004220385175713785,0.003908563211990938,0.004954183949001553
32,-0.004263424965550809,-0.004735442242130353,-0.0033211744288634704,-0.00381728951612119,-0.004249560432372139,-0.0034331145053112795
33,-0.006687899946041747,-0.007020393798255258,-0.006509900077653473,-0.005807094300864107,-0.006905612157391663,-0.005035042588381135
34,0.0027800470162272243,0.0022140732876472415,0.003379558707848844,0.0020895825928274095,0.0019854188980826352,0.0023333478184992444
35,0.005734893044838899,0.005438028269720372,0.006200287292346892,0.006207438254239291,0.005969175462965845,0.006518177979124063
36,-0.003529372413828072,-0.0038820139046771627,-0.003253407520957024,-0.003941831054920011,-0.004155329602853081,-0.0036454733703911134
37,0.007007169320722192,0.006032935329334887,0.007552115101866397,0.010178201556745094,0.009419774366424868,0.01184746452766382
38,0.0010460486483891676,9.41879170365267e-4,0.0011551313771279781,5.856251688481745e-4,5.527954404769537e-4,6.186782095214321e-4
39,0.005377718645379164,0.005113774962759911,0.006081326350846205,0.0031838413795588112,0.0030226948018628437,0.004165604504671956
40,-0.007602567389957254,-0.008531190870948472,-0.006978109399076402,-0.009771029664154501,-0.010902748130539866,-0.008673890459334137
41,-0.007144384502177019,-0.007601989592116859,-0.006558256567834726,-0.006789211201632377,-0.007259512032261089,-0.006354134208269686
42,-0.00393042537428344,-0.004310312699241231,-0.003273190723787405,-0.002936039881267129,-0.003199915985164014,-0.002610092826140013
43,0.004620218223468876,0.004284978513170847,0.004807147080223157,0.0034932343983699356,0.00335987049010344,0.0046213606901762535
44,0.0070744652268336415,0.006277603168330978,0.007666469277568946,0.004859211788500665,0.004384307950120755,0.005038664635842909
45,0.010939655085439147,0.010521643971403821,0.011760052847558336,0.007987337515926594,0.0074681292323745055,0.008503214453474496
46,-0.009978772636931674,-0.010782607042497904,-0.009366472527408316,-0.009570762877641546,-0.010471889524465192,-0.009121864504674199
47,0.004651055182447625,0.0038981580533625593,0.005245298393349565,0.0038311308316900726,0.003646818330298347,0.0042315212610945
48,0.009755118486067534,0.00844005069266286,0.010751963166633686,0.010351056912746638,0.008618511650150713,0.011701160335311394
49,0.00928285443909743,0.008647124227084302,0.009668683825899638,0.005538795563713993,0.005102961374044192,0.006075339691247584
50,0.003945308231951433,0.003474114598442164,0.004681977811520815,0.003836972426429478,0.0034753994843057454,0.003974516210830811
51,-0.004390651623745648,-0.004720090797656936,-0.0038655448839862287,-0.006886275162531143,-0.00711232084764149,-0.006051415551866259
52,0.026667439972036147,0.025527200411403363,0.03072165444438132,0.005307769462097211,0.004882611664817651,0.006064853153578673
53,-0.01587900754150589,-0.017714821439454676,-0.014456977602141183,-0.0071616173220166056,-0.009447012790201067,-0.006187857560628995
54,0.0074884534365354605,0.007038331059835829,0.008173912940495512,0.010051449445254993,0.00924839948624717,0.010614611201267533
55,0.012135265566443587,0.011974950531084744,0.012404921201898286,0.007787179209745483,0.006729849930631284,0.008783277615481318
56,0.010542458530241496,0.009487457370794702,0.012418717811421245,0.009949356638067794,0.009495158335074902,0.010417168328653964
57,0.009322457983706296,0.008280109063881236,0.010451846108042352,0.010411449113123472,0.010018617340408145,0.011035652938047915
58,0.003268593751339564,0.003068175555973283,0.0033472245583293886,0.002970923434113221,0.0029094759117278494,0.003104831997840728
59,-0.00942645336908478,-0.010318848790880257,-0.009095134923470905,-0.012357766589150077,-0.012904963355302302,-0.010724229263242836
60,-0.0022464068998210135,-0.002416359369349869,-0.0017026826303110695,-0.0017813251819724307,-0.0019335998578379927,-0.0016946681370756957
61,0.003089927943384742,0.0021359528420612085,0.0033374000008097073,0.0017455075747787102,0.0014861722065281835,0.001923109603740942
62,-0.005369408372108112,-0.005935926498878889,-0.004342915298001159,-0.008171201203570507,-0.009523457704597796,-0.007222359954437573
63,0.0050678685439028886,0.004530276496047394,0.0057956124270438,0.0024986607279518943,0.0021788865954596526,0.0025762098290942254
64,0.005278629776974161,0.004699101064470202,0.005690040182324364,0.0019021409690274994,0.001748867579049907,0.001992243946827511
65,0.0036812412912060597,0.0034265332668783344,0.0041571608942915835,0.0180198672271916,0.01748468228617321,0.01932948098999978
66,-0.0025553875502367118,-0.002804349742362746,-0.0024032189352810227,-0.001720463363859632,-0.001802210509480115,-0.0015899548702119303
67,-0.007011026000663677,-0.008033118339357666,-0.006162680087714323,-0.005216698057048078,-0.005584347090385402,-0.00493127695627453
68,-0.004798812054532716,-0.005518094220461733,-0.004612425784820985,-0.0071792086521493565,-0.008062231119482007,-0.006309686488543442
69,0.0067481648362921415,0.006202301861250573,0.007574329865081655,0.0027255201313969232,0.001975522490752171,0.0032648302129650486
70,0.010450060841911994,0.009419733845397873,0.011259493497872069,0.01138613454462184,0.010624518591524312,0.012444305467249799
71,-0.003763241581146189,-0.004037244157464034,-0.003441339394981428,-0.006659467358101904,-0.007747968934767726,-0.005470782380799939
72,-0.005095481292021648,-0.005853688129344062,-0.00456955486823658,-0.011292787788634993,-0.011807655124320873,-0.010703283381909286
73,0.007000611286738002,0.006787126778258055,0.008099928836416644,0.013863661250457132,0.013264805544218843,0.01464191036268953
74,0.009174051491922021,0.008117581614858049,0.010473642578621956,0.012321243336914667,0.011135679401281465,0.013528770143874796
75,-0.0026799725381066422,-0.0027527636539076074,-0.0024546644647327814,-0.004491520907142926,-0.004732996098897843,-0.004050632910585083
76,-0.005440808299086777,-0.006213583653128672,-0.005206423041784071,-0.003613152129617453,-0.004959013199933593,-0.0027336522479365338
77,0.004286964225395304,0.004009771596454334,0.004673352799845849,0.004065245643722452,0.003808751395434425,0.00439835484316346
78,0.020996225275654413,0.01810440920678526,0.02288088451298954,0.00982151165101246,0.009286403144258095,0.010296526991140677
79,0.00636809154178096,0.005557064906428504,0.0071008256067778665,0.006463713680570528,0.005799708463250819,0.007912817507483448
80,-0.003587536391932594,-0.003840457757285863,-0.0033384751116841993,-0.002154176791763523,-0.0028329929391400195,-0.0018416136589313953
81,-0.0030857354164142564,-0.0036282725608849575,-0.0029049720600867897,-0.004726883544129015,-0.004903785029543764,-0.004558665611925992
82,-6.001584443532501e-4,-6.618571007312284e-4,-5.830958382419195e-4,-6.854815832170465e-4,-7.469269896497816e-4,-6.216979797696952e-4
83,-0.008832375792379686,-0.009107618848428804,-0.008556276136627138,-0.0054446701898363675,-0.005975608997401146,-0.005128588095739382
84,0.01416956394161796,0.013562081756192964,0.015088991759897353,0.012158901652333768,0.010403169261125406,0.013721050364098441
85,-0.0024129272922315684,-0.002517022750390871,-0.0021927650528863647,-0.004128618289985721,-0.004266152636402791,-0.00405814272442328
86,0.008786678039574483,0.008270683972928225,0.00926606902692895,0.014330064135988455,0.013246957742356704,0.016434520533598562
87,-0.0029533622559300005,-0.0031608634370612117,-0.002851556612676128,-0.0029915691407176918,-0.003273856904969562,-0.0028051212582424854
88,-0.0049590040286078396,-0.005343842776765356,-0.004793386285500563,-0.008057454646313947,-0.008659243422494547,-0.007673023687521142
89,-0.004099002422166047,-0.004531052336688422,-0.003883464575150442,-0.005014104721810011,-0.005329768791208862,-0.004486088519199658
90,-0.0022533389488825846,-0.002381383233378489,-0.0019696873571075817,-0.0029486195041006514,-0.003066847179688098,-0.002633241263646901
91,-0.008708571694751161,-0.009579829971747158,-0.007864285315897676,-0.012597457004637116,-0.013768073954310026,-0.010168627747305769
92,-0.0019673307730993777,-0.002092522218455345,-0.0018363653127405097,-0.002044176105423113,-0.0023121128986642084,-0.0018784555945533538
93,0.0030189518900729773,0.0028425394046366313,0.003169434608138953,0.004712344919687872,0.004207306529735069,0.005821605718086683
94,0.00387679042427313,0.003459376445025777,0.004174358629013553,0.0027533541739985174,0.002424044488082223,0.003058850343764217
95,0.005809461994141697,0.005406849647834479,0.006577499964162472,0.004506050190570006,0.00426941575117523,0.005008985082887185
96,-0.0022365134180652043,-0.0024564645011761503,-0.001959089620486865,-0.0019671501884370134,-0.002112983922061321,-0.0019356231305957057
97,0.010152801225575454,0.009275659210991055,0.011538867679727187,0.01331653923762527,0.012831160856868046,0.014302073971197538
98,-7.076798373047396e-4,-8.463685699675672e-4,-5.75495935218304e-4,-8.490321062475593e-4,-9.438352550383294e-4,-7.709609599439187e-4
99,-0.008492985223643385,-0.009110883936636845,-0.007884306987079572,-0.0076537637062284395,-0.007828306594812342,-0.00723303595282092
100,-0.008653485781558973,-0.009183314743428988,-0.008105672762759197,-0.00731680208307067,-0.008983947905356175,-0.006577055274433342
101,0.006151099425825202,0.005307970281131159,0.006619727029612887,0.0037942216806654263,0.0035793757494604543,0.00420588658890589
102,0.0048842468953266115,0.003944753097798229,0.006335031528051901,0.00424218719130081,0.003653675187923101,0.004325531111048821
103,-0.005553018763506197,-0.006396818630896474,-0.005379175327083991,-0.008376780063994916,-0.009106574074236179,-0.007548428254935534
104,-0.0036330007894967045,-0.003974131743747714,-0.00305120158408224,-0.008275560982036415,-0.009047609483530157,-0.007732419505908326
105,-0.0033543603814643903,-0.003745478033331567,-0.0030729866128038335,-0.005294095345335857,-0.005686303896607141,-0.004920543969344031
106,-0.02134565032699785,-0.023015241189074404,-0.019891095980990592,-0.01980538394434898,-0.021017253857299367,-0.017908748546814034
107,0.00872289043943748,0.0070986549074156255,0.009026079172510476,0.008402981621101648,0.007815706586749795,0.00933276938952038
108,0.004105251037748744,0.0036046481558777792,0.0047580373764072505,0.006597032759413161,0.006032112600941335,0.007208717751812685
109,0.0052842470435587,0.00477668153296948,0.005729602353466007,0.009072917300431789,0.00880207804675175,0.009617564700204053
110,0.006905865745012388,0.006277397179152471,0.007082439461726488,0.0066724337096660214,0.006145495709701793,0.007257214790538631
111,0.007052525819581718,0.006565930736802544,0.008245254766803739,0.0093543871308329,0.00906407729964838,0.009881147992753542
112,0.0034703223488435513,0.003134296983175682,0.004171126311288685,0.004322928229228596,0.003537087388788152,0.004706010127892176
113,-0.00886456243268355,-0.010905344812020231,-0.006204001365656725,-0.005857973962875088,-0.006331022482844854,-0.005564518102098835
114,-0.002402260105126971,-0.0028112240414174864,-0.0021202944049436424,-0.002573984545849949,-0.002706148733714091,-0.0024465998340964554
115,0.008253608892784082,0.007608840371744858,0.008742241530726483,0.00802861330423169,0.007193072056876988,0.009045434510563072
116,0.009106464510366325,0.008709881123574566,0.009383680047147751,0.007113582354648731,0.00677610447521448,0.007519703839036638
117,0.0017450444204259459,0.0016343330338492261,0.0020204711342808337,0.003144052297302695,0.0029714544726105667,0.0032895190192600635
118,0.010116572051408469,0.009298560368298162,0.010530321858635078,0.007425414425782342,0.007166224581181652,0.008099479028537256
119,0.002907401049095658,0.002750550679999478,0.003186971025223712,0.0027371711453420063,0.002477344812969006,0.002867363343524326
120,0.005648223105742582,0.005498268682890704,0.0058828658570891194,0.0034761343134898344,0.002882067897796496,0.0038860981709690798
121,-0.008267172441435813,-0.008598687701929224,-0.006974066036564128,-0.006029111034036826,-0.007639894375478996,-0.005340536634895531
122,-0.0049518195595363934,-0.0053290651793988005,-0.003920503128260923,-0.0029802639883993952,-0.0032746312698550355,-0.0027831944549511385
123,-0.005107227187695538,-0.005617207407799579,-0.004751724965076791,-0.004673126448080338,-0.004944407544683882,-0.004588547702787085
124,-0.006447566758994121,-0.007181316392550257,-0.005728726585793142,-0.006865364733393746,-0.007306791169161572,-0.006425420169703883
125,0.008661129544259204,0.0083499202118995,0.010508402483283177,0.013617724711426074,0.012762081097539705,0.01416745517079441
126,-0.006410021179830373,-0.006793239879442215,-0.005861247153876985,-0.015239596740721655,-0.016584106725514143,-0.011598001854017222
127,0.01622952547508982,0.010170556022087307,0.01783749252407016,0.011846786386619044,0.011053073700679495,0.012314670443919179
