"Phylum" "Class" "Order" "Family" "Genus" "FAD.age" "LAD.age" "FAD_bin" "LAD_bin"
"22794" "Arthropoda" "Insecta" "Coleoptera" "Gyrinidae" "Cretotortor" 183 61.6 61 82
"22797" "Arthropoda" "Maxillopoda" "Sessilia" "Balanidae" "Creusia" 13.65 2.588 91 93
"22815" "Arthropoda" "Ostracoda" "Podocopida" "Healdiidae" "Cribroconcha" 358.9 268.8 36 47
"22831" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" 38 33.9 86 87
"22859" "Arthropoda" "Insecta" "Orthoptera" "Proparagryllacrididae" "Crinoedischia" 290.1 272.3 45 46
"22865" "Arthropoda" "Insecta" "Coleoptera" "Chrysomelidae" "Crioceris" 28.1 11.608 89 92
"22893" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Cromus" 456.1 419.2 18 28
"22937" "Arthropoda" "Insecta" "Ephemeroptera" "Coloburiscidae" "Cronicus" 38 33.9 86 87
"22949" "Arthropoda" "Insecta" "Diptera" "Crosaphididae" "Crosaphis" 228 208.5 57 58
"22951" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Crotalocephalina" 419.2 382.7 29 33
"22979" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Crotalocephalus" 427.4 382.4 26 34
"22999" "Arthropoda" "Insecta" "Coleoptera" "Mycetophagidae" "Crowsonium" 38 33.9 86 87
"23001" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Crozonaspis" 470 443.4 16 21
"23044" "Arthropoda" "Insecta" "Hymenoptera" "Ichneumonidae" "Crusopimpla" 56 33.9 84 87
"23046" "Arthropoda" "Chilopoda" "Scutigeromorpha" "Crussolidae" "Crussolum" 410.8 393.3 30 31
"23048" "Arthropoda" "Insecta" "Coleoptera" "Chrysomelidae" "Cryptocephalites" 56 41.3 84 85
"23053" "Arthropoda" "Insecta" "Coleoptera" "Chrysomelidae" "Cryptocephalus" 59.2 13.82 83 91
"23074" "Arthropoda" "Trilobita" "Asaphida" "Trinucleidae" "Cryptolithoides" 460.9 443.7 17 21
"23086" "Arthropoda" "Trilobita" "Asaphida" "Trinucleidae" "Cryptolithus" 470 443.4 16 21
"23265" "Arthropoda" "Insecta" "Coleoptera" "Cryptophagidae" "Cryptophagus" 66 0.0117 82 94
"23326" "Arthropoda" "Arachnida" "Araneae" "Phrurolithidae" "Cryptoplanus" 38 33.9 86 87
"23340" "Arthropoda" "Collembola" "Entomobryomorpha" "Isotomidae" "Cryptopygus" 23.03 13.82 90 91
"23342" "Arthropoda" "Insecta" "Coleoptera" "Dermestidae" "Cryptorhopalum" 23.03 13.82 90 91
"23350" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Cryptorhynchus" 50.3 0.126 84 94
"23365" "Arthropoda" "Insecta" "Blattodea" "Kalotermitidae" "Cryptotermes" 20.44 0 90 94
"23372" "Arthropoda" "Insecta" "Hymenoptera" "Ichneumonidae" "Cryptus" 37.2 11.608 87 92
"23376" "Arthropoda" "Insecta" "Coleoptera" "Elateridae" "Ctenicera" 50.3 0 84 94
"23389" "Arthropoda" "Insecta" "Hymenoptera" "Formicidae" "Ctenobethylus" 38 33.9 86 87
"23498" "Arthropoda" "Insecta" "Hymenoptera" "Megachilidae" "Ctenoplectrella" 38 33.9 86 87
"23580" "Arthropoda" "Insecta" "Trichoptera" "Glossosomatidae" "Cubanoptila" 20.44 13.82 90 91
"23585" "Arthropoda" "Insecta" "Diptera" "Culicidae" "Culex" 50.3 0 84 94
"23600" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Culicoides" 99.6 13.82 76 91
"23712" "Arthropoda" "Insecta" "Diptera" "Culicidae" "Culiseta" 47.8 13.82 85 91
"23720" "Arthropoda" "Trilobita" "Proetida" "Bathyuridae" "Cullisonia" 485.4 468.1 14 16
"23733" "Arthropoda" "Trilobita" "Proetida" "Phillipsiidae" "Cummingella" 358.9 290.1 36 44
"23761" "Arthropoda" "Insecta" "Coleoptera" "Cupedidae" "Cupes" 59.2 2.588 83 93
"23785" "Arthropoda" "Insecta" "Coleoptera" "Triadocupedidae" "Cupesia" 237 228 56 57
"23789" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Curculio" 37.2 0.126 87 94
"23816" "Arthropoda" "Arachnida" "Ricinulei" "Curculioididae" "Curculioides" 318.1 306.95 39 41
"23827" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Curculionites" 150.8 5.333 69 92
"23865" "Arthropoda" "Insecta" "Hymenoptera" "Vespidae" "Curiosivespa" 125 89.8 74 77
"23924" "Arthropoda" "Insecta" "Meganisoptera" "Meganeuridae" "Curvitupus" 279.3 268.8 46 47
"23954" "Arthropoda" "Insecta" "Hymenoptera" "Cephidae" "Cuspilongus" 125 47.8 74 84
"23956" "Arthropoda" "Arachnida" "Araneae" "Linyphiidae" "Custodela" 38 33.9 86 87
"23984" "Arthropoda" "Insecta" "Diptera" "Oestridae" "Cuterebra" 50.3 46.2 84 85
"24021" "Arthropoda" "Ostracoda" "Palaeocopida" "Aparchitidae" "Cyathus" 307 252.17 41 52
"24164" "Arthropoda" "Trilobita" "Corynexochida" "Styginidae" "Cybantyx" 433.4 427.4 24 25
"24166" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Cybele" 478.6 443.7 14 21
"24198" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Cybeloides" 471.8 443.7 15 21
"24256" "Arthropoda" "Trilobita" "Phacopida" "Pliomeridae" "Cybelopsis" 478.6 457.5 14 18
"24277" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Cybelurus" 478.6 457.5 14 18
"24297" "Arthropoda" "Insecta" "Coleoptera" "Dytiscidae" "Cybister" 20 0.126 90 94
"24315" "Arthropoda" "Insecta" "Megasecoptera" "Sphecopteridae" "Cyclocelis" 303.7 272.3 42 46
"24382" "Arthropoda" "Trilobita" "Asaphida" "Cyclopygidae" "Cyclopyge" 485.4 443.7 14 21
"24493" "Arthropoda" "Insecta" "Hemiptera" "Hylicellidae" "Cycloscytina" 242 157.3 54 67
"24514" "Arthropoda" "Insecta" "Hemiptera" "Cydnidae" "Cydnavites" 125 47.8 74 84
"24516" "Arthropoda" "Insecta" "Hemiptera" "Cydnidae" "Cydnopsis" 50.3 2.588 84 93
"24532" "Arthropoda" "Insecta" "Hemiptera" "Cydnidae" "Cydnus" 33.9 11.608 88 92
"24573" "Arthropoda" "Insecta" "Hymenoptera" "Formicidae" "Cylindromyrmex" 20.44 13.82 90 91
"24576" "Arthropoda" "Insecta" "Diptera" "Cylindrotomidae" "Cylindrotoma" 56 33.9 84 87
"24583" "Arthropoda" "Insecta" "Odonata" "Cymatophlebiidae" "Cymatophlebia" 155.7 122.46 68 74
"24623" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Cymindis" 12.7 0.0117 91 94
"24642" "Arthropoda" "Trilobita" "Proetida" "Aulacopleuridae" "Cyphaspides" 419.2 382.7 29 33
"24668" "Arthropoda" "Trilobita" "Proetida" "Aulacopleuridae" "Cyphaspis" 460.9 382.7 17 33
"24706" "Arthropoda" "Insecta" "Coleoptera" "Scirtidae" "Cyphon" 55.8 0.0117 84 94
"24724" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Cyphoproetus" 460.9 422.9 17 28
"24757" "Arthropoda" "Ostracoda" "Podocopida" "Cyprideidae" "Cypridea" 168.3 66 65 81
"24839" "Arthropoda" "Ostracoda" "Myodocopida" "Cypridinidae" "Cypridina" 423 37.2 28 87
"24873" "Arthropoda" "Ostracoda" "Podocopida" "Cyprididae" "Cypris" 145 0.0117 70 94
"24886" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Cyrtodechenella" 393.3 382.7 32 33
"24888" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Cyrtometopella" 466 449.5 17 19
"24896" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Cyrtometopus" 485.4 463.5 14 17
"24956" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Cyrtoproetus" 358.9 326.4 36 38
"24978" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Cyrtosymbole" 376.1 346.7 34 36
"24986" "Arthropoda" "Trilobita" "Proetida" "Tropidocoryphidae" "Cyrtosymboloides" 419.2 387.7 29 32
"25265" "Arthropoda" "Ostracoda" "Platycopida" "Cytherellidae" "Cytherella" 423 0.781 28 94
"25609" "Arthropoda" "Ostracoda" "Podocopida" "Bairdiocyprididae" "Cytherellina" 438.5 370.6 23 35
"25639" "Arthropoda" "Ostracoda" "Platycopida" "Cytherellidae" "Cytherelloidea" 201.3 0 59 94
"25817" "Arthropoda" "Ostracoda" "Podocopida" "Cytherideidae" "Cytheridea" 113 0 75 94
"26042" "Arthropoda" "Ostracoda" "Podocopida" "Cytheruridae" "Cytheropteron" 189.6 0.0117 61 94
"26202" "Arthropoda" "Insecta" "Coleoptera" "Byrrhidae" "Cytilus" 37.2 0 87 94
"26217" "Arthropoda" "Insecta" "Diptera" "Cylindrotomidae" "Cyttaromyia" 56 28.1 84 88
"26236" "Arthropoda" "Branchiopoda" "Diplostraca" "Cyzicidae" "Cyzicus" 237 129.4 56 73
"26250" "Arthropoda" "Insecta" "Diptera" "Tanyderidae" "Dacochile" 99.6 93.5 76 77
"26252" "Arthropoda" "Trilobita" "Asaphida" "Hungaiidae" "Dactylocephalus" 485.4 473.9 14 15
"26274" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Dactylolabis" 38 33.9 86 87
"26354" "Arthropoda" "Trilobita" "Proetida" "Tropidocoryphidae" "Dalejeproetus" 419.2 382.7 29 33
"26366" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Dalmanites" 460.9 382.7 17 33
"26566" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Dalmanitina" 485.4 433.4 14 23
"26708" "Arthropoda" "Insecta" "Hymenoptera" "Xyelidae" "Daohugoa" 166.1 157.3 66 67
"26712" "Arthropoda" "Insecta" "Hemiptera" "Palaeontinidae" "Daohugoucossus" 166.1 157.3 66 67
"26716" "Arthropoda" "Insecta" "Coleoptera" "Coptoclavidae" "Daohugounectes" 166.1 157.3 66 67
"26818" "Arthropoda" "Insecta" "Coleoptera" "Dascillidae" "Dascillus" 37.2 0.126 87 94
"26845" "Arthropoda" "Arachnida" "Araneae" "Dysderidae" "Dasumiana" 38 33.9 86 87
"26848" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Dasyhelea" 38 13.82 86 91
"26948" "Arthropoda" "Insecta" "Archaeognatha" "Dasyleptidae" "Dasyleptus" 311.45 235 40 56
"26964" "Arthropoda" "Insecta" "Hymenoptera" "Mutillidae" "Dasymutilla" 20.44 13.82 90 91
"26978" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Daytonia" 443.4 433.4 21 23
"26981" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Deacybele" 460.9 445.6 17 19
"27029" "Arthropoda" "Trilobita" "Asaphida" "Trinucleidae" "Deanaspis" 460.9 445.2 17 19
"27046" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Dechenella" 410.8 382.7 30 33
"27181" "Arthropoda" "Trilobita" "Proetida" "Proetidae" "Decoroproetus" 466 382.7 17 33
"27317" "Arthropoda" "Trilobita" "Corynexochida" "Styginidae" "Decoroscutellum" 425.6 382.7 27 33
"27333" "Arthropoda" "Trilobita" "Asaphida" "Cyclopygidae" "Degamella" 485.4 445.6 14 19
"27341" "Arthropoda" "Insecta" "Hymenoptera" "Dryinidae" "Deinodryinus" 38 33.9 86 87
"27343" "Arthropoda" "Insecta" "Orthoptera" "Vitimiidae" "Deinovitimia" 130 113 73 74
"27346" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Deiphon" 449.5 423 19 27
"27399" "Arthropoda" "Trilobita" "Proetida" "Phillipsiidae" "Delaria" 279.3 265.1 46 48
"27561" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Delops" 433.4 427.4 24 25
"27565" "Arthropoda" "Insecta" "Miomoptera" "Palaeomanteidae" "Delopsocus" 298.9 268.8 43 47
"27584" "Arthropoda" "Insecta" "Miomoptera" "Palaeomanteidae" "Delopterum" 298.9 265.1 43 48
"27607" "Arthropoda" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalus" 28.4 0.0117 88 94
"27612" "Arthropoda" "Insecta" "Hymenoptera" "Stephanidae" "Denaeostephanus" 38 33.9 86 87
"27614" "Arthropoda" "Trilobita" "Phacopida" "Phacopidae" "Denckmannites" 460.9 423 17 27
"27646" "Arthropoda" "Insecta" "Reculida" "Liomopteridae" "Depressopterum" 298.9 272.3 43 46
"27652" "Arthropoda" "Insecta" "Hemiptera" "Tingidae" "Derephysia" 28.1 15.97 89 90
"27670" "Arthropoda" "Insecta" "Dermaptera" "Dermapteridae" "Dermapteron" 166.1 157.3 66 67
"27674" "Arthropoda" "Insecta" "Coleoptera" "Dermestidae" "Dermestes" 37.2 0 87 94
"27688" "Arthropoda" "Insecta" "Coleoptera" "Jacobsoniidae" "Derolathrus" 99.6 33.9 76 87
"27690" "Arthropoda" "Insecta" "Coleoptera" "Elateridae" "Desmatus" 166.1 157.3 66 67
"27697" "Arthropoda" "Ostracoda" "Podocopida" "Covracytheridae" "Dettermania" 252.17 237 52 55
"27700" "Arthropoda" "Insecta" "Hymenoptera" "Pompilidae" "Deuteragenia" 28.4 5.333 88 92
"27703" "Arthropoda" "Arachnida" "Phalangiotarbida" "Devonotarbidae" "Devonotarbus" 410.8 402.5 30 31
"27713" "Arthropoda" "Trilobita" "Phacopida" "Calymenidae" "Diacalymene" 449.5 419.2 19 28
"27775" "Arthropoda" "Trilobita" "Lichida" "Odontopleuridae" "Diacanthaspis" 471.8 423 15 27
"27828" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Diacheila" 3.6 0.0117 93 94
"27901" "Arthropoda" "Insecta" "Diptera" "Mycetophilidae" "Dianepsia" 38 33.9 86 87
"27926" "Arthropoda" "Insecta" "Diptera" "Dolichopodidae" "Diaphorus" 38 0 86 94
"27930" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Diaprepes" 20.44 13.82 90 91
"27932" "Arthropoda" "Insecta" "Coleoptera" "Permosynidae" "Diarcuipenna" 237 208.5 56 58
"27938" "Arthropoda" "Ostracoda" "Palaeocopida" "Beyrichiidae" "Dibolbina" 443.4 419.2 21 28
"27997" "Arthropoda" "Insecta" "Coleoptera" "Buprestidae" "Dicerca" 47.8 5.333 85 92
"28008" "Arthropoda" "Ostracoda" "Podocopida" "Bairdiidae" "Dicerobairdia" 237 201.3 56 58
"28014" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Dicheirotrichus" 12.7 0.0117 91 94
"28025" "Arthropoda" "Arachnida" "Pseudoscorpiones" "Cheliferidae" "Dichela" 38 33.9 86 87
"28035" "Arthropoda" "Insecta" "Permopsocida" "Psocidiidae" "Dichentomum" 290.1 272.3 45 46
"28120" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Dicranomyia" 56 5.333 84 92
"28190" "Arthropoda" "Arachnida" "Opiliones" "Phalangiidae" "Dicranopalpus" 38 33.9 86 87
"28198" "Arthropoda" "Trilobita" "Lichida" "Lichidae" "Dicranopeltis" 455.8 423 18 27
"28252" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Dicranoptycha" 99.6 5.333 76 92
"28263" "Arthropoda" "Trilobita" "Lichida" "Odontopleuridae" "Dicranurus" 466 382.7 17 33
"28284" "Arthropoda" "Insecta" "Plecoptera" "Perlariopseidae" "Dicronemoura" 237 145 56 69
"28300" "Arthropoda" "Insecta" "Hemiptera" "Tingidae" "Dictyla" 37.2 11.608 87 92
"28308" "Arthropoda" "Insecta" "Blattodea" "Mylacridae" "Dictyomylacris" 315.2 298.9 40 42
"28328" "Arthropoda" "Insecta" "Palaeodictyoptera" "Dictyoneuridae" "Dictyoneura" 318.1 306.95 39 41
"28336" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Didrepanon" 433.4 423 24 27
"28345" "Arthropoda" "Insecta" "Cnemidolestodea" "Spanioderidae" "Dieconeura" 311.45 306.95 40 41
"28347" "Arthropoda" "Trilobita" "Phacopida" "Homalonotidae" "Digonus" 419.2 407.6 29 30
"28371" "Arthropoda" "Trilobita" "Asaphida" "Hungaiidae" "Dikelokephalina" 485.4 455.8 14 18
"28391" "Arthropoda" "Insecta" "Diptera" "Bibionidae" "Dilophus" 55.8 0.0117 84 94
"28413" "Arthropoda" "Trilobita" "Proetida" "Dimeropygidae" "Dimeropyge" 471.8 449.5 15 19
"28446" "Arthropoda" "Trilobita" "Proetida" "Dimeropygidae" "Dimeropygiella" 478.6 457.5 14 18
"28481" "Arthropoda" "Insecta" "Plecoptera" "Pronemouridae" "Dimoula" 152.1 113 69 74
"28484" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Dindymene" 478.6 443.7 14 21
"28527" "Arthropoda" "Insecta" "Hemiptera" "Dinidoridae" "Dinidorites" 50.3 46.2 84 85
"28529" "Arthropoda" "Insecta" "Hemiptera" "Lygaeidae" "Diniella" 33.9 23.03 88 89
"28539" "Arthropoda" "Insecta" "Coleoptera" "Permosynidae" "Dinoharpalus" 254.17 170.3 51 63
"28545" "Arthropoda" "Insecta" "Mecoptera" "Dinopanorpidae" "Dinopanorpa" 56 28.1 84 88
"28557" "Arthropoda" "Trilobita" "Asaphida" "Dionididae" "Dionide" 485.4 443.7 14 21
"28637" "Arthropoda" "Trilobita" "Asaphida" "Dionididae" "Dionidella" 466 445.2 17 19
"28641" "Arthropoda" "Insecta" "Hymenoptera" "Braconidae" "Diospilites" 38 33.9 86 87
"28643" "Arthropoda" "Insecta" "Hymenoptera" "Braconidae" "Diospilus" 38 33.9 86 87
"28645" "Arthropoda" "Insecta" "Hemiptera" "Tettigarctidae" "Diphtheropsis" 201.3 182.7 59 61
"28699" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Diplarchitipula" 201.3 190.8 59 60
"28701" "Arthropoda" "Trilobita" "Phacopida" "Homalonotidae" "Dipleura" 460.9 382.7 17 33
"28762" "Arthropoda" "Xiphosura" "Chasmataspidida" "Diploaspididae" "Diploaspis" 410.8 402.5 30 31
"28764" "Arthropoda" "Insecta" "Diptera" "Phoridae" "Diplonevra" 38 33.9 86 87
"28789" "Arthropoda" "Insecta" "Blattodea" "Blaberidae" "Diploptera" 66 46.2 82 85
"28801" "Arthropoda" "Arachnida" "Araneae" "Theridiidae" "Dipoenata" 20.44 0 90 94
"28824" "Arthropoda" "Ostracoda" "Myodocopida" "Polycopidae" "Discoidella" 318.1 93.5 39 77
"28848" "Arthropoda" "Arachnida" "Phalangiotarbida" "Architarbidae" "Discotarbus" 311.45 306.95 40 41
"28864" "Arthropoda" "Insecta" "Coleoptera" "Nemonychidae" "Distenorrhinus" 166.1 113 66 74
"28891" "Arthropoda" "Trilobita" "Phacopida" "Encrinuridae" "Distyrax" 443.4 433.4 21 23
"28924" "Arthropoda" "Trilobita" "Proetida" "Phillipsiidae" "Ditomopyge" 318.1 254.17 39 51
"29021" "Arthropoda" "Insecta" "Diptera" "Dixidae" "Dixa" 38 23.03 86 89
"29025" "Arthropoda" "Insecta" "Diptera" "Dixidae" "Dixella" 47.8 33.9 85 87
"29130" "Arthropoda" "Insecta" "Plecoptera" "Capniidae" "Dobbertiniopteryx" 183 157.3 61 67
"29136" "Arthropoda" "Myriapoda" "Polydesmida" "Pyrgodesmidae" "Docodesmus" 20.44 13.82 90 91
"29139" "Arthropoda" "Insecta" "Diptera" "Mycetophilidae" "Docosia" 125 23.03 74 89
"29156" "Arthropoda" "Insecta" "Diptera" "Phoridae" "Dohrniphora" 70.6 13.82 81 91
"29190" "Arthropoda" "Insecta" "Hymenoptera" "Tenthredinidae" "Dolerus" 33.9 0.0117 88 94
"29212" "Arthropoda" "Insecta" "Hymenoptera" "Formicidae" "Dolichoderus" 56 0 84 94
"29326" "Arthropoda" "Trilobita" "Harpetida" "Harpetidae" "Dolichoharpes" 485.4 443.4 14 21
"29369" "Arthropoda" "Xiphosura" "Eurypterida" "Dolichopteridae" "Dolichopterus" 433.4 407.6 24 30
"29383" "Arthropoda" "Insecta" "Diptera" "Dolichopodidae" "Dolichopus" 50.3 23.03 84 89
"29393" "Arthropoda" "Insecta" "Blattodea" "Rhinotermitidae" "Dolichorhinotermes" 23.03 13.82 90 91
"29397" "Arthropoda" "Insecta" "Coleoptera" "Chrysomelidae" "Donacia" 66 0.0117 82 94
"29507" "Arthropoda" "Insecta" "Coleoptera" "Cerambycidae" "Dorcadion" 28.4 23.03 88 89
"29509" "Arthropoda" "Insecta" "Coleoptera" "Lucanidae" "Dorcus" 37.2 0.126 87 94
"29512" "Arthropoda" "Insecta" "Orthoptera" "Proparagryllacrididae" "Dordrechtia" 237 228 56 57
"29517" "Arthropoda" "Insecta" "Eoblattida" "Blattogryllidae" "Dorniella" 247.2 182 53 62
"29533" "Arthropoda" "Insecta" "Odonata" "Campterophlebiidae" "Dorsettia" 196.5 189.6 60 61
"29544" "Arthropoda" "Insecta" "Hymenoptera" "Braconidae" "Doryctes" 38 15.97 86 90
"29631" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Dorytomus" 38 0.0117 86 94
"29638" "Arthropoda" "Trilobita" "Proetida" "Phillipsiidae" "Doublatia" 290.1 272.3 45 46
"29686" "Arthropoda" "Insecta" "Diptera" "Hybotidae" "Drapetis" 38 15.97 86 90
"29692" "Arthropoda" "Arachnida" "Araneae" "Gnaphosidae" "Drassodes" 28.1 0 89 94
"29704" "Arthropoda" "Ostracoda" "Palaeocopida" "Beyrichiidae" "Drepanellina" 443.4 272.3 21 46
"29717" "Arthropoda" "Insecta" "Neuroptera" "Hemerobiidae" "Drepanepteryx" 38 11.608 86 92
"29720" "Arthropoda" "Xiphosura" "Eurypterida" "Drepanopteridae" "Drepanopterus" 443.4 402.5 21 31
"29755" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Dreyfussina" 460.9 443.7 17 21
"29800" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Dromius" 38 0.126 86 94
"29815" "Arthropoda" "Insecta" "Hymenoptera" "Dryinidae" "Dryinus" 99.6 13.82 76 91
"29850" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Dryocoetes" 37.2 0.0117 87 94
"29852" "Arthropoda" "Insecta" "Diptera" "Dryomyzidae" "Dryomyza" 28.4 15.97 88 90
"29854" "Arthropoda" "Insecta" "Coleoptera" "Ptinidae" "Dryophilus" 38 0.126 86 94
"29856" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Dryophthorus" 20.44 0.126 90 94
"29860" "Arthropoda" "Insecta" "Coleoptera" "Dryopidae" "Dryops" 3.6 0.0117 93 94
"29877" "Arthropoda" "Insecta" "Coleoptera" "Curculionidae" "Dryotribus" 20.44 13.82 90 91
"29879" "Arthropoda" "Trilobita" "Harpetida" "Harpetidae" "Dubhglasina" 485.4 445.2 14 19
"29889" "Arthropoda" "Trilobita" "Phacopida" "Phacopidae" "Ductina" 410.8 387.7 30 32
"29891" "Arthropoda" "Trilobita" "Lichida" "Odontopleuridae" "Dudleyaspis" 443.4 388.1 21 32
"29912" "Arthropoda" "Trilobita" "Phacopida" "Dalmanitidae" "Duftonia" 455.8 443.4 18 21
"29926" "Arthropoda" "Trilobita" "Corynexochida" "Styginidae" "Dulanaspis" 458.4 445.2 18 19
"29931" "Arthropoda" "Insecta" "Palaeodictyoptera" "Spilapteridae" "Dunbaria" 290.1 272.3 45 46
"29978" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Dungeyella" 130 125.45 73 74
"29980" "Arthropoda" "Insecta" "Hemiptera" "Dunstaniidae" "Dunstania" 237 208.5 56 58
"30007" "Arthropoda" "Insecta" "Odonata" "Dysagrionidae" "Dysagrion" 50.3 46.2 84 85
"30010" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Dyschiriodes" 11.608 0.0117 92 94
"30014" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Dyschirius" 7.246 0.0117 92 94
"30054" "Arthropoda" "Insecta" "Hemiptera" "Dysmorphoptilidae" "Dysmorphoptila" 208.5 166.1 58 65
"30056" "Arthropoda" "Insecta" "Hemiptera" "Dysmorphoptilidae" "Dysmorphoptiloides" 247.2 208.5 53 58
"30065" "Arthropoda" "Insecta" "Hemiptera" "Eoscartarellidae" "Dysmorphoscartella" 254.17 252.17 51 52
"30067" "Arthropoda" "Insecta" "Trichoptera" "Dysoneuridae" "Dysoneura" 166.1 145 66 69
"30069" "Arthropoda" "Trilobita" "Corynexochida" "Illaenidae" "Dysplanus" 471.8 445.6 15 19
"30085" "Arthropoda" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscus" 38 0.0117 86 94
"30110" "Arthropoda" "Insecta" "Coleoptera" "Permosynidae" "Dzeregia" 228 122.46 57 74
"30129" "Arthropoda" "Insecta" "Orthoptera" "Dzhajloutshellidae" "Dzhajloutshella" 237 228 56 57
"30131" "Arthropoda" "Insecta" "Diptera" "Mycetophilidae" "Dziedzickia" 93.9 23.03 77 89
"30136" "Arthropoda" "Trilobita" "Corynexochida" "Illaenidae" "Eastonillaenus" 466 449.5 17 19
"30138" "Arthropoda" "Insecta" "Diptera" "Psychodidae" "Eatonisca" 38 33.9 86 87
"30159" "Arthropoda" "Insecta" "Coleoptera" "Nemonychidae" "Eccoptarthrus" 166.1 157.3 66 67
"30164" "Arthropoda" "Trilobita" "Phacopida" "Cheiruridae" "Eccoptochile" 485.4 445.6 14 19
"30196" "Arthropoda" "Insecta" "Ephemeroptera" "Heptageniidae" "Ecdyonurus" 38 33.9 86 87
"30217" "Arthropoda" "Ostracoda" "Podocopida" "Hemicytheridae" "Echinocythereis" 55.8 0.781 84 94
"30230" "Arthropoda" "Trilobita" "Lichida" "Lichidae" "Echinolichas" 393.3 382.7 32 33
"30234" "Arthropoda" "Insecta" "Diptera" "Scatopsidae" "Ectaetia" 99.6 33.9 76 87
"30236" "Arthropoda" "Insecta" "Diptera" "Simuliidae" "Ectemnia" 38 33.9 86 87
"30242" "Arthropoda" "Trilobita" "Phacopida" "Pliomeridae" "Ectenonotus" 478.6 449.5 14 19
"30285" "Arthropoda" "Trilobita" "Corynexochida" "Illaenidae" "Ectillaenus" 478.6 445.6 14 19
"30342" "Arthropoda" "Insecta" "Blattodea" "Ectobiidae" "Ectobius" 50.3 23.03 84 89
"30362" "Arthropoda" "Ostracoda" "Palaeocopida" "Amphissitidae" "Ectodemites" 339.4 259.9 37 49
"30370" "Arthropoda" "Insecta" "Diptera" "Mycetophilidae" "Ectrepesthoneura" 93.9 23.03 77 89
"30448" "Arthropoda" "Trilobita" "Corynexochida" "Styginidae" "Ekwanoscutellum" 438.5 422.9 23 28
"30458" "Arthropoda" "Insecta" "Coleoptera" "Cerambycidae" "Elaphidion" 37.2 13.82 87 91
"30461" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Elaphropus" 38 33.9 86 87
"30463" "Arthropoda" "Insecta" "Coleoptera" "Carabidae" "Elaphrus" 11.608 0 92 94
"30516" "Arthropoda" "Insecta" "Hymenoptera" "Stigmaphronidae" "Elasmophron" 105.3 89.8 75 77
"30518" "Arthropoda" "Insecta" "Hemiptera" "Fulgoridiidae" "Elasmoscelidium" 183 157.3 61 67
"30524" "Arthropoda" "Insecta" "Coleoptera" "Elateridae" "Elater" 47.8 0 85 94
"30547" "Arthropoda" "Insecta" "Coleoptera" "Elateridae" "Elateridium" 247.2 242 53 54
