"Phylum" "Class" "Order" "Family" "Genus" "FAD.age" "LAD.age" "FAD_bin" "LAD_bin"
"11749" "Cnidaria" "Anthozoa" "Scleractinia" "Actinastreidae" "Columactinastraea" 163.5 66 67 81
"11788" "Cnidaria" "Anthozoa" "Scleractinia" "Columastreidae" "Columastrea" 140.2 37.2 70 87
"11818" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Columellogyra" 130 113 73 74
"11822" "Cnidaria" "Anthozoa" "Scleractinia" "Cyathophoridae" "Columellophora" 99.6 89.3 76 78
"11825" "Cnidaria" "Anthozoa" "Scleractinia" "Axosmiliidae" "Columnaphyllia" 161.2 132.9 67 72
"11830" "Cnidaria" "Anthozoa" "Stauriida" "Columnariidae" "Columnaria" 485.4 272.3 14 46
"11899" "Cnidaria" "Anthozoa" "Scleractinia" "Placocoeniidae" "Columnocoenia" 164.7 61.6 66 82
"11974" "Cnidaria" "Anthozoa" "Stauriida" "Combophyllidae" "Combophyllum" 407.6 391.9 31 32
"11979" "Cnidaria" "Anthozoa" "Scleractinia" "Latomeandridae" "Comophyllia" 190.8 109 61 75
"12013" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Comoseris" 190.8 100.5 61 75
"12163" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Complexastraeopsis" 171.6 145 63 69
"12167" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Complexastrea" 174.1 85.8 63 79
"12250" "Cnidaria" "Anthozoa" "Scleractinia" "Heterocoeniidae" "Confusaforma" 145 89.3 70 78
"12256" "Cnidaria" "Anthozoa" "Scleractinia" "Haplaraeidae" "Confusastraraea" 23.03 5.333 90 92
"12262" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Confusastrea" 171.6 155.7 63 68
"12273" "Cnidaria" "Anthozoa" "Scleractinia" "Parasmiliidae" "Conicosmilotrochus" 105.3 72.1 75 80
"12281" "Cnidaria" "Anthozoa" "Scleractinia" "Turbinoliidae" "Conocyathus" 66 11.608 82 92
"12302" "Cnidaria" "Anthozoa" "Scleractinia" "Procyclolitidae" "Conophyllia" 247.2 215.56 53 57
"12312" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Conotrochus" 70.6 0.0117 81 94
"12321" "Cnidaria" "Scyphozoa" "Conulariida" "Conulariidae" "Conularia" 485.4 228 14 57
"12514" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Convexastrea" 161.2 139.8 67 70
"12531" "Cnidaria" "Anthozoa" "Scleractinia" "Thamnasteriidae" "Corbariastraea" 89.8 70.6 78 81
"12537" "Cnidaria" "Anthozoa" "Stauriida" "Durhaminidae" "Cordillerastraea" 298.9 272.3 43 46
"12561" "Cnidaria" "Anthozoa" "Stauriida" "Aulophyllidae" "Corwenia" 345.3 326.4 37 38
"12566" "Cnidaria" "Anthozoa" "Scleractinia" "Reimaniphylliidae" "Coryphyllia" 242 182.7 54 61
"12585" "Cnidaria" "Anthozoa" "Scleractinia" "Siderastreidae" "Coscinaraea" 56 0 84 94
"12611" "Cnidaria" "Anthozoa" "Scleractinia" "Reimaniphylliidae" "Craspedophyllia" 242 201.3 54 58
"12632" "Cnidaria" "Anthozoa" "Favositida" "Alveolitidae" "Crassialveolites" 410.8 372.2 30 34
"12720" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Crassilasma" 449.5 423 19 27
"12748" "Cnidaria" "Anthozoa" "Scleractinia" "Pamiroseriidae" "Crassistella" 232 201.3 56 58
"12779" "Cnidaria" "Anthozoa" "Scleractinia" "Agariciidae" "Craterastraea" 168.3 109 65 75
"12788" "Cnidaria" "Anthozoa" "Stauriida" "Verbeekiellidae" "Cravenia" 358.9 342.8 36 37
"12796" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Crenulipora" 407.6 382.7 31 33
"12799" "Cnidaria" "Anthozoa" "Stauriida" "Stauriidae" "Crenulites" 460.9 443.7 17 21
"12803" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Crispatotrochus" 56 33.9 84 87
"12806" "Cnidaria" "Anthozoa" "Scleractinia" "Rhizangiidae" "Cryptangia" 23.03 2.588 90 93
"12824" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Cryptocoenia" 182.7 89.3 62 78
"12981" "Cnidaria" "Anthozoa" "Stauriida" "Polycoeliidae" "Cryptophyllum" 358.9 339.4 36 37
"12983" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiidae" "Ctenactis" 11.608 0.0117 92 94
"12991" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Ctenella" 15.97 11.608 91 92
"12994" "Cnidaria" "Anthozoa" "Scleractinia" "Cuifastraeidae" "Cuifastraea" 228 183 57 61
"13010" "Cnidaria" "Anthozoa" "Scleractinia" "Reimaniphylliidae" "Cuifia" 235 201.3 56 58
"13036" "Cnidaria" "Anthozoa" "Scleractinia" "Rhizangiidae" "Culicia" 28.1 0.781 89 94
"13060" "Cnidaria" "Anthozoa" "Scleractinia" "Cunnolitidae" "Cunnolites" 125 33.9 74 87
"13263" "Cnidaria" "Anthozoa" "Scleractinia" "Curtoseriidae" "Curtoseris" 221.5 201.3 57 58
"13269" "Cnidaria" "Anthozoa" "Stauriida" "Ptychophyllidae" "Cyathactis" 443.4 407.6 21 30
"13295" "Cnidaria" "Anthozoa" "Stauriida" "Cyathaxoniidae" "Cyathaxonia" 433.4 259.9 24 49
"13375" "Cnidaria" "Anthozoa" "Stauriida" "Cyathaxoniidae" "Cyathocarinia" 323.2 265.1 39 48
"13387" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Cyathoceras" 83.6 0.0117 80 94
"13410" "Cnidaria" "Anthozoa" "Stauriida" "Aulophyllidae" "Cyathoclisia" 372.2 345 35 37
"13436" "Cnidaria" "Anthozoa" "Scleractinia" "Pinacophyllidae" "Cyathocoenia" 247.2 196.5 53 60
"13455" "Cnidaria" "Anthozoa" "Stauriida" "Pycnostylidae" "Cyathopaedium" 410.8 383.7 30 33
"13460" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Cyathophora" 170.3 83.6 64 79
"13596" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Cyathophylliopsis" 171.6 155.7 63 68
"13599" "Cnidaria" "Anthozoa" "Stauriida" "Stauriidae" "Cyathophylloides" 460.9 427.4 17 25
"13620" "Cnidaria" "Anthozoa" "Stauriida" "Cyathophyllidae" "Cyathophyllum" 449.5 358.9 19 35
"13696" "Cnidaria" "Anthozoa" "Scleractinia" "Agariciidae" "Cyathoseris" 83.6 0.0117 80 94
"13787" "Cnidaria" "Anthozoa" "Scleractinia" "Cyclophylliidae" "Cycliphyllia" 228 201.3 57 58
"13804" "Cnidaria" "Anthozoa" "Scleractinia" "Cyclolitidae" "Cyclolitopsis" 48.6 33.9 84 87
"13808" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiidae" "Cycloseris" 136.4 0 71 94
"13886" "Cnidaria" "Hydrozoa" "Spongiomorphida" "Spongiomorphidae" "Cylicopsis" 163.5 132.9 67 72
"13893" "Cnidaria" "Anthozoa" "Stauriida" "Eridophyllidae" "Cylindrophyllum" 407.6 382.7 31 33
"13913" "Cnidaria" "Anthozoa" "Scleractinia" "Donacosmilidae" "Cylismilia" 201.3 150.8 59 69
"13919" "Cnidaria" "Anthozoa" "Stauriida" "Ptenophyllidae" "Cymatelasma" 430.5 423 25 27
"13921" "Cnidaria" "Anthozoa" "Scleractinia" "Rhipidogyridae" "Cymosmilia" 168.3 152.1 65 68
"13924" "Cnidaria" "Anthozoa" "Scleractinia" "Mussidae" "Cynarina" 23.03 0 90 94
"13936" "Cnidaria" "Anthozoa" "Scleractinia" "Merulinidae" "Cyphastrea" 37.2 0 87 94
"14257" "Cnidaria" "Anthozoa" "Heliolitida" "Cyrtophyllidae" "Cyrtophyllum" 460.9 443.7 17 21
"14273" "Cnidaria" "Anthozoa" "Stauriida" "Pentaphyllidae" "Cystelasma" 419.2 298.9 29 42
"14277" "Cnidaria" "Anthozoa" "Heliolitida" "Halysitidae" "Cystihalysites" 443.4 358.9 21 35
"14332" "Cnidaria" "Anthozoa" "Cystiphyllida" "Cystiphyllidae" "Cystiphylloides" 423 382.4 28 34
"14504" "Cnidaria" "Anthozoa" "Cystiphyllida" "Cystiphyllidae" "Cystiphyllum" 443.4 382.7 21 33
"14621" "Cnidaria" "Anthozoa" "Stauriida" "Petalaxidae" "Cystolonsdaleia" 315.2 272.3 40 46
"14636" "Cnidaria" "Anthozoa" "Favositida" "Micheliniidae" "Cystomichelinia" 290.1 259.9 45 49
"14678" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Dalmanophyllum" 456.1 419.2 18 28
"14688" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Dasmosmilia" 83.5 0.0117 80 94
"14705" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Defrancia" 33.9 11.62 88 92
"14713" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Deiracorallium" 460.9 443.4 17 21
"14749" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Deltocyathus" 83.5 0.126 80 94
"14791" "Cnidaria" "Anthozoa" "Scleractinia" "Acroporidae" "Dendracis" 59.2 2.588 83 93
"14829" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Dendraraea" 171.6 93.5 63 77
"14882" "Cnidaria" "Anthozoa" "Scleractinia" "Thamnasteriidae" "Dendrastrea" 167.7 163.5 65 66
"14885" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Dendrogyra" 20.44 0 90 94
"14914" "Cnidaria" "Anthozoa" "Scleractinia" "Dendrophylliidae" "Dendrophyllia" 83.6 0.0117 80 94
"15116" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Dendrosmilia" 161.2 23.03 67 89
"15122" "Cnidaria" "Anthozoa" "Stauriida" "Stauriidae" "Dendrostella" 427.4 358.9 26 35
"15166" "Cnidaria" "Anthozoa" "Stauriida" "Ketophyllidae" "Dentilasma" 449.5 423 19 27
"15187" "Cnidaria" "Anthozoa" "Stauriida" "Pycnostylidae" "Depasophyllum" 393.3 382.7 32 33
"15189" "Cnidaria" "Anthozoa" "Heliolitida" "Stelliporellidae" "Derivatolites" 433.4 419.2 24 28
"15193" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Dermoseris" 163.5 122.46 67 74
"15241" "Cnidaria" "Anthozoa" "Scleractinia" "Dermosmiliidae" "Dermosmilia" 175.6 100.5 62 75
"15345" "Cnidaria" "Anthozoa" "Scleractinia" "Brachyphylliidae" "Dermosmiliopsis" 86.3 66 79 81
"15352" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Desmophyllum" 72.1 0.0117 81 94
"15409" "Cnidaria" "Anthozoa" "Stauriida" "Aulophyllidae" "Dibunophyllum" 358.9 279.3 36 45
"15523" "Cnidaria" "Anthozoa" "Scleractinia" "Pachyphyllidae" "Dichocoenia" 83.6 0 80 94
"15662" "Cnidaria" "Scyphozoa" "Conulariida" "Conulariidae" "Diconularia" 419.2 268.8 29 47
"15666" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Dictuophyllia" 145 28.1 70 88
"15718" "Cnidaria" "Anthozoa" "Scleractinia" "Poritidae" "Dictyaraea" 70.6 0.781 81 94
"15763" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Dictyoastraea" 33.9 15.97 88 90
"15766" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Dictyofavosites" 427.4 391.9 26 32
"15776" "Cnidaria" "Anthozoa" "Cystiphyllida" "Digonophyllidae" "Digonophyllum" 409.1 382.7 30 33
"15804" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Dimorpharaea" 174.1 72.1 63 80
"15929" "Cnidaria" "Anthozoa" "Scleractinia" "Haplaraeidae" "Dimorphastraeopsis" 167.7 89.3 65 78
"15941" "Cnidaria" "Anthozoa" "Scleractinia" "Latomeandridae" "Dimorphastrea" 189.6 28.1 61 88
"16084" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Dimorphocoenia" 161.2 72.1 67 80
"16114" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Dimorphocoeniopsis" 145 125.45 70 74
"16118" "Cnidaria" "Anthozoa" "Scleractinia" "Dermosmiliidae" "Dimorphomeandra" 174.1 83.6 63 79
"16127" "Cnidaria" "Anthozoa" "Scleractinia" "Synastraeidae" "Dimorphoseris" 168.3 145 65 69
"16133" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Dinophyllum" 443.4 419.2 21 28
"16171" "Cnidaria" "Anthozoa" "Stauriida" "Lithostrotionidae" "Diphyphyllum" 443.4 298.9 21 42
"16244" "Cnidaria" "Anthozoa" "Scleractinia" "Haplaraeidae" "Diplaraea" 163.5 139.8 67 70
"16252" "Cnidaria" "Anthozoa" "Scleractinia" "Oculinidae" "Diplhelia" 28.1 5.333 89 92
"16263" "Cnidaria" "Anthozoa" "Scleractinia" "Diploastraeidae" "Diploastrea" 145 0 70 94
"16456" "Cnidaria" "Anthozoa" "Cystiphyllida" "Cystiphyllidae" "Diplochone" 443.4 358.9 21 35
"16464" "Cnidaria" "Anthozoa" "Scleractinia" "Acroporidae" "Diplocoenia" 167.7 66 65 81
"16517" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Diploctenium" 93.9 61.6 77 82
"16567" "Cnidaria" "Anthozoa" "Heliolitida" "Proporidae" "Diploepora" 460.9 425.6 17 26
"16575" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Diplogyra" 130 100.5 73 75
"16590" "Cnidaria" "Anthozoa" "Stauriida" "Acervulariidae" "Diplophyllum" 443.4 423 21 27
"16595" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Diploria" 83.5 0 80 94
"16798" "Cnidaria" "Anthozoa" "Scleractinia" "Merulinidae" "Dipsastraea" 66 0 82 94
"17052" "Cnidaria" "Anthozoa" "Scleractinia" "Stylophyllidae" "Discocoenia" 201.3 166.1 59 65
"17054" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Discocyathus" 170.3 109 64 75
"17060" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiidae" "Discotrochus" 48.6 5.333 84 92
"17112" "Cnidaria" "Anthozoa" "Stauriida" "Disphyllidae" "Disphyllum" 443.4 358.9 21 35
"17345" "Cnidaria" "Anthozoa" "Scleractinia" "Reimaniphylliidae" "Distichoflabellum" 228 201.3 57 58
"17347" "Cnidaria" "Anthozoa" "Scleractinia" "Margarophylliidae" "Distichomeandra" 237 183 56 61
"17390" "Cnidaria" "Anthozoa" "Scleractinia" "Reimaniphylliidae" "Distichophyllia" 247.2 201.3 53 58
"17471" "Cnidaria" "Anthozoa" "Stauriida" "Ditoecholasmatidae" "Ditoecholasma" 443.4 419.2 21 28
"17473" "Cnidaria" "Anthozoa" "Stauriida" "Ptenophyllidae" "Dohmophyllum" 419.2 372.2 29 34
"17511" "Cnidaria" "Anthozoa" "Stauriida" "Ketophyllidae" "Dokophyllum" 438.5 427.4 23 25
"17515" "Cnidaria" "Anthozoa" "Stauriida" "Kyphophyllidae" "Donacophyllum" 449.5 440.8 19 21
"17517" "Cnidaria" "Anthozoa" "Scleractinia" "Amphiastreidae" "Donacosmilia" 170.3 113 64 74
"17537" "Cnidaria" "Anthozoa" "Stauriida" "Lithostrotionidae" "Dorlodotia" 346.7 307 37 40
"17546" "Cnidaria" "Anthozoa" "Favositida" "Trachyporidae" "Dualipora" 407.6 382.7 31 33
"17549" "Cnidaria" "Anthozoa" "Stauriida" "Metriophyllidae" "Duncanella" 443.4 393.3 21 31
"17555" "Cnidaria" "Anthozoa" "Stauriida" "Hapsiphyllidae" "Duplophyllum" 306.95 259.9 41 49
"17558" "Cnidaria" "Anthozoa" "Stauriida" "Durhaminidae" "Durhamina" 303.7 272.3 42 46
"17610" "Cnidaria" "Anthozoa" "Stauriida" "Aulophyllidae" "Echigophyllum" 346.7 315.2 37 39
"17613" "Cnidaria" "Anthozoa" "Scleractinia" "Pectiniidae" "Echinophyllia" 83.5 0 80 94
"17652" "Cnidaria" "Anthozoa" "Scleractinia" "Merulinidae" "Echinopora" 23.03 0 90 94
"17761" "Cnidaria" "Anthozoa" "Favositida" "Parastriatoporidae" "Echyropora" 427.4 407.6 26 30
"17769" "Cnidaria" "Anthozoa" "Scleractinia" "Eckastraeidae" "Eckastraea" 247.2 242 53 54
"17771" "Cnidaria" "Anthozoa" "Cystiphyllida" "Cystiphyllidae" "Edaphophyllum" 407.6 382.7 31 33
"17789" "Cnidaria" "Anthozoa" "Stauriida" "Ekvasophyllidae" "Ekvasophyllum" 358.9 318.1 36 39
"17841" "Cnidaria" "Anthozoa" "Scleractinia" "Heterocoeniidae" "Elasmocoenia" 132.9 83.6 72 79
"17849" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Elasmophyllia" 100.5 66 76 81
"17851" "Cnidaria" "Anthozoa" "Scleractinia" "Actinacididae" "Elephantaria" 99.6 47.8 76 84
"17872" "Cnidaria" "Anthozoa" "Scleractinia" "Latomeandridae" "Ellipsocoenia" 161.2 28.1 67 88
"17900" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Ellipsosmilia" 150.8 70.6 69 81
"17914" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Elysastraea" 242 183 54 61
"17949" "Cnidaria" "Anthozoa" "Stauriida" "Ptenophyllidae" "Embolophyllum" 423 391.9 28 32
"17969" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Emmonsia" 419.2 326.4 29 38
"18037" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Emmonsiella" 423 410.8 28 29
"18042" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Enallhelia" 201.3 100.5 59 75
"18116" "Cnidaria" "Anthozoa" "Scleractinia" "Dendrophylliidae" "Enallopsammia" 37.2 0.0117 87 94
"18132" "Cnidaria" "Anthozoa" "Stauriida" "Endamplexidae" "Endamplexus" 268.8 254.17 48 51
"18135" "Cnidaria" "Anthozoa" "Scleractinia" "Dendrophylliidae" "Endopachys" 56 0.0117 84 94
"18233" "Cnidaria" "Anthozoa" "Stauriida" "Endophyllidae" "Endophyllum" 427.4 372.2 26 34
"18261" "Cnidaria" "Anthozoa" "Stauriida" "Endotheciidae" "Endothecium" 272.3 252.17 47 52
"18263" "Cnidaria" "Anthozoa" "Auloporida" "Syringoporidae" "Enigmalites" 298.9 268 43 48
"18269" "Cnidaria" "Anthozoa" "Stauriida" "Entelophyllidae" "Entelophyllum" 449.5 407.6 19 30
"18339" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Enterolasma" 443.4 393.3 21 31
"18399" "Cnidaria" "Anthozoa" "Heliolitida" "Halysitidae" "Eocatenipora" 449.5 443.7 19 21
"18413" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Eocomoseris" 242 93.5 54 77
"18459" "Cnidaria" "Anthozoa" "Lichenariida" "Lyoporidae" "Eofletcheria" 471.8 443.7 15 21
"18504" "Cnidaria" "Anthozoa" "Auloporida" "Fletcheriellidae" "Eofletcheriella" 460.9 443.7 17 21
"18508" "Cnidaria" "Anthozoa" "Stauriida" "Disphyllidae" "Eoglossophyllum" 419.2 407.6 29 30
"18510" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Eohydnophora" 145 93.5 70 77
"18566" "Cnidaria" "Anthozoa" "Scleractinia" "Siderastreidae" "Eosiderastrea" 129.4 93.5 73 77
"18577" "Cnidaria" "Anthozoa" "Scleractinia" "Zardinophyllidae" "Epismilia" 189.6 100.5 61 75
"18590" "Cnidaria" "Anthozoa" "Scleractinia" "Zardinophyllidae" "Epismiliopsis" 189.6 168.3 61 64
"18594" "Cnidaria" "Anthozoa" "Scleractinia" "Dermosmiliidae" "Epistreptophyllum" 189.6 93.5 61 77
"18713" "Cnidaria" "Anthozoa" "Stauriida" "Eridophyllidae" "Eridophyllum" 449.5 382.7 19 33
"18761" "Cnidaria" "Anthozoa" "Stauriida" "Aulophyllidae" "Espielia" 339.4 326.4 37 38
"18764" "Cnidaria" "Anthozoa" "Scleractinia" "Acroporidae" "Etallonasteria" 163.5 122.46 67 74
"18790" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Eugyra" 139.8 100.5 70 75
"18897" "Cnidaria" "Anthozoa" "Scleractinia" "Euphyllidae" "Euphyllia" 66 0 82 94
"18955" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Eurogrewingkia" 460.9 443.4 17 21
"18961" "Cnidaria" "Anthozoa" "Stauriida" "Hapsiphyllidae" "Euryphyllum" 298.9 252.17 43 52
"19013" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Eusmilia" 28.1 0 89 94
"19072" "Cnidaria" "Anthozoa" "Stauriida" "Entelophyllidae" "Evenkiella" 443.4 407.6 21 30
"19079" "Cnidaria" "Anthozoa" "Stauriida" "Disphyllidae" "Exilifrons" 402.5 387.7 31 32
"19094" "Cnidaria" "Anthozoa" "Stauriida" "Ekvasophyllidae" "Faberophyllum" 358.9 298.9 36 42
"19143" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Faksephyllia" 66 59.2 82 83
"19151" "Cnidaria" "Anthozoa" "Stauriida" "Hapsiphyllidae" "Falsiamplexus" 303.7 272.3 42 46
"19163" "Cnidaria" "Anthozoa" "Heliolitida" "Halysitidae" "Falsicatenipora" 456.1 427.4 18 25
"19169" "Cnidaria" "Anthozoa" "Stauriida" "Hapsiphyllidae" "Famennelasma" 388.1 382.4 32 34
"19171" "Cnidaria" "Anthozoa" "Stauriida" "Phillipsastreidae" "Farabophyllum" 410.8 393.3 30 31
"19177" "Cnidaria" "Anthozoa" "Stauriida" "Antiphyllidae" "Fasciculophyllum" 358.9 326.4 36 38
"19259" "Cnidaria" "Anthozoa" "Stauriida" "Fasciphyllidae" "Fasciphyllum" 423 382.7 28 33
"19292" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Favia" 136.4 0 71 94
"19722" "Cnidaria" "Anthozoa" "Stauriida" "Stauriidae" "Favistella" 470 393.3 16 31
"19776" "Cnidaria" "Anthozoa" "Stauriida" "Stauriidae" "Favistina" 460.9 443.4 17 21
"19793" "Cnidaria" "Anthozoa" "Scleractinia" "Merulinidae" "Favites" 38 0 86 94
"20269" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Favosites" 460.9 252.17 17 52
"21952" "Cnidaria" "Anthozoa" "Stauriida" "Polycoeliidae" "Fedorowskites" 259.9 252.17 49 52
"21955" "Cnidaria" "Anthozoa" "Scleractinia" "Faviidae" "Felixigyra" 152.1 72.1 69 80
"22027" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Flabellosmilia" 86.3 66 79 81
"22033" "Cnidaria" "Anthozoa" "Scleractinia" "Flabellidae" "Flabellum" 100.5 0 76 94
"22638" "Cnidaria" "Scyphozoa" "Conulariida" "Conulariidae" "Flectoconularia" 466 212 17 57
"22645" "Cnidaria" "Anthozoa" "Cystiphyllida" "Fletcheriidae" "Fletcheria" 466 382.7 17 33
"22668" "Cnidaria" "Anthozoa" "Auloporida" "Fletcheriellidae" "Fletcheriella" 460.9 423 17 27
"22695" "Cnidaria" "Anthozoa" "Stauriida" "Pycnostylidae" "Fletcherina" 423 410.8 28 29
"22701" "Cnidaria" "Anthozoa" "Scleractinia" "Actinastreidae" "Floriastrea" 132.9 93.9 72 76
"22710" "Cnidaria" "Anthozoa" "Sarcinulida" "Billingsariidae" "Foerstephyllum" 470 443.4 16 21
"22741" "Cnidaria" "Anthozoa" "Stauriida" "Kleopatrinidae" "Fomichevella" 315.2 279.3 40 45
"22785" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Fosselasma" 445.6 443.4 19 21
"22791" "Cnidaria" "Anthozoa" "Favositida" "Theciidae" "Fossopora" 433.4 358.9 24 35
"22798" "Cnidaria" "Anthozoa" "Favositida" "Theciidae" "Fossoporella" 419.2 393.3 29 31
"22800" "Cnidaria" "Anthozoa" "Scleractinia" "Turbinoliidae" "Foveolocyathus" 37.2 5.333 87 92
"22806" "Cnidaria" "Anthozoa" "Stauriida" "Phillipsastreidae" "Frechastraea" 388.1 372.2 32 34
"22846" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiidae" "Fungia" 23.03 0 90 94
"23030" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiacyathidae" "Fungiacyathus" 72.1 0.0117 81 94
"23041" "Cnidaria" "Anthozoa" "Scleractinia" "Latomeandridae" "Fungiastraea" 175.6 70.6 62 81
"23178" "Cnidaria" "Anthozoa" "Scleractinia" "Fungiidae" "Funginellastraea" 38 33.9 86 87
"23181" "Cnidaria" "Anthozoa" "Scleractinia" "Pectiniidae" "Fungophyllia" 33.9 5.333 88 92
"23203" "Cnidaria" "Anthozoa" "Scleractinia" "Gablonzeriidae" "Gablonzeria" 242 201.3 54 58
"23259" "Cnidaria" "Anthozoa" "Scleractinia" "Oculinidae" "Galaxea" 33.9 0 88 94
"23461" "Cnidaria" "Anthozoa" "Stauriida" "Axophyllidae" "Gangamophyllum" 345 323.2 37 38
"23479" "Cnidaria" "Anthozoa" "Scleractinia" "Guembelastraeidae" "Garateastrea" 171.6 157.3 63 67
"23481" "Cnidaria" "Anthozoa" "Scleractinia" "Flabellidae" "Gardineria" 23.03 0.781 90 94
"23483" "Cnidaria" "Anthozoa" "Scleractinia" "Agariciidae" "Gardineroseris" 23.03 0 90 94
"23507" "Cnidaria" "Anthozoa" "Scleractinia" "Microsolenidae" "Genabacia" 168.3 164.7 65 66
"23511" "Cnidaria" "Anthozoa" "Favositida" "Favositidae" "Gephuropora" 443.4 393.3 21 31
"23529" "Cnidaria" "Anthozoa" "Favositida" "Pachyporidae" "Gertholites" 346.7 252.17 37 52
"23544" "Cnidaria" "Anthozoa" "Scleractinia" "Cuifastraeidae" "Gillastraea" 228 201.3 57 58
"23547" "Cnidaria" "Anthozoa" "Scleractinia" "Meandrinidae" "Glenarea" 130 56 73 83
"23558" "Cnidaria" "Anthozoa" "Stauriida" "Cyathophyllidae" "Glossophyllum" 410.8 382.7 30 33
"23571" "Cnidaria" "Anthozoa" "Scleractinia" "Montlivaltiidae" "Goldfussastrea" 183 145 61 69
"23574" "Cnidaria" "Anthozoa" "Scleractinia" "Merulinidae" "Goniastrea" 72.1 0 81 94
"24079" "Cnidaria" "Anthozoa" "Scleractinia" "Stylinidae" "Goniocora" 190.8 125 61 74
"24140" "Cnidaria" "Anthozoa" "Scleractinia" "Caryophylliidae" "Goniocorella" 37.2 0.781 87 94
"24143" "Cnidaria" "Anthozoa" "Cystiphyllida" "Goniophyllidae" "Goniophyllum" 443.4 427.4 21 25
"24149" "Cnidaria" "Anthozoa" "Scleractinia" "Poritidae" "Goniopora" 100.5 0 76 94
"24532" "Cnidaria" "Anthozoa" "Favositida" "Pachyporidae" "Gracilopora" 410.8 376.1 30 34
"24589" "Cnidaria" "Anthozoa" "Stauriida" "Streptelasmatidae" "Grewingkia" 470 433.4 16 23
"24773" "Cnidaria" "Anthozoa" "Stauriida" "Ptenophyllidae" "Grypophyllum" 419.2 358.9 29 35
"24850" "Cnidaria" "Anthozoa" "Stauriida" "Bothrophyllidae" "Gshelia" 307 290.1 41 44
