"Phylum" "Class" "Order" "Family" "Genus" "FAD.age" "LAD.age" "FAD_bin" "LAD_bin"
"18105" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Centrifugus" 427.4 419.2 26 28
"18168" "Mollusca" "Gastropoda" "Euomphalina" "Raphistomatidae" "Ceratopea" 485.4 457.5 14 18
"18266" "Mollusca" "Gastropoda" "Basommatophora" "Planorbidae" "Ceratophallus" 3.6 0 93 94
"18274" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Ceratostoma" 23.03 0 90 94
"18320" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Cerithidea" 86.3 0 79 94
"18518" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cryptaulacidae" "Cerithinella" 199.3 157.3 60 67
"18522" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Cerithioclava" 33.9 0.0117 88 94
"18785" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Cerithium" 201.3 0 59 94
"19667" "Mollusca" "Gastropoda" "Architaenioglossa" "Ampullinidae" "Cernina" 105.3 5.333 75 92
"19743" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Cerodrillia" 20.44 0.781 90 94
"19770" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Champernownia" 410.8 382.7 30 33
"19781" "Mollusca" "Gastropoda" "Sorbeoconcha" "Pachychilidae" "Charadreon" 48.6 5.333 84 92
"19900" "Mollusca" "Gastropoda" "Euomphalina" "Paraturbinidae" "Chartroniella" 235 113 56 74
"19937" "Mollusca" "Gastropoda" "Murchisoniina" "Cheeneetnukiidae" "Cheeneetnukia" 393.3 382.7 32 33
"20080" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Chicoreus" 48.6 0 84 94
"20532" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Chlupacispira" 409.1 382.7 30 33
"20534" "Mollusca" "Gastropoda" "Neogastropoda" "Thaisidae" "Chorus" 37.2 0.781 87 94
"20561" "Mollusca" "Gastropoda" "Neogastropoda" "Perissityidae" "Christitys" 89.8 70.6 78 81
"20648" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Chrysodomus" 66 0 82 94
"20674" "Mollusca" "Gastropoda" "Murchisoniina" "Murchisoniidae" "Cibecuia" 313.8 252.17 40 52
"20701" "Mollusca" "Gastropoda" "Entomotaeniata" "Cimidae" "Cima" 23.03 5.333 90 92
"20707" "Mollusca" "Gastropoda" "Sorbeoconcha" "Procerithiidae" "Cimolithium" 122.46 89.3 74 78
"20728" "Mollusca" "Gastropoda" "Euomphalina" "Omphalotrochidae" "Cinclidonema" 336 254.17 37 51
"20733" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Cinctura" 5.333 0 93 94
"20795" "Mollusca" "Gastropoda" "Architectibranchia" "Ringiculidae" "Cinulia" 113 47.8 75 84
"20930" "Mollusca" "Gastropoda" "Sorbeoconcha" "Procerithiidae" "Cirsocerithium" 130 99.6 73 76
"21185" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Clathrodrillia" 41.3 0 85 94
"21340" "Mollusca" "Gastropoda" "Murchisoniina" "Loxonematidae" "Clathronema" 393.3 382.7 32 33
"21356" "Mollusca" "Gastropoda" "Murchisoniina" "Eotomariidae" "Clathrospira" 478.6 443.4 14 21
"21533" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Clava" 23.03 11.608 90 92
"21535" "Mollusca" "Gastropoda" "Neogastropoda" "Clavatulidae" "Clavatula" 38 0.0117 86 94
"21701" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Clavella" 61.6 41.3 83 85
"21719" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Clavilithes" 66 5.333 82 92
"21903" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Clavus" 41.3 0.0117 85 94
"21922" "Mollusca" "Gastropoda" "Sorbeoconcha" "Paludomidae" "Cleopatra" 5.333 0 93 94
"21935" "Mollusca" "Gastropoda" "Neogastropoda" "Raphitomidae" "Clinura" 99.6 11.62 76 92
"21939" "Mollusca" "Gastropoda" "Neogastropoda" "Speightiidae" "Clinuropsis" 66 56 82 83
"21943" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Clio" 47.8 0.0117 85 94
"22007" "Mollusca" "Gastropoda" "Neogastropoda" "Clavatulidae" "Clionella" 23.03 0.0117 90 94
"22024" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Closia" 56 2.588 84 93
"22113" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Clypeomorus" 23.03 0 90 94
"22171" "Mollusca" "Gastropoda" "Neogastropoda" "Cochlespiridae" "Cochlespira" 66 0.0117 82 94
"22282" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Cochlespirella" 47.8 38 85 86
"22395" "Mollusca" "Gastropoda" "Architaenioglossa" "Diplommatinidae" "Cochlostoma" 15.97 0.126 91 94
"22408" "Mollusca" "Gastropoda" "Pleurotomariida" "Stuorellidae" "Codinella" 242 232 54 56
"22417" "Mollusca" "Gastropoda" "Murchisoniina" "Hormotomidae" "Coelocaulus" 438.5 326.4 23 38
"22499" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Coelocyclus" 443.4 393.3 21 31
"22798" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Coelozone" 443.4 382.7 21 33
"22803" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Colina" 47.8 5.333 85 92
"22806" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Collabrina" 290.1 252.17 45 52
"22849" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Collina" 416 175.6 29 62
"22956" "Mollusca" "Gastropoda" "Murchisoniina" "Porcelliidae" "Coloniacirrus" 387.7 358.9 33 35
"23123" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Colposigma" 66 33.9 82 87
"23144" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Colpospira" 48.6 3.6 84 93
"23172" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Colubraria" 66 0.126 82 94
"23220" "Mollusca" "Gastropoda" "Neritoina" "Neritopsidae" "Colubrellopsis" 242 232 54 56
"23223" "Mollusca" "Gastropoda" "Neogastropoda" "Turbinellidae" "Columbarium" 66 11.608 82 92
"23236" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Columbella" 48.6 0 84 94
"23360" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Columbellopsis" 66 2.588 82 93
"23384" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Colus" 66 0 82 94
"23419" "Mollusca" "Gastropoda" "Neogastropoda" "Turbinellidae" "Coluzea" 47.8 11.608 85 92
"23433" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Colwellia" 66 38 82 86
"23453" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Cominella" 66 0 82 94
"23489" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelatomidae" "Comitas" 38 0.781 86 94
"23529" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Compsodrillia" 23.03 0.0117 90 94
"23564" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Compsonema" 339.4 318.1 37 39
"23566" "Mollusca" "Gastropoda" "Architectibranchia" "Cylindrobullinidae" "Conactaeon" 228 190.8 57 60
"23573" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Conasprella" 23.03 0.0117 90 94
"23626" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Conasprelloides" 23.03 2.588 90 93
"23680" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Concholepas" 37.2 0.0117 87 94
"23736" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Conella" 15.97 5.333 91 92
"23766" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Conilithes" 47.8 2.588 85 93
"23790" "Mollusca" "Gastropoda" "Neogastropoda" "Costellariidae" "Conomitra" 66 2.588 82 93
"23927" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Conorbis" 72.1 23.03 81 89
"23952" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Conotoma" 443.4 387.7 21 32
"23964" "Mollusca" "Gastropoda" "Pleurotomariida" "Pleurotomariidae" "Conotomaria" 125 59.2 74 83
"23979" "Mollusca" "Gastropoda" "Architectibranchia" "Tubiferidae" "Consobrinella" 342.8 183 37 61
"23989" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Conus" 113 0 75 94
"26205" "Mollusca" "Gastropoda" "Allogastropoda" "Tofanellidae" "Conusella" 189.6 155.7 61 68
"26210" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Coptochetus" 61.6 38 83 86
"26216" "Mollusca" "Gastropoda" "Neogastropoda" "Cancellariidae" "Coptostoma" 61.6 33.9 83 87
"26228" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Coralliophila" 41.3 0.0117 85 94
"26292" "Mollusca" "Gastropoda" "Neogastropoda" "Borsoniidae" "Cordieria" 61.6 23.03 83 89
"26336" "Mollusca" "Gastropoda" "Sorbeoconcha" "Thiaridae" "Cornetia" 66 56 82 83
"26338" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Cornulina" 66 33.9 82 87
"26401" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Coronia" 66 20.44 82 90
"26544" "Mollusca" "Gastropoda" "Euomphalina" "Omphalotrochidae" "Coronopsis" 290.1 252.17 45 52
"26551" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Cosmasyrinx" 59.2 33.9 83 87
"26557" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Cosmioconcha" 11.62 0 92 94
"26618" "Mollusca" "Gastropoda" "Architectibranchia" "Tubiferidae" "Costactaeon" 180.1 170.3 62 63
"26644" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Cotonopsis" 5.333 0.0117 93 94
"26659" "Mollusca" "Gastropoda" "Sorbeoconcha" "Planaxidae" "Couthouyia" 47.8 0.126 85 94
"26664" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Craginia" 125 93.5 74 77
"26683" "Mollusca" "Gastropoda" "Euomphalina" "Craspedostomatidae" "Craspedostoma" 433.4 423 24 27
"26692" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Crassilabrum" 5.333 0.0117 93 94
"26702" "Mollusca" "Gastropoda" "Murchisoniina" "Crassimarginatidae" "Crassimarginata" 416 391.9 29 32
"26706" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Crassimurex" 47.8 38 85 86
"26711" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Crassispira" 48.6 0 84 94
"26890" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Crassopleura" 20.44 2.588 90 93
"26896" "Mollusca" "Gastropoda" "Architectibranchia" "Acteonidae" "Crenilabium" 61.6 7.246 83 92
"26921" "Mollusca" "Gastropoda" "Bellerophontida" "Bucanellidae" "Crenistriella" 409.1 382.7 30 33
"26936" "Mollusca" "Gastropoda" "Murchisoniina" "Luciellidae" "Crenulazona" 393.3 382.7 32 33
"27815" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Creseis" 41.3 0 85 94
"27864" "Mollusca" "Gastropoda" "Allogastropoda" "Tofanellidae" "Cristalloella" 237 132.9 56 72
"27868" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Cristispira" 58.7 28.4 83 88
"28042" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Crossoceras" 410.8 393.3 30 31
"28321" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cryptaulacidae" "Cryptaulax" 235 100.5 56 75
"28466" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Cryptochorda" 56 38 84 86
"28489" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Cryptoconus" 66 11.608 82 92
"28628" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Cryptorhytis" 93.5 66 77 81
"28646" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Curtitoma" 3.6 0 93 94
"28666" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Cuvierina" 20.44 0.0117 90 94
"28682" "Mollusca" "Gastropoda" "Euomphalina" "Microdomatidae" "Cyclites" 339.4 254.17 37 51
"28693" "Mollusca" "Gastropoda" "Euomphalina" "Microdomatidae" "Cyclobathmus" 265.1 247.2 49 53
"28701" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Cyclonema" 470 161.2 16 67
"29025" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Cyclope" 3.6 0.0117 93 94
"29031" "Mollusca" "Gastropoda" "Architaenioglossa" "Cyclophoridae" "Cyclophorus" 70.6 0.0117 81 94
"29035" "Mollusca" "Gastropoda" "Euomphalina" "Holopeidae" "Cyclora" 460.9 433.4 17 23
"29198" "Mollusca" "Gastropoda" "Architaenioglossa" "Cyclophoridae" "Cyclotus" 41.3 33.9 85 87
"29216" "Mollusca" "Gastropoda" "Cephalaspidea" "Cylichnidae" "Cylichna" 168.3 0 65 94
"29564" "Mollusca" "Gastropoda" "Cephalaspidea" "Cylichnidae" "Cylichnania" 59.2 11.608 83 92
"29577" "Mollusca" "Gastropoda" "Cephalaspidea" "Cylichnidae" "Cylichnella" 70.6 0 81 94
"29737" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Cylicioscapha" 307 259.9 41 49
"29751" "Mollusca" "Gastropoda" "Murchisoniina" "Soleniscidae" "Cylindritopsis" 313.8 252.17 40 52
"29798" "Mollusca" "Gastropoda" "Architectibranchia" "Cylindrobullinidae" "Cylindrobullina" 252.17 132.9 52 72
"29920" "Mollusca" "Gastropoda" "Architectibranchia" "Acteocinidae" "Cylindrotruncatum" 83.5 66 80 81
"29924" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Cyllene" 23.03 0.781 90 94
"30047" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Cymatophos" 38 0 86 94
"30206" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Cymatospira" 358.9 298.9 36 42
"30271" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Cymatosyrinx" 47.8 0.0117 85 94
"30310" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Cymbiola" 15.97 0.0117 91 94
"30322" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Cymbium" 56 2.588 84 93
"30329" "Mollusca" "Gastropoda" "Patellogastropoda" "Patellidae" "Cymbula" 129.4 0.0117 73 94
"30331" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Cymbularia" 478.6 419.2 14 28
"30379" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Cymia" 48.6 2.588 84 93
"30692" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Cypraeolina" 20.44 0 90 94
"30807" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Cyrtochetus" 56 11.608 84 92
"30818" "Mollusca" "Gastropoda" "Bellerophontida" "Sinuitidae" "Cyrtodiscus" 485.4 443.4 14 21
"30835" "Mollusca" "Gastropoda" "Murchisoniina" "Subulitidae" "Cyrtospira" 466 423 17 27
"30877" "Mollusca" "Gastropoda" "Murchisoniina" "Murchisoniidae" "Cyrtostropha" 460.9 419.2 17 28
"30952" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Cyrtulus" 33.9 11.608 88 92
"30964" "Mollusca" "Gastropoda" "Neogastropoda" "Cystiscidae" "Cystiscus" 11.608 0 92 94
"30975" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Cythara" 41.3 0 85 94
"31033" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Cytharella" 47.8 0.0117 85 94
"31049" "Mollusca" "Gastropoda" "Murchisoniina" "Straparollinidae" "Daidia" 460.9 443.4 17 21
"31099" "Mollusca" "Gastropoda" "Neogastropoda" "Raphitomidae" "Daphnella" 48.6 0 84 94
"31136" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Daphnobela" 56 7.246 84 92
"31147" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Deacheospira" 468.1 445.6 16 19
"31172" "Mollusca" "Gastropoda" "Murchisoniina" "Soleniscidae" "Decorochilina" 427.4 358.9 26 35
"31194" "Mollusca" "Gastropoda" "Euomphalina" "Pseudophoridae" "Decorospira" 409.1 387.7 30 32
"31202" "Mollusca" "Gastropoda" "Neritoina" "Delphinulopsidae" "Delphinulopsis" 247.2 208.5 53 58
"31228" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Demoulia" 5.333 0.0117 93 94
"31235" "Mollusca" "Gastropoda" "Murchisoniina" "Eotomariidae" "Denayella" 393.3 382.7 32 33
"31284" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Dennantia" 41.3 11.608 85 92
"31292" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Dentimargo" 33.9 0 88 94
"31335" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Dermomurex" 33.9 0.0117 88 94
"31470" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Devonorhineoderma" 407.6 326.4 31 38
"31498" "Mollusca" "Gastropoda" "Murchisoniina" "Palaeozygopleuridae" "Devonozyga" 425.6 382.7 27 33
"31508" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Diacria" 11.62 0.0117 92 94
"31544" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Diacrolinia" 23.03 13.82 90 91
"31553" "Mollusca" "Gastropoda" "Sorbeoconcha" "Dialidae" "Diala" 23.03 0 90 94
"31584" "Mollusca" "Gastropoda" "Cephalaspidea" "Diaphanidae" "Diaphana" 11.62 0.0117 92 94
"31587" "Mollusca" "Gastropoda" "Sorbeoconcha" "Diastomatidae" "Diastoma" 122.46 0.781 74 94
"31666" "Mollusca" "Gastropoda" "Murchisoniina" "Zygopleuridae" "Diatrypesis" 212 132.9 57 72
"31674" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Dicellonema" 252.17 242 52 54
"31789" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Dictyobembix" 393.3 358.9 32 35
"31793" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Dictyotomaria" 393.3 232 32 56
"32319" "Mollusca" "Gastropoda" "Sorbeoconcha" "Campanilidae" "Diozoptyxis" 129.4 83.5 73 80
"32323" "Mollusca" "Gastropoda" "Murchisoniina" "Hormotomidae" "Diplozone" 427.4 407.6 26 30
"32339" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Dircella" 86.3 66 79 81
"32342" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Dirocerithium" 48.6 33.9 84 87
"32505" "Mollusca" "Gastropoda" "Euomphalina" "Elasmonematidae" "Discordichilus" 438.5 422.9 23 28
"32536" "Mollusca" "Gastropoda" "Pleurotomariida" "Phymatopleuridae" "Discotomaria" 290.1 259.9 45 49
"32553" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Discotropis" 279.3 259.9 46 49
"32934" "Mollusca" "Gastropoda" "Euomphalina" "Oriostomatidae" "Dohmella" 387.7 183 33 61
"32945" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Dolicholatirus" 72.1 0.126 81 94
"32996" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Dolostoma" 15.97 2.588 91 93
"33029" "Mollusca" "Gastropoda" "Architectibranchia" "Tubiferidae" "Domerionina" 237 228 56 57
"33066" "Mollusca" "Gastropoda" "Heterostropha" "Donaldinidae" "Donaldina" 387.7 247.2 33 53
"33212" "Mollusca" "Gastropoda" "Cerithimorpha" "Orthonemidae" "Donaldospira" 393.3 252.17 32 52
"33233" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Dorsanum" 59.2 5.333 83 92
"33399" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Drillia" 56 0.0117 84 94
"33563" "Mollusca" "Gastropoda" "Neogastropoda" "Borsoniidae" "Drilliola" 33.9 13.82 88 91
"33567" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Drilluta" 93.9 66 77 81
"33740" "Mollusca" "Gastropoda" "Neogastropoda" "Terebridae" "Duplicaria" 33.9 0 88 94
"33879" "Mollusca" "Gastropoda" "Euomphalina" "Ophiletidae" "Ecculiomphalus" 485.4 387.7 14 32
"33967" "Mollusca" "Gastropoda" "Euomphalina" "Lesueurillidae" "Eccyliopterus" 485.4 449.5 14 19
"34000" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Echinimathilda" 99.6 70.6 76 81
"34004" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Echinobathra" 122.46 105.3 74 75
"34135" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Ecphora" 83.5 2.588 80 93
"34365" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Editharus" 47.8 28.1 85 88
"34369" "Mollusca" "Gastropoda" "Thecosomata" "Cavoliniidae" "Edithinella" 23.03 11.62 90 92
"34378" "Mollusca" "Gastropoda" "Pleurotomariida" "Phymatopleuridae" "Eirlysia" 318.1 254.17 39 51
"34445" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Elaeocyma" 47.8 2.588 85 93
"34447" "Mollusca" "Gastropoda" "Euomphalina" "Elasmonematidae" "Elasmonema" 423 72.1 28 80
"34469" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Eleutherospira" 409.1 382.7 30 33
"34481" "Mollusca" "Gastropoda" "Tectibranchia" "Scaphandridae" "Ellipsoscapha" 83.5 59.2 80 83
"34711" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Enaeta" 33.9 0.781 88 94
"34792" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Engina" 23.03 0.0117 90 94
"34809" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Engoniophos" 20.44 2.588 90 93
"34858" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Eoangyomphalus" 402.5 383.7 31 33
"34868" "Mollusca" "Gastropoda" "Bellerophontida" "Tropidodiscidae" "Eobucania" 485.4 471.8 14 15
"34879" "Mollusca" "Gastropoda" "Neogastropoda" "Harpidae" "Eocithara" 56 5.333 84 92
"34890" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Eoclathurella" 47.8 33.9 85 87
"34951" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Eopaziella" 33.9 23.03 88 89
"34960" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Eoplatyzona" 388.1 382.7 32 33
"34965" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Eopleurotoma" 66 15.97 82 90
"35142" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Eopsephaea" 66 33.9 82 87
"35172" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Eosurcula" 66 37.2 82 87
"35241" "Mollusca" "Gastropoda" "Murchisoniina" "Eotomariidae" "Eotomaria" 467.3 422.9 17 28
"35317" "Mollusca" "Gastropoda" "Euomphalina" "Pseudophoridae" "Eotrochus" 345 318.1 37 39
"35353" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Epalxis" 47.8 38 85 86
"35912" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Eratoidea" 38 0.0117 86 94
"35958" "Mollusca" "Gastropoda" "Patellogastropoda" "Lottiidae" "Erginus" 56 0 84 94
"35969" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Ericusa" 28.4 2.588 88 93
"35983" "Mollusca" "Gastropoda" "Architectibranchia" "Ringiculidae" "Eriptycha" 129.4 66 73 81
"36000" "Mollusca" "Gastropoda" "Murchisoniina" "Subulitidae" "Eroicaspira" 485.4 443.4 14 21
"36186" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Erratothilda" 166.1 132.9 66 72
"36225" "Mollusca" "Gastropoda" "Neogastropoda" "Raphitomidae" "Eubela" 20.44 2.588 90 93
"36228" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Eucheilodon" 47.8 33.9 85 87
"36280" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Eucithara" 15.97 0.781 91 94
"36296" "Mollusca" "Gastropoda" "Neogastropoda" "Cancellariidae" "Euclia" 23.03 0.0117 90 94
"36493" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Euconospira" 410.8 259.9 30 49
"36849" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Eucymba" 41.3 33.9 85 87
"37423" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Euomphalopsis" 485.4 468.1 14 16
"37428" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Euomphalopterus" 443.4 391.9 21 32
"37486" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Euomphalus" 455.8 201.3 18 58
"37754" "Mollusca" "Gastropoda" "Bellerophontida" "Euphemitidae" "Euphemites" 372.2 252.17 35 52
"38210" "Mollusca" "Gastropoda" "Bellerophontida" "Euphemitidae" "Euphemitopsis" 295.5 252.17 44 52
"38261" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Eupleura" 66 0.0117 82 94
"38402" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Euplica" 11.608 0 92 94
"38414" "Mollusca" "Gastropoda" "Pleurotomariida" "Phymatopleuridae" "Euryalox" 247.2 215.56 53 57
"38422" "Mollusca" "Gastropoda" "Neogastropoda" "Columbellidae" "Eurypyrene" 15.97 0.126 91 94
"38429" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Euryzone" 427.4 358.9 26 35
"39509" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Euthria" 56 0.0117 84 94
"39533" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Euthriofusus" 122.46 12.7 74 91
"39558" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Euthyrhachis" 393.3 382.7 32 33
"39561" "Mollusca" "Gastropoda" "Murchisoniina" "Spirostylidae" "Euthystylus" 242 201.3 54 58
"39572" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Euzone" 247.2 232 53 56
"39602" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Exechestoma" 59.2 33.9 83 87
"39605" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Exechocirsus" 86.3 70.6 79 81
"39618" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cryptaulacidae" "Exelissa" 171.6 152.1 63 68
"39637" "Mollusca" "Gastropoda" "Neogastropoda" "Ptychatractidae" "Exilia" 72.1 5.333 81 92
"39720" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Exilifusus" 66 38 82 86
