"Phylum" "Class" "Order" "Family" "Genus" "FAD.age" "LAD.age" "FAD_bin" "LAD_bin"
"39722" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Falsicolus" 55.8 11.608 84 92
"39736" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Falsifusus" 72.1 11.62 81 92
"39797" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Falsilyria" 38 15.97 86 90
"39849" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Fasciolaria" 105.3 0 75 94
"40001" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Fascioplex" 41.3 38 85 86
"40004" "Mollusca" "Gastropoda" "Sorbeoconcha" "Pachychilidae" "Faunus" 61.6 5.333 83 92
"40062" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Favartia" 13.65 0 91 94
"40081" "Mollusca" "Gastropoda" "Neogastropoda" "Raphitomidae" "Favriella" 145 2.588 70 93
"40103" "Mollusca" "Gastropoda" "Neritoina" "Fedaiellidae" "Fedaiella" 242 0.0117 54 94
"40122" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Fenimorea" 7.246 0.781 92 94
"40127" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Ferganispira" 323.2 314.6 39 40
"40129" "Mollusca" "Gastropoda" "Basommatophora" "Planorbidae" "Ferrissia" 15.97 0.0117 91 94
"40756" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Fimbriatella" 61.6 1.806 83 94
"40767" "Mollusca" "Gastropoda" "Sorbeoconcha" "Scaliolidae" "Finella" 23.03 0 90 94
"40954" "Mollusca" "Gastropoda" "Euomphalina" "Palaeotrochidae" "Floyda" 387.7 360.7 33 35
"40966" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Forreria" 23.03 0.0117 90 94
"41009" "Mollusca" "Gastropoda" "Neritoina" "Neritopsidae" "Fossariopsis" 247.2 232 53 56
"41013" "Mollusca" "Gastropoda" "Sorbeoconcha" "Planaxidae" "Fossarus" 113 0 75 94
"41127" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Fulgoraria" 66 2.588 82 93
"41141" "Mollusca" "Gastropoda" "Neogastropoda" "Turbinellidae" "Fulgurofusus" 61.7 0.0117 82 94
"41162" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Fusimilis" 83.5 66 80 81
"41178" "Mollusca" "Gastropoda" "Neogastropoda" "Mitridae" "Fusimitra" 66 2.588 82 93
"41247" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Fusinus" 100.5 0 76 94
"41558" "Mollusca" "Gastropoda" "Murchisoniina" "Subulitidae" "Fusispira" 478.6 383.7 14 33
"41760" "Mollusca" "Gastropoda" "Neogastropoda" "Clavatulidae" "Fusiturricula" 48.6 2.588 84 93
"41810" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Fusiturris" 55.8 5.333 84 92
"41908" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudolividae" "Fusulculus" 66 47.8 82 84
"41923" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Fyfea" 66 56 82 83
"41937" "Mollusca" "Gastropoda" "Basommatophora" "Lymnaeidae" "Galba" 170.3 0 64 94
"42326" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Gazameda" 23.03 0.781 90 94
"42342" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Gegania" 140.2 11.608 70 92
"42463" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Gemmula" 70.6 0.0117 81 94
"42779" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Gemophos" 15.97 0.0117 91 94
"42792" "Mollusca" "Gastropoda" "Neogastropoda" "Borsoniidae" "Genota" 55.8 5.333 84 92
"42843" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Genotia" 66 23.03 82 89
"42859" "Mollusca" "Gastropoda" "Neogastropoda" "Cystiscidae" "Gibberula" 66 0.0117 82 94
"42908" "Mollusca" "Gastropoda" "Neogastropoda" "Cystiscidae" "Gibberulina" 20.44 0 90 94
"42926" "Mollusca" "Gastropoda" "Sorbeoconcha" "Dialidae" "Gibborissoa" 47.8 13.82 85 91
"43097" "Mollusca" "Gastropoda" "Architectibranchia" "Ringiculidae" "Gilbertina" 125 56 74 83
"43224" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Glabella" 33.9 2.588 88 93
"43244" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Glabrocingulum" 358.9 208.5 36 58
"43552" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Globodoma" 336 268.8 37 47
"43626" "Mollusca" "Gastropoda" "Architaenioglossa" "Ampullinidae" "Globularia" 201.3 5.333 59 92
"43877" "Mollusca" "Gastropoda" "Murchisoniina" "Murchisoniidae" "Glyphodeta" 345 318.1 37 39
"43974" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Glyphoturris" 3.6 0.781 93 94
"43979" "Mollusca" "Gastropoda" "Euomphalina" "Microdomatidae" "Glyptospira" 318.1 252.17 39 52
"44013" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Glyptostyla" 59.2 33.9 83 87
"44037" "Mollusca" "Gastropoda" "Neogastropoda" "Conidae" "Glyptotoma" 47.8 28.4 85 88
"44065" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Glyptotomaria" 387.7 242 33 54
"44095" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Glyptozaria" 56 5.333 84 92
"44225" "Mollusca" "Gastropoda" "Sorbeoconcha" "Pleuroceridae" "Goniobasis" 83.6 5.333 80 92
"44244" "Mollusca" "Gastropoda" "Architectibranchia" "Acteocinidae" "Goniocylichna" 99.6 66 76 81
"44262" "Mollusca" "Gastropoda" "Murchisoniina" "Zygopleuridae" "Goniospira" 235 212 56 57
"44279" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Gordanops" 20.44 2.588 90 93
"44303" "Mollusca" "Gastropoda" "Allogastropoda" "Gordenellidae" "Gordenella" 166.1 155.7 66 68
"44306" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Gosavia" 85.8 33.9 79 87
"44362" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Gosseletina" 407.6 208.5 31 58
"44398" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Gourmya" 66 0.0117 82 94
"44410" "Mollusca" "Gastropoda" "Neritoina" "Plagiothyridae" "Grabinopsis" 383.7 379.5 33 34
"44497" "Mollusca" "Gastropoda" "Bellerophontida" "Bucaniidae" "Grandostoma" 460.9 425.6 17 26
"44536" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Granoturris" 3.6 0 93 94
"44539" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Granula" 38 0.781 86 94
"44548" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Granulifusus" 11.608 0.781 92 94
"44552" "Mollusca" "Gastropoda" "Neogastropoda" "Cystiscidae" "Granulina" 15.97 0.0117 91 94
"44576" "Mollusca" "Gastropoda" "Sorbeoconcha" "Batillariidae" "Granulolabium" 56 11.608 84 92
"44680" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Graphidula" 99.6 66 76 81
"44765" "Mollusca" "Gastropoda" "Allogastropoda" "Tofanellidae" "Graphis" 180.1 19 62 90
"44781" "Mollusca" "Gastropoda" "Bellerophontida" "Tropidodiscidae" "Groomodiscus" 485.4 455.8 14 18
"44814" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Guizhouspira" 259.9 247.2 49 53
"44850" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Guraleus" 33.9 0.126 88 94
"44861" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cassiopidae" "Gymnentome" 112.03 70.6 75 81
"44887" "Mollusca" "Gastropoda" "Sorbeoconcha" "Campanilidae" "Gymnocerithium" 129.4 113 73 74
"44889" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Gymnothilda" 168.3 109 65 75
"44905" "Mollusca" "Gastropoda" "Basommatophora" "Planorbidae" "Gyraulus" 171.6 0 63 94
"45567" "Mollusca" "Gastropoda" "Murchisoniina" "Hormotomidae" "Gyrodoma" 443.4 372.2 21 34
"45637" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Hadriania" 28.4 0.781 88 94
"45662" "Mollusca" "Gastropoda" "Neogastropoda" "Horaiclavidae" "Haedropleura" 59.2 0.0117 83 94
"45786" "Mollusca" "Gastropoda" "Cephalaspidea" "Haminoeidae" "Haminoea" 56 0 84 94
"45832" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Hanetia" 15.97 0.0117 91 94
"45906" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Hannatoma" 55.8 23.03 84 89
"45941" "Mollusca" "Gastropoda" "Neogastropoda" "Harpidae" "Harpa" 56 0.0117 84 94
"46061" "Mollusca" "Gastropoda" "Sorbeoconcha" "Potamididae" "Harrisianella" 66 5.333 82 92
"46080" "Mollusca" "Gastropoda" "Neogastropoda" "Terebridae" "Hastula" 56 0 84 94
"46160" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Hataiella" 47.8 11.608 85 92
"46189" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Haustator" 100.5 0.0117 76 94
"46576" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Haustellum" 33.9 0 88 94
"46715" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Heilprinia" 5.333 0.0117 93 94
"46731" "Mollusca" "Gastropoda" "Patellogastropoda" "Patellidae" "Helcion" 161.2 0.0117 67 94
"46816" "Mollusca" "Gastropoda" "Cycloneritimorpha" "Helicinidae" "Helicina" 47.8 0.0117 85 94
"46843" "Mollusca" "Gastropoda" "Thecosomata" "Limacinidae" "Heliconoides" 56 0.0117 84 94
"46908" "Mollusca" "Gastropoda" "Euomphalina" "Helicotomidae" "Helicotoma" 485.4 443.7 14 21
"46990" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Heligmotoma" 66 33.9 82 87
"47002" "Mollusca" "Gastropoda" "Basommatophora" "Planorbidae" "Helisoma" 5.333 0.0117 93 94
"47045" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cerithiidae" "Hemicerithium" 59.2 2.588 83 93
"47133" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Hemipolygona" 20.44 0.0117 90 94
"47136" "Mollusca" "Gastropoda" "Sorbeoconcha" "Thiaridae" "Hemisinus" 66 5.333 82 92
"47150" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Hemisurcula" 61.6 33.9 83 87
"47191" "Mollusca" "Gastropoda" "Cycloneritimorpha" "Helicinidae" "Hendersonia" 28.4 0.0117 88 94
"47239" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Hercorhyncus" 83.5 66 80 81
"47279" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Herminespina" 15.97 2.588 91 93
"47304" "Mollusca" "Gastropoda" "Sorbeoconcha" "Acanthonematidae" "Hermosanema" 313.8 305.9 40 41
"47306" "Mollusca" "Gastropoda" "Neogastropoda" "Cancellariidae" "Hertleinia" 11.62 2.588 92 93
"47374" "Mollusca" "Gastropoda" "Murchisoniina" "Porcelliidae" "Hesperiella" 407.6 268.8 31 47
"47407" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Hesperisternia" 23.03 0.0117 90 94
"47431" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Hesperiturris" 56 33.9 84 87
"47462" "Mollusca" "Gastropoda" "Euomphalina" "Nerrhenidae" "Hessonia" 393.3 382.7 32 33
"47473" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Heterocithara" 12.7 0 91 94
"47476" "Mollusca" "Gastropoda" "Murchisoniina" "Palaeozygopleuridae" "Heteroloxonema" 388.1 382.7 32 33
"47483" "Mollusca" "Gastropoda" "Neogastropoda" "Tudiclidae" "Heteroterma" 72.1 37.2 81 87
"47498" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Hexaplex" 61.6 0.0117 83 94
"47634" "Mollusca" "Gastropoda" "Neogastropoda" "Sarganidae" "Hillites" 113 93.9 75 76
"47646" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Hindsia" 33.9 0.126 88 94
"47672" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Hindsiclava" 33.9 0.781 88 94
"48122" "Mollusca" "Gastropoda" "Euomphalina" "Holopeidae" "Holopea" 485.4 254.17 14 51
"48367" "Mollusca" "Gastropoda" "Murchisoniina" "Loxonematidae" "Holopella" 445.2 251.3 20 52
"48385" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Homalocantha" 23.03 0.0117 90 94
"48469" "Mollusca" "Gastropoda" "Murchisoniina" "Hormotomidae" "Hormotoma" 485.4 382.7 14 33
"48903" "Mollusca" "Gastropoda" "Murchisoniina" "Hormotomidae" "Hormotomina" 407.6 383.7 31 33
"48916" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Hudlestonella" 140.2 129.4 70 73
"48932" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Humboldtiella" 387.7 358.9 33 35
"48938" "Mollusca" "Gastropoda" "Neogastropoda" "Marginellidae" "Hyalina" 41.3 0.0117 85 94
"49166" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Hydrotribulus" 83.5 66 80 81
"49175" "Mollusca" "Gastropoda" "Cerithimorpha" "Orthonemidae" "Hypergonia" 358.9 254.17 36 51
"49245" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Hypselentoma" 326.4 259.9 38 49
"49260" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Hystricoceras" 433.4 410.8 24 29
"49266" "Mollusca" "Gastropoda" "Murchisoniina" "Soleniscidae" "Ianthinopsis" 387.7 298.9 33 42
"49314" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Ibergia" 387.7 358.9 33 35
"49330" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Ilyanassa" 5.333 0 93 94
"49470" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Incatella" 28.4 0.0117 88 94
"49543" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Infracoronia" 47.8 33.9 85 87
"49560" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Ingaunoturricula" 15.97 2.588 91 93
"49566" "Mollusca" "Gastropoda" "Neogastropoda" "Cancellariidae" "Inglisella" 19 11.608 90 92
"49574" "Mollusca" "Gastropoda" "Neogastropoda" "Horaiclavidae" "Inodrillia" 20.43 0.781 90 94
"49576" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Inquisitor" 56 0 84 94
"49613" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Insolentia" 47.8 15.9 85 91
"49616" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Iredalea" 11.608 2.588 92 93
"49635" "Mollusca" "Gastropoda" "Euomphalina" "Anomphalidae" "Isfarispira" 433.4 423 24 27
"49639" "Mollusca" "Gastropoda" "Euomphalina" "Anomphalidae" "Isonema" 410.8 360.7 30 35
"49649" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Ithycythara" 20.44 0.0117 90 94
"49723" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Janiopsis" 61.6 0.781 83 94
"49745" "Mollusca" "Gastropoda" "Architectibranchia" "Acteonidae" "Japonactaeon" 11.62 0 92 94
"49760" "Mollusca" "Gastropoda" "Neogastropoda" "Olividae" "Jaspidella" 28.1 0.0117 89 94
"49776" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Jaton" 23.03 0.0117 90 94
"49856" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Joleaudella" 467.3 423 17 27
"49878" "Mollusca" "Gastropoda" "Sorbeoconcha" "Pachychilidae" "Jponsia" 70.6 47.8 81 84
"49882" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Jsowerbya" 41.3 33.9 85 87
"50015" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Jurilda" 171.6 125 63 74
"50091" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Kapalmerella" 66 2.588 82 93
"50302" "Mollusca" "Gastropoda" "Murchisoniina" "Loxonematidae" "Katoptychia" 416 358.9 29 35
"50389" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Keeneia" 330.9 259.9 38 49
"50422" "Mollusca" "Gastropoda" "Neogastropoda" "Nassariidae" "Keepingia" 33.9 23.03 88 89
"50451" "Mollusca" "Gastropoda" "Sorbeoconcha" "Diastomatidae" "Keilostoma" 122.46 38 74 86
"50474" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Kelletia" 66 0.0117 82 94
"50515" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Khetella" 163.5 129.4 67 73
"50518" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Khumerspira" 268.8 259.9 48 49
"50520" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Kiaeromphalus" 439 428.2 22 25
"50522" "Mollusca" "Gastropoda" "Euomphalina" "Elasmonematidae" "Kimina" 410.8 330.9 30 37
"50540" "Mollusca" "Gastropoda" "Euomphalina" "Microdomatidae" "Kinkaidia" 339.4 318.1 37 39
"50547" "Mollusca" "Gastropoda" "Murchisoniina" "Plethospiridae" "Kirkospira" 427.4 423 26 27
"50590" "Mollusca" "Gastropoda" "Pleurotomariida" "Kittlidiscidae" "Kittlidiscus" 235 70.6 56 81
"50595" "Mollusca" "Gastropoda" "Sorbeoconcha" "Procerithiidae" "Kittlistylus" 235 201.3 56 58
"50611" "Mollusca" "Gastropoda" "Neogastropoda" "Clavatulidae" "Knefastia" 38 0.0117 86 94
"50657" "Mollusca" "Gastropoda" "Cerithimorpha" "Orthonemidae" "Knightella" 372.2 132.9 35 72
"50666" "Mollusca" "Gastropoda" "Euomphalina" "Microdomatidae" "Knightinella" 313.8 265.1 40 48
"50672" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Knightites" 358.9 252.17 36 52
"50693" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Kodymites" 427.4 407.6 26 30
"50700" "Mollusca" "Gastropoda" "Murchisoniina" "Porcelliidae" "Kokenella" 235 205.6 56 58
"50708" "Mollusca" "Gastropoda" "Bellerophontida" "Bucaniidae" "Kokenospira" 466 440.8 17 21
"50739" "Mollusca" "Gastropoda" "Sorbeoconcha" "Cryptaulacidae" "Kosmopleura" 201.3 189.6 59 61
"50742" "Mollusca" "Gastropoda" "Euomphalina" "Pseudophoridae" "Kowalatrochus" 383.7 379.5 33 34
"50748" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Kozelconcha" 427.4 407.6 26 30
"50755" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Krasopea" 410.8 387.7 30 32
"50760" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Kurtzia" 3.6 0.0117 93 94
"50762" "Mollusca" "Gastropoda" "Neogastropoda" "Mangeliidae" "Kurtziella" 20.44 0 90 94
"50837" "Mollusca" "Gastropoda" "Euomphalina" "Omphalotrochidae" "Labrocuspis" 393.3 382.7 32 33
"50848" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Lacinia" 66 23.03 82 89
"50950" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Lacunospira" 279.3 265.1 46 48
"50966" "Mollusca" "Gastropoda" "Neritoina" "Scalaneritinidae" "Ladinaticella" 252.17 228 52 57
"50983" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Laevibuccinum" 66 38 82 86
"51032" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Lahnospira" 387.7 376.1 33 34
"51084" "Mollusca" "Gastropoda" "Pleurotomariida" "Phymatopleuridae" "Lamellospira" 298.9 254.17 43 51
"51105" "Mollusca" "Gastropoda" "Neogastropoda" "Olividae" "Lamprodomina" 23.03 5.333 90 92
"51114" "Mollusca" "Gastropoda" "Architaenioglossa" "Ampullariidae" "Lanistes" 38 0.0117 86 94
"51206" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Lapparia" 56 33.9 84 87
"51282" "Mollusca" "Gastropoda" "Neogastropoda" "Coralliophilidae" "Latiaxis" 83.5 0.0117 80 94
"51292" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Latirus" 66 0 82 94
"51530" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Latitaenia" 457.5 445.6 18 19
"51550" "Mollusca" "Gastropoda" "Heterostropha" "Streptacididae" "Laxella" 254.17 251.3 51 52
"51553" "Mollusca" "Gastropoda" "Sorbeoconcha" "Turritellidae" "Laxispira" 83.6 66 80 81
"51661" "Mollusca" "Gastropoda" "Euomphalina" "Ophiletidae" "Lecanospira" 485.4 443.4 14 21
"51744" "Mollusca" "Gastropoda" "Allogastropoda" "Mathildidae" "Lemniscolittorina" 83.5 66 80 81
"51781" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Lepicythara" 23.03 2.588 90 93
"51818" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Lepsiella" 15.97 0.0117 91 94
"51820" "Mollusca" "Gastropoda" "Neogastropoda" "Drilliidae" "Leptadrillia" 7.246 0.781 92 94
"51830" "Mollusca" "Gastropoda" "Neogastropoda" "Coralliophilidae" "Leptoconchus" 28.1 0.0117 89 94
"51836" "Mollusca" "Gastropoda" "Pleurotomariida" "Pleurotomariidae" "Leptomaria" 196.5 38 60 86
"51891" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Leptomphalus" 295.5 252.17 44 52
"51921" "Mollusca" "Gastropoda" "Murchisoniina" "Soleniscidae" "Leptoptygma" 372.2 252.17 35 52
"51939" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Leptoscapha" 66 11.608 82 92
"51943" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Leptozone" 438.5 407.6 23 30
"51947" "Mollusca" "Gastropoda" "Euomphalina" "Lesueurillidae" "Lesueurilla" 485.4 443.4 14 21
"52024" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Leucosyrinx" 23.03 0.0117 90 94
"52045" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Leucozonia" 20.44 0 90 94
"52062" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Levifusus" 66 15.97 82 90
"52289" "Mollusca" "Gastropoda" "Murchisoniina" "Zygopleuridae" "Levipleura" 201.3 161.2 59 67
"52369" "Mollusca" "Gastropoda" "Bellerophontida" "Bellerophontidae" "Liljevallospira" 433.4 427.4 24 25
"52374" "Mollusca" "Gastropoda" "Thecosomata" "Limacinidae" "Limacina" 56 0.0117 84 94
"52564" "Mollusca" "Gastropoda" "Euomphalina" "Euomphalidae" "Linsleyella" 460.9 449.5 17 19
"52575" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Liochlamys" 3.6 0.781 93 94
"52579" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudomelaniidae" "Lioglyphostoma" 20.44 0.781 90 94
"52595" "Mollusca" "Gastropoda" "Neogastropoda" "Buccinidae" "Liomesus" 47.8 0.0117 85 94
"52607" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Liopeplum" 86.3 66 79 81
"52725" "Mollusca" "Gastropoda" "Architaenioglossa" "Viviparidae" "Lioplacodes" 170.3 2.588 64 93
"52755" "Mollusca" "Gastropoda" "Murchisoniina" "Eotomariidae" "Liospira" 485.4 379.5 14 34
"53132" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Lirofusus" 66 38 82 86
"53159" "Mollusca" "Gastropoda" "Neogastropoda" "Fasciolariidae" "Lirosoma" 83.5 2.588 80 93
"53315" "Mollusca" "Gastropoda" "Sorbeoconcha" "Litiopidae" "Litiopa" 66 0 82 94
"53567" "Mollusca" "Gastropoda" "Neritoina" "Plagiothyridae" "Littorinides" 387.7 326.4 33 38
"53570" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Livonia" 28.4 0.0117 88 94
"53717" "Mollusca" "Gastropoda" "Neogastropoda" "Melongenidae" "Lomirosa" 83.5 66 80 81
"53731" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Longoconcha" 83.5 66 80 81
"53810" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Lophiotoma" 48.6 0.0117 84 94
"53850" "Mollusca" "Gastropoda" "Euomphalina" "Helicotomidae" "Lophonema" 485.4 457.5 14 18
"54553" "Mollusca" "Gastropoda" "Patellogastropoda" "Lottiidae" "Lottia" 3.6 0 93 94
"54607" "Mollusca" "Gastropoda" "Euomphalina" "Platyceratidae" "Lotzia" 387.7 23.03 33 89
"54614" "Mollusca" "Gastropoda" "Neogastropoda" "Magilidae" "Lowenstamia" 83.5 66 80 81
"54646" "Mollusca" "Gastropoda" "Bellerophontida" "Bucaniidae" "Loxobucania" 467.3 443.7 17 21
"54704" "Mollusca" "Gastropoda" "Murchisoniina" "Loxonematidae" "Loxonema" 470 208.5 16 58
"55017" "Mollusca" "Gastropoda" "Sorbeoconcha" "Thiaridae" "Loxotrema" 56 33.9 84 87
"55062" "Mollusca" "Gastropoda" "Murchisoniina" "Luciellidae" "Luciella" 410.8 259.9 30 49
"55070" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Luciellina" 339.4 228 37 57
"55087" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Lukesispira" 419.2 382.7 29 33
"55207" "Mollusca" "Gastropoda" "Murchisoniina" "Gosseletinidae" "Lunulazona" 345 318.1 37 39
"55323" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Lutema" 93.5 66 77 81
"55347" "Mollusca" "Gastropoda" "Basommatophora" "Lymnaeidae" "Lymnaea" 70.6 0 81 94
"55509" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Lyria" 72.1 0.0117 81 94
"55727" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Lyriopsis" 59.2 47.8 83 84
"55729" "Mollusca" "Gastropoda" "Neogastropoda" "Volutidae" "Lyrischapa" 66 38 82 86
"55750" "Mollusca" "Gastropoda" "Neogastropoda" "Turridae" "Lyrosurcula" 56 37.2 84 87
"55776" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Lyrotyphis" 33.9 5.333 88 92
"55850" "Mollusca" "Gastropoda" "Euomphalina" "Ophiletidae" "Lytospira" 477.7 423 15 27
"55888" "Mollusca" "Gastropoda" "Euomphalina" "Macluritidae" "Maclurina" 470 443.4 16 21
"55957" "Mollusca" "Gastropoda" "Euomphalina" "Macluritidae" "Macluritella" 485.4 393.3 14 31
"56309" "Mollusca" "Gastropoda" "Neogastropoda" "Pseudolividae" "Macron" 23.03 0 90 94
"56327" "Mollusca" "Gastropoda" "Neogastropoda" "Muricidae" "Maculotriton" 15.97 0 91 94
