"Phylum" "Class" "Order" "Family" "Genus" "FAD.age" "LAD.age" "FAD_bin" "LAD_bin"
"30926" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Claibornites" 72.1 33.9 81 87
"30934" "Mollusca" "Bivalvia" "Pectinida" "Pterinopectinidae" "Claraia" 259.9 247.2 49 53
"31911" "Mollusca" "Bivalvia" "Pectinida" "Pterinopectinidae" "Claraioides" 259.9 252.17 49 52
"31924" "Mollusca" "Bivalvia" "Cardiida" "Tellinidae" "Clathrotellina" 5.333 0.0117 93 94
"31927" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Clausinella" 48.6 0 84 94
"31971" "Mollusca" "Bivalvia" "Pandorida" "Clavagellidae" "Clavagella" 72.1 2.588 81 93
"31986" "Mollusca" "Bivalvia" "Pectinida" "Aviculopectinidae" "Clavicosta" 313.8 252.17 40 52
"32040" "Mollusca" "Bivalvia" "Thraciida" "Cleidothaeridae" "Cleidothaerus" 23.03 5.333 90 92
"32042" "Mollusca" "Bivalvia" "Myalinida" "Ambonychiidae" "Cleionychia" 478.6 427.4 14 25
"32119" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Clementia" 100.5 0 76 94
"32379" "Mollusca" "Bivalvia" "Pandorida" "Pandoridae" "Clidiophora" 11.608 0.0117 92 94
"32391" "Mollusca" "Bivalvia" "Nuculanida" "Nuculanidae" "Clidophorus" 466 201.3 17 58
"32415" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Clinocardium" 56 0 84 94
"32528" "Mollusca" "Bivalvia" "Solemyida" "Ctenodontidae" "Clinopistha" 393.3 268.8 32 47
"32542" "Mollusca" "Bivalvia" "Lucinida" "Mactromyidae" "Clisocolus" 105.3 66 75 81
"32602" "Mollusca" "Bivalvia" "Hippuritida" "Caprinuloideidae" "Coalcomana" 125 93.9 74 76
"32629" "Mollusca" "Bivalvia" "Thraciida" "Periplomatidae" "Cochlodesma" 56 0.781 84 94
"32647" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Codakia" 152.1 0 69 94
"32775" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Coelastarte" 201.3 145 59 69
"32789" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Coelopis" 182.7 7.246 62 92
"32798" "Mollusca" "Bivalvia" "Modiomorphida" "Modiomorphidae" "Colpomya" 485.4 152.1 14 68
"32840" "Mollusca" "Bivalvia" "Nuculanida" "Nuculanidae" "Comitileda" 59.2 33.9 83 87
"32853" "Mollusca" "Bivalvia" "Nuculida" "Praenuculidae" "Concavodonta" 460.9 443.4 17 21
"32859" "Mollusca" "Bivalvia" "Lucinida" "Thyasiridae" "Conchocele" 72.1 0.781 81 94
"32954" "Mollusca" "Bivalvia" "Carditida" "Condylocardiidae" "Condylocardia" 47.8 0.781 85 94
"32966" "Mollusca" "Bivalvia" "Ostreida" "Pteriidae" "Confusionella" 251.3 247.2 52 53
"32984" "Mollusca" "Bivalvia" "Veneroidei" "Dreissenidae" "Congeria" 28.4 0.0117 88 94
"33006" "Mollusca" "Bivalvia" "Ostreida" "Ostreidae" "Conradostrea" 15.97 0.0117 91 94
"33081" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cooperella" 3.6 0.0117 93 94
"33084" "Mollusca" "Bivalvia" "Modiomorphida" "Modiomorphidae" "Corallidomus" 458.4 443.4 18 21
"33091" "Mollusca" "Bivalvia" "Hippuritida" "Plagioptychidae" "Coralliochama" 86.3 66 79 81
"33102" "Mollusca" "Bivalvia" "Veneroidei" "Trapezidae" "Coralliophaga" 59.2 0.0117 83 94
"33151" "Mollusca" "Bivalvia" "Cardiida" "Tancrediidae" "Corbicella" 163.5 139.8 67 70
"33155" "Mollusca" "Bivalvia" "Cardiida" "Tancrediidae" "Corbicellopsis" 183 145 61 69
"33184" "Mollusca" "Bivalvia" "Veneroidei" "Corbiculidae" "Corbicula" 145 0 70 94
"33362" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Corbula" 237 0 56 94
"34903" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Corbulamella" 99.6 61.6 76 82
"34911" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Corbulomima" 180.1 113 62 74
"35114" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Corbulomya" 56 38 84 86
"35116" "Mollusca" "Bivalvia" "Ostreida" "Pterineidae" "Cornellites" 443.4 336 21 37
"35243" "Mollusca" "Bivalvia" "Megalodontida" "Dicerocardiidae" "Cornucardia" 237 208.5 56 58
"35276" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Costacallista" 61.6 2.588 83 93
"35360" "Mollusca" "Bivalvia" "Arcida" "Glycymerididae" "Costaglycymeris" 20.44 1.806 90 94
"35434" "Mollusca" "Bivalvia" "Myalinida" "Atomodesmatidae" "Costatoaphanaia" 295.5 268.8 44 47
"35443" "Mollusca" "Bivalvia" "Trigoniida" "Myophoriidae" "Costatoria" 259.9 201.3 49 58
"35684" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Costellamussiopecten" 33.9 7.246 88 92
"35693" "Mollusca" "Bivalvia" "Nuculanida" "Nuculanidae" "Costelloleda" 66 0.781 82 94
"35702" "Mollusca" "Bivalvia" "Ostreida" "Bakevelliidae" "Costigervillia" 242 145 54 69
"35739" "Mollusca" "Bivalvia" "Veneroidei" "Neomiodontidae" "Costocyrena" 145 93.9 70 76
"35761" "Mollusca" "Bivalvia" "Pholadomyida" "Megadesmidae" "Cowperesia" 272.5 252.17 46 52
"35787" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Crassadoma" 201.3 0 59 94
"35874" "Mollusca" "Bivalvia" "Carditida" "Crassatellidae" "Crassatella" 145 0 70 94
"36954" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Crassatellina" 113 66 75 81
"36960" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Crassatellopsis" 407.6 387.7 31 32
"36963" "Mollusca" "Bivalvia" "Carditida" "Crassatellidae" "Crassatina" 66 2.588 82 93
"36979" "Mollusca" "Bivalvia" "Carditida" "Carditidae" "Crassicardia" 23.03 2.588 90 93
"36991" "Mollusca" "Bivalvia" "Carditida" "Crassatellidae" "Crassinella" 113 0 75 94
"37365" "Mollusca" "Bivalvia" "Ostreida" "Ostreidae" "Crassostrea" 145 0 70 94
"38000" "Mollusca" "Bivalvia" "Arcida" "Philobryidae" "Cratis" 21.7 0.0117 90 94
"38002" "Mollusca" "Bivalvia" "Myalinida" "Inoceramidae" "Cremnoceramus" 93.9 66 77 81
"38051" "Mollusca" "Bivalvia" "Mytilida" "Mytilidae" "Crenella" 145 0 70 94
"38484" "Mollusca" "Bivalvia" "Pectinida" "Limidae" "Crenipecten" 339.4 252.17 37 52
"38502" "Mollusca" "Bivalvia" "Veneroidei" "Neomiodontidae" "Crenotrapezium" 199.3 130 60 73
"38520" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Cristatopecten" 20.44 0.781 90 94
"38544" "Mollusca" "Bivalvia" "Pectinida" "Claraiidae" "Crittendenia" 252.17 242 52 54
"38604" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Cryptolucina" 130 33.9 73 87
"38615" "Mollusca" "Bivalvia" "Veneroidei" "Mactridae" "Cryptomactra" 15.97 11.608 91 92
"38617" "Mollusca" "Bivalvia" "Pholadida" "Myidae" "Cryptomya" 47.8 0 85 94
"38668" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Cryptopecten" 15.97 0.0117 91 94
"38679" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Ctena" 83.5 0 80 94
"38834" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Ctenocardia" 11.608 0 92 94
"38848" "Mollusca" "Bivalvia" "Solemyida" "Ctenodontidae" "Ctenodonta" 485.4 342.8 14 37
"39193" "Mollusca" "Bivalvia" "Pectinida" "Limidae" "Ctenoides" 163.5 0.0117 67 94
"39269" "Mollusca" "Bivalvia" "Pectinida" "Limidae" "Ctenostreon" 208.5 136.4 58 71
"39451" "Mollusca" "Bivalvia" "Ostreida" "Ostreidae" "Cubitostrea" 105.3 0 75 94
"39816" "Mollusca" "Bivalvia" "Arcida" "Cucullaeidae" "Cucullaea" 242 0 54 94
"40797" "Mollusca" "Bivalvia" "Arcida" "Parallelodontidae" "Cucullaria" 66 5.333 82 92
"40809" "Mollusca" "Bivalvia" "Solenida" "Pharidae" "Cultellus" 56 0 84 94
"40849" "Mollusca" "Bivalvia" "Ostreida" "Bakevelliidae" "Cultriopsis" 235 182.7 56 61
"40861" "Mollusca" "Bivalvia" "Cardiida" "Semelidae" "Cumingia" 23.03 0 90 94
"40917" "Mollusca" "Bivalvia" "Carditida" "Condylocardiidae" "Cuna" 83.5 0.0117 80 94
"41006" "Mollusca" "Bivalvia" "Pholadida" "Vacunellidae" "Cunavella" 290.1 254.17 45 51
"41089" "Mollusca" "Bivalvia" "Ostreida" "Bakevelliidae" "Cuneigervillia" 201.3 196.5 59 60
"41095" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Cuneocorbula" 145 11.62 70 92
"41167" "Mollusca" "Bivalvia" "Mytilida" "Mytilidae" "Cuneolus" 125 66 74 81
"41172" "Mollusca" "Bivalvia" "Unionida" "Unionidae" "Cuneopsis" 58.7 33.9 83 87
"41174" "Mollusca" "Bivalvia" "Cardiida" "Neoleptonidae" "Curionia" 247.2 174.1 53 62
"41189" "Mollusca" "Bivalvia" "Ostreida" "Flemingostreidae" "Curvostrea" 105.3 66 75 81
"41264" "Mollusca" "Bivalvia" "Poromyida" "Cuspidariidae" "Cuspidaria" 242 2.588 54 93
"41456" "Mollusca" "Bivalvia" "Cardiida" "Cyamiidae" "Cyamium" 5.333 0 93 94
"41461" "Mollusca" "Bivalvia" "Veneroidei" "Ungulinidae" "Cycladicama" 55.8 0.0117 84 94
"41515" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cyclinella" 47.8 0 85 94
"41603" "Mollusca" "Bivalvia" "Carditida" "Carditidae" "Cyclocardia" 100.5 0 76 94
"42048" "Mollusca" "Bivalvia" "Actinodontida" "Cycloconchidae" "Cycloconcha" 466 443.7 17 21
"42058" "Mollusca" "Bivalvia" "Pectinida" "Propeamussiidae" "Cyclopecten" 56 0.0117 84 94
"42146" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cyclorisma" 145 66 70 81
"42263" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cyclorismina" 72.1 61.7 81 82
"42265" "Mollusca" "Bivalvia" "Cardiida" "Tellinidae" "Cymatoica" 11.62 0.126 92 94
"42272" "Mollusca" "Bivalvia" "Modiomorphida" "Modiomorphidae" "Cymatonota" 485.4 382.7 14 33
"42357" "Mollusca" "Bivalvia" "Veneroidei" "Mactridae" "Cymbophora" 100.5 56 76 83
"42888" "Mollusca" "Bivalvia" "Poromyida" "Poromyidae" "Cymella" 83.6 66 80 81
"42930" "Mollusca" "Bivalvia" "Carditida" "Crassatellidae" "Cypricardella" 433.4 314.6 24 40
"43194" "Mollusca" "Bivalvia" "Veneroidei" "Trapezidae" "Cypricardia" 247.2 0.0117 53 94
"43204" "Mollusca" "Bivalvia" "Carditida" "Cardiniidae" "Cypricardinia" 485.4 252.17 14 52
"43423" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cyprimeria" 113 2.588 75 93
"43715" "Mollusca" "Bivalvia" "Veneroidei" "Cyrenidae" "Cyrena" 157.3 0.0117 68 94
"43813" "Mollusca" "Bivalvia" "Veneroidei" "Corbiculidae" "Cyrenorita" 33.9 23.03 88 89
"43827" "Mollusca" "Bivalvia" "Hiatellida" "Hiatellidae" "Cyrtodaria" 70.6 0 81 94
"43872" "Mollusca" "Bivalvia" "Cyrtodontida" "Cyrtodontidae" "Cyrtodonta" 478.6 393.3 14 31
"44040" "Mollusca" "Bivalvia" "Cyrtodontida" "Cyrtodontidae" "Cyrtodontula" 476.8 298.9 15 42
"44139" "Mollusca" "Bivalvia" "Myalinida" "Kolymiidae" "Cyrtokolymia" 272.3 265.1 47 48
"44150" "Mollusca" "Bivalvia" "Pholadida" "Pholadidae" "Cyrtopleura" 66 0 82 94
"44176" "Mollusca" "Bivalvia" "Pectinida" "Deltopectinidae" "Cyrtorostra" 298.9 252.17 43 52
"44299" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cytherea" 145 5.333 70 92
"44321" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Cytheriopsis" 41.3 15.97 85 90
"44326" "Mollusca" "Bivalvia" "Nuculanida" "Nuculanidae" "Dacromya" 252.17 139.8 52 70
"44366" "Mollusca" "Bivalvia" "Mytilida" "Mytilidae" "Dacrydium" 72.1 0.0117 81 94
"44373" "Mollusca" "Bivalvia" "Arcida" "Arcidae" "Dallarca" 23.03 2.588 90 93
"44439" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Dallocardia" 33.9 0 88 94
"44637" "Mollusca" "Bivalvia" "Ostreida" "Halobiidae" "Daonella" 391.9 208.5 32 58
"44878" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Darendeella" 83.5 66 80 81
"44881" "Mollusca" "Bivalvia" "Modiomorphida" "Modiomorphidae" "Dceruska" 466 433.4 17 23
"44887" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Decatopecten" 20.44 0.0117 90 94
"44906" "Mollusca" "Bivalvia" "Nuculida" "Cardiolariidae" "Deceptrix" 471.8 66 15 81
"45041" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Delectopecten" 66 2.588 82 93
"45099" "Mollusca" "Bivalvia" "Cardiida" "Donacidae" "Deltachion" 15.97 0.0117 91 94
"45107" "Mollusca" "Bivalvia" "Ostreida" "Gryphaeidae" "Deltoideum" 163.5 132.9 67 72
"45193" "Mollusca" "Bivalvia" "Pectinida" "Deltopectinidae" "Deltopecten" 358.9 252.17 36 52
"45273" "Mollusca" "Bivalvia" "Ostreida" "Ostreidae" "Dendostrea" 113 0 75 94
"45403" "Mollusca" "Bivalvia" "Veneroidei" "Corbiculidae" "Dentonia" 100.5 38 76 86
"45422" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Dhondtichlamys" 83.5 33.9 80 87
"45515" "Mollusca" "Bivalvia" "Pectinida" "Spondylidae" "Dianchora" 155.7 66 68 81
"45519" "Mollusca" "Bivalvia" "Cardiida" "Lasaeidae" "Diarmaidia" 15.97 0.0117 91 94
"45544" "Mollusca" "Bivalvia" "Hippuritida" "Diceratidae" "Diceras" 163.5 99.6 67 76
"45573" "Mollusca" "Bivalvia" "Megalodontida" "Dicerocardiidae" "Dicerocardium" 237 201.3 56 58
"45605" "Mollusca" "Bivalvia" "Arcida" "Cucullaeidae" "Dicranodonta" 155.7 100.5 68 75
"45612" "Mollusca" "Bivalvia" "Hippuritida" "Trechmannellidae" "Dictyoptychus" 86.3 66 79 81
"45656" "Mollusca" "Bivalvia" "Cardiida" "Lymnocardiidae" "Didacna" 11.608 0.0117 92 94
"45666" "Mollusca" "Bivalvia" "Ostreida" "Posidoniidae" "Didymotis" 125 85.8 74 79
"45693" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Digitaria" 28.1 0.781 89 94
"45719" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Dimarzipecten" 28.4 11.62 88 92
"45724" "Mollusca" "Bivalvia" "Pectinida" "Dimyidae" "Dimya" 70.6 0.781 81 94
"45760" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Dinocardium" 41.3 0 85 94
"45879" "Mollusca" "Bivalvia" "Mytilida" "Modiolopsidae" "Dipleurodonta" 478.6 445.2 14 19
"45882" "Mollusca" "Bivalvia" "Unionida" "Hyriidae" "Diplodon" 247.2 5.333 53 92
"45894" "Mollusca" "Bivalvia" "Veneroidei" "Ungulinidae" "Diplodonta" 140.2 0 70 94
"46409" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Discomiltha" 166.1 145 66 69
"46439" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Discors" 56 0.0117 84 94
"46467" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Distefanella" 100.5 66 76 81
"46513" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Divalinga" 56 0.0117 84 94
"46601" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Divalucina" 11.608 0.0117 92 94
"46612" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Divaricella" 47.8 0 85 94
"46708" "Mollusca" "Bivalvia" "Pectinida" "Dolponellidae" "Dolponella" 254.17 252.17 51 52
"46717" "Mollusca" "Bivalvia" "Veneroidei" "Mesodesmatidae" "Donacilla" 5.333 0.0117 93 94
"46720" "Mollusca" "Bivalvia" "Cardiida" "Donacidae" "Donax" 59.2 0 83 94
"46986" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Dosina" 37.2 0.0117 87 94
"47025" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Dosinia" 100.5 0 76 94
"47747" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Dosiniopsis" 83.5 23.03 80 89
"47808" "Mollusca" "Bivalvia" "Veneroidei" "Dreissenidae" "Dreissena" 70.6 0.0117 81 94
"47831" "Mollusca" "Bivalvia" "Cyrtodontida" "Antipleuridae" "Dualina" 438.5 410.8 23 29
"47901" "Mollusca" "Bivalvia" "Pectinida" "Pterinopectinidae" "Dunbarella" 336 272.3 37 46
"47946" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Duplipecten" 41.3 33.9 85 87
"47954" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Durania" 105.3 66 75 81
"48163" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Eburneopecten" 83.6 2.588 80 93
"48310" "Mollusca" "Bivalvia" "Nuculida" "Nuculidae" "Economolopsis" 330.9 298.9 38 42
"48355" "Mollusca" "Bivalvia" "Pholadomyida" "Edmondiidae" "Edmondia" 457.5 252.17 18 52
"48630" "Mollusca" "Bivalvia" "Ostreida" "Pteriidae" "Electroma" 85.8 0.0117 79 94
"48644" "Mollusca" "Bivalvia" "Cyrtodontida" "Pichleriidae" "Elegantarca" 247.2 0.781 53 94
"48676" "Mollusca" "Bivalvia" "Trigoniida" "Myophoriidae" "Elegantinia" 252.17 201.3 52 58
"48783" "Mollusca" "Bivalvia" "Ostreida" "Eligmidae" "Eligmus" 174.1 150.8 63 69
"48910" "Mollusca" "Bivalvia" "Pectinida" "Limidae" "Elimata" 290.1 254.17 45 51
"48941" "Mollusca" "Bivalvia" "Ostreida" "Posidoniidae" "Ellesmerella" 298.9 247.2 43 53
"48953" "Mollusca" "Bivalvia" "Unionida" "Unionidae" "Elliptio" 130 56 73 83
"48961" "Mollusca" "Bivalvia" "Cardiida" "Tellinidae" "Elliptotellina" 55.8 0.0117 84 94
"48976" "Mollusca" "Bivalvia" "Nuculida" "Praenuculidae" "Emiliodonta" 460.9 1.806 17 94
"48978" "Mollusca" "Bivalvia" "Pectinida" "Prospondylidae" "Enantiostreon" 252.17 228 52 57
"49028" "Mollusca" "Bivalvia" "Nuculida" "Nuculidae" "Ennucula" 237 0 56 94
"49077" "Mollusca" "Bivalvia" "Solenida" "Pharidae" "Ensiculus" 41.3 0.0117 85 94
"49102" "Mollusca" "Bivalvia" "Solenida" "Pharidae" "Ensis" 41.3 0 85 94
"49258" "Mollusca" "Bivalvia" "Cardiida" "Sportellidae" "Ensitellops" 3.6 0.0117 93 94
"49268" "Mollusca" "Bivalvia" "Ostreida" "Halobiidae" "Enteropleura" 247.2 242 53 54
"49275" "Mollusca" "Bivalvia" "Pectinida" "Entoliidae" "Entolioides" 252.17 205.6 52 58
"49299" "Mollusca" "Bivalvia" "Pectinida" "Entoliidae" "Entolium" 265.1 2.588 49 93
"50334" "Mollusca" "Bivalvia" "Trigoniida" "Schizodidae" "Eoastarte" 298.9 268 43 48
"50344" "Mollusca" "Bivalvia" "Pectinida" "Buchiidae" "Eobuchia" 251.3 247.2 52 53
"50347" "Mollusca" "Bivalvia" "Veneroidei" "Corbiculidae" "Eocallista" 168.3 113 65 74
"50379" "Mollusca" "Bivalvia" "Pectinida" "Deltopectinidae" "Eocamptonectes" 279.3 254.17 46 51
"50428" "Mollusca" "Bivalvia" "Unionida" "Unionidae" "Eolamprotula" 174.1 163.5 63 66
"50439" "Mollusca" "Bivalvia" "Veneroidei" "Neomiodontidae" "Eomiodon" 201.3 93.9 59 76
"50607" "Mollusca" "Bivalvia" "Pectinida" "Monotidae" "Eomonotis" 228 208.5 57 58
"50617" "Mollusca" "Bivalvia" "Arcida" "Arcidae" "Eonavicula" 228 66 57 81
"50716" "Mollusca" "Bivalvia" "Pectinida" "Anomiidae" "Eonomia" 164.7 155.7 66 68
"50718" "Mollusca" "Bivalvia" "Arcida" "Noetiidae" "Eontia" 5.333 0 93 94
"50769" "Mollusca" "Bivalvia" "Veneroidei" "Mactridae" "Eopapyrina" 37.2 15.97 87 90
"50778" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Eopecten" 247.2 99.6 53 76
"50981" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Eophysema" 56 33.9 84 87
"50993" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Eoradiolites" 125 66 74 81
"51092" "Mollusca" "Bivalvia" "Trigoniida" "Eoschizodidae" "Eoschizodus" 433.4 360.7 24 35
"51156" "Mollusca" "Bivalvia" "Solenida" "Solenidae" "Eosolen" 66 3.6 82 93
"51304" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Eoursivivas" 145 109 70 75
"51310" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Epicodakia" 41.3 0.0117 85 94
"51322" "Mollusca" "Bivalvia" "Veneroidei" "Arcticidae" "Epicyprina" 129.4 99.6 73 76
"51338" "Mollusca" "Bivalvia" "Hippuritida" "Epidiceratidae" "Epidiceras" 161.2 150.8 67 69
"51340" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Epilucina" 66 0 82 94
"51401" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Equichlamys" 11.608 0.781 92 94
"51405" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Eriphyla" 171.6 56 63 83
"51542" "Mollusca" "Bivalvia" "Trigoniida" "Myophoriidae" "Erugonia" 221.5 201.3 57 58
"51544" "Mollusca" "Bivalvia" "Cardiida" "Semelidae" "Ervilia" 59.2 0.0117 83 94
"51788" "Mollusca" "Bivalvia" "Veneroidei" "Mesodesmatidae" "Ervillia" 5.333 0.0117 93 94
"51790" "Mollusca" "Bivalvia" "Veneroidei" "Erycinidae" "Erycina" 66 0.0117 82 94
"51851" "Mollusca" "Bivalvia" "Carditida" "Condylocardiidae" "Erycinella" 20.44 2.588 90 93
"51871" "Mollusca" "Bivalvia" "Pectinida" "Buchiidae" "Etalia" 247.2 237 53 55
"51891" "Mollusca" "Bivalvia" "Veneroidei" "Arcticidae" "Etea" 100.5 47.8 76 84
"51968" "Mollusca" "Bivalvia" "Unionida" "Etheriidae" "Etheria" 23.03 0 90 94
"51976" "Mollusca" "Bivalvia" "Pectinida" "Heteropectinidae" "Etheripecten" 358.9 251.3 36 52
"52195" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Ethmocardium" 83.5 66 80 81
"52222" "Mollusca" "Bivalvia" "Pectinida" "Euchondriidae" "Euchondria" 364.7 252.17 35 52
"52329" "Mollusca" "Bivalvia" "Pectinida" "Euchondriidae" "Euchondrioides" 272.3 259.9 47 49
"52332" "Mollusca" "Bivalvia" "Poromyida" "Verticordiidae" "Euciroa" 72.1 11.608 81 92
"52334" "Mollusca" "Bivalvia" "Carditida" "Crassatellidae" "Eucrassatella" 66 0 82 94
"52520" "Mollusca" "Bivalvia" "Cardiida" "Gastrochaenidae" "Eufistulana" 83.5 2.588 80 93
"52587" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Eumarcia" 56 0.0117 84 94
"52608" "Mollusca" "Bivalvia" "Pectinida" "Heteropectinidae" "Eumorphotis" 254.17 182.7 51 61
"53054" "Mollusca" "Bivalvia" "Veneroidei" "Sphaeriidae" "Eupera" 15.97 0.0117 91 94
"53060" "Mollusca" "Bivalvia" "Ostreida" "Malleidae" "Euphenax" 47.8 33.9 85 87
"53063" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Eurhomalea" 56 0 84 94
"53124" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Europicardium" 23.03 5.333 90 92
"53139" "Mollusca" "Bivalvia" "Pectinida" "Chaenocardiidae" "Eurydesma" 443.4 252.17 21 52
"53325" "Mollusca" "Bivalvia" "Modiomorphida" "Modiomorphidae" "Eurymyella" 453 433.4 19 23
"53331" "Mollusca" "Bivalvia" "Cardiida" "Tellinidae" "Eurytellina" 56 0 84 94
"53629" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Euvola" 48.6 0 84 94
"53746" "Mollusca" "Bivalvia" "Myalinida" "Atomodesmatidae" "Evenia" 279.3 252.17 46 52
"53796" "Mollusca" "Bivalvia" "Ostreida" "Gryphaeidae" "Exogyra" 201.3 7.246 59 92
"54775" "Mollusca" "Bivalvia" "Mytilida" "Mytilidae" "Eyrena" 125 100.5 74 75
"54777" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Ezocallista" 23.03 2.588 90 93
"54782" "Mollusca" "Bivalvia" "Nuculanida" "Nuculanidae" "Ezonuculana" 89.8 66 78 81
"54828" "Mollusca" "Bivalvia" "Mytilida" "Mytilidae" "Falcimytilus" 247.2 99.6 53 76
"54907" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Favus" 86.3 66 79 81
"54913" "Mollusca" "Bivalvia" "Veneroidei" "Ungulinidae" "Felaniella" 33.9 5.333 88 92
"54931" "Mollusca" "Bivalvia" "Carditida" "Carditidae" "Fenestricardita" 125 70.6 74 81
"54938" "Mollusca" "Bivalvia" "Pholadida" "Corbulidae" "Ficusocorbula" 48.6 33.9 84 87
"54945" "Mollusca" "Bivalvia" "Veneroidei" "Corbiculidae" "Filosina" 152.1 113 69 74
"54952" "Mollusca" "Bivalvia" "Lucinida" "Lucinidae" "Fimbria" 237 0.0117 56 94
"55138" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Flabellipecten" 66 0.0117 82 94
"55282" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Flaventia" 139.8 89.8 70 77
"55320" "Mollusca" "Bivalvia" "Ostreida" "Ostreidae" "Flemingostrea" 99.6 33.9 76 87
"55398" "Mollusca" "Bivalvia" "Pectinida" "Heteropectinidae" "Fletcheripecten" 295.5 265.1 44 48
"55401" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Flexopecten" 23.03 0.0117 90 94
"55409" "Mollusca" "Bivalvia" "Cardiida" "Tellinidae" "Florimetis" 23.03 0.781 90 94
"55472" "Mollusca" "Bivalvia" "Pectinida" "Pectinidae" "Fortipecten" 33.9 2.588 88 93
"55490" "Mollusca" "Bivalvia" "Veneroidei" "Veneridae" "Fossacallista" 33.9 11.608 88 92
"55503" "Mollusca" "Bivalvia" "Hippuritida" "Radiolitidae" "Fossulites" 100.5 66 76 81
"55509" "Mollusca" "Bivalvia" "Cardiida" "Cardiidae" "Fragum" 89.8 0 78 94
"55575" "Mollusca" "Bivalvia" "Carditida" "Astartidae" "Freiastarte" 125 66 74 81
"55598" "Mollusca" "Bivalvia" "Arcida" "Frejidae" "Freja" 430.5 423 25 27
