"","gen_dur","subf_dur","fam_dur","supfam_dur","ord_dur","cla_dur"
"4658",208.73,NA,NA,NA,NA,NA
"4659",20.442,NA,NA,NA,NA,NA
"4660",56,NA,NA,NA,NA,NA
"4661",23.03,NA,NA,NA,NA,NA
"4662",63.4,NA,NA,NA,NA,NA
"4663",28.4,NA,NA,NA,NA,NA
"4664",27.13,NA,NA,NA,NA,NA
"4665",307,NA,NA,NA,NA,NA
"4666",9.6,NA,NA,NA,NA,NA
"4667",242,NA,NA,NA,NA,NA
"4668",307,NA,NA,NA,NA,NA
"4669",17.9,NA,NA,NA,NA,NA
"4670",247.074,NA,NA,NA,NA,NA
"4671",106.73,NA,NA,NA,NA,NA
"4672",201.3,NA,NA,NA,NA,NA
"4673",80.2,NA,NA,NA,NA,NA
"4674",28.0883,NA,NA,NA,NA,NA
"4675",59,NA,NA,NA,NA,NA
"4676",55.9883,NA,NA,NA,NA,NA
"4677",97.5,NA,NA,NA,NA,NA
"4678",17.5,NA,NA,NA,NA,NA
"4679",15.97,NA,NA,NA,NA,NA
"4680",33.8883,NA,NA,NA,NA,NA
"4681",47,NA,NA,NA,NA,NA
"4682",208.1,NA,NA,NA,NA,NA
"4683",17.6,NA,NA,NA,NA,NA
"4684",59.3,NA,NA,NA,NA,NA
"4685",32.1,NA,NA,NA,NA,NA
"4686",38,NA,NA,NA,NA,NA
"4687",37.2,NA,NA,NA,NA,NA
"4688",27.2,NA,NA,NA,NA,NA
"4689",358.9,NA,NA,NA,NA,NA
"4690",49.992,NA,NA,NA,NA,NA
"4691",247.2,NA,NA,NA,NA,NA
"4692",150.8,NA,NA,NA,NA,NA
"4693",13.94,NA,NA,NA,NA,NA
"4694",63.412,NA,NA,NA,NA,NA
"4695",387.7,NA,NA,NA,NA,NA
"4696",28.0883,NA,NA,NA,NA,NA
"4697",18.9,NA,NA,NA,NA,NA
"4698",66,NA,NA,NA,NA,NA
"4699",122.46,NA,NA,NA,NA,NA
"4700",21.96,NA,NA,NA,NA,NA
"4701",44.7,NA,NA,NA,NA,NA
"4702",23.0183,NA,NA,NA,NA,NA
"4703",13.5,NA,NA,NA,NA,NA
"4704",37.2,NA,NA,NA,NA,NA
"4705",130.5,NA,NA,NA,NA,NA
"4706",61.6,NA,NA,NA,NA,NA
"4707",155.5,NA,NA,NA,NA,NA
"4708",37,NA,NA,NA,NA,NA
"4709",10.2,NA,NA,NA,NA,NA
"4710",83.4883,NA,NA,NA,NA,NA
"4711",27.13,NA,NA,NA,NA,NA
"4712",72,NA,NA,NA,NA,NA
"4713",17.5,NA,NA,NA,NA,NA
"4714",66,NA,NA,NA,NA,NA
"4715",5.207,NA,NA,NA,NA,NA
"4716",100.5,NA,NA,NA,NA,NA
"4717",23.067,NA,NA,NA,NA,NA
"4718",35.3,NA,NA,NA,NA,NA
"4719",139.8,NA,NA,NA,NA,NA
"4720",47.819,NA,NA,NA,NA,NA
"4721",15.9583,NA,NA,NA,NA,NA
"4722",14.164,NA,NA,NA,NA,NA
"4723",65.9883,NA,NA,NA,NA,NA
"4724",134.2,NA,NA,NA,NA,NA
"4725",4.80000000000001,NA,NA,NA,NA,NA
"4726",28.1,NA,NA,NA,NA,NA
"4727",10.4,NA,NA,NA,NA,NA
"4728",28.96,NA,NA,NA,NA,NA
"4729",12.2,NA,NA,NA,NA,NA
"4730",32.1,NA,NA,NA,NA,NA
"4731",10.4,NA,NA,NA,NA,NA
"4732",109.6,NA,NA,NA,NA,NA
"4733",23.0183,NA,NA,NA,NA,NA
"4734",10.4,NA,NA,NA,NA,NA
"4735",102.2,NA,NA,NA,NA,NA
"4736",4.89999999999998,NA,NA,NA,NA,NA
"4737",33.119,NA,NA,NA,NA,NA
"4738",10.5,NA,NA,NA,NA,NA
"4739",35.7,NA,NA,NA,NA,NA
"4740",37.667,NA,NA,NA,NA,NA
"4741",41.2883,NA,NA,NA,NA,NA
"4742",38.712,NA,NA,NA,NA,NA
"4743",112.0183,NA,NA,NA,NA,NA
"4744",23.0183,NA,NA,NA,NA,NA
"4745",10,NA,NA,NA,NA,NA
"4746",33.5,NA,NA,NA,NA,NA
"4747",32.97,NA,NA,NA,NA,NA
"4748",22.86,NA,NA,NA,NA,NA
"4749",23.2,NA,NA,NA,NA,NA
"4750",38.5,NA,NA,NA,NA,NA
"4751",10.6,NA,NA,NA,NA,NA
"4752",34.5,NA,NA,NA,NA,NA
"4753",34.5,NA,NA,NA,NA,NA
"4754",61.63,NA,NA,NA,NA,NA
"4755",55.9883,NA,NA,NA,NA,NA
"4756",40.65,NA,NA,NA,NA,NA
"4757",79.2,NA,NA,NA,NA,NA
"4758",210.4,NA,NA,NA,NA,NA
"4759",83.2,NA,NA,NA,NA,NA
"4760",40.7,NA,NA,NA,NA,NA
"4761",33.8883,NA,NA,NA,NA,NA
"4762",69.512,NA,NA,NA,NA,NA
"4763",72.0883,NA,NA,NA,NA,NA
"4764",181.2,NA,NA,NA,NA,NA
"4765",3.5883,NA,NA,NA,NA,NA
"4766",11.422,NA,NA,NA,NA,NA
"4767",28.4,NA,NA,NA,NA,NA
"4768",31.83,NA,NA,NA,NA,NA
"4769",100.4883,NA,NA,NA,NA,NA
"4770",28.4,NA,NA,NA,NA,NA
"4771",87.992,NA,NA,NA,NA,NA
"4772",9.8,NA,NA,NA,NA,NA
"4773",39.3,NA,NA,NA,NA,NA
"4774",56,NA,NA,NA,NA,NA
"4775",55.67,NA,NA,NA,NA,NA
"4776",152.5,NA,NA,NA,NA,NA
"4777",31.867,NA,NA,NA,NA,NA
"4778",164.2,NA,NA,NA,NA,NA
"4779",45.212,NA,NA,NA,NA,NA
"4780",19.5,NA,NA,NA,NA,NA
"4781",34.612,NA,NA,NA,NA,NA
"4782",17.6,NA,NA,NA,NA,NA
"4783",20.3,NA,NA,NA,NA,NA
"4784",8.19999999999999,NA,NA,NA,NA,NA
"4785",27.9,NA,NA,NA,NA,NA
"4786",144.9883,NA,NA,NA,NA,NA
"4787",4.39999999999998,NA,NA,NA,NA,NA
"4788",35.7,NA,NA,NA,NA,NA
"4789",9.02,NA,NA,NA,NA,NA
"4790",10,NA,NA,NA,NA,NA
"4791",20.44,NA,NA,NA,NA,NA
"4792",20.442,NA,NA,NA,NA,NA
"4793",20.3,NA,NA,NA,NA,NA
"4794",22.249,NA,NA,NA,NA,NA
"4795",10.7,NA,NA,NA,NA,NA
"4796",24.9,NA,NA,NA,NA,NA
"4797",10,NA,NA,NA,NA,NA
"4798",25.812,NA,NA,NA,NA,NA
"4799",55.9883,NA,NA,NA,NA,NA
"4800",112.9883,NA,NA,NA,NA,NA
"4801",19.8,NA,NA,NA,NA,NA
"4802",225.5,NA,NA,NA,NA,NA
"4803",407.6,NA,NA,NA,NA,NA
"4804",162,NA,NA,NA,NA,NA
"4805",20.44,NA,NA,NA,NA,NA
"4806",4.89999999999998,NA,NA,NA,NA,NA
"4807",32.1,NA,NA,NA,NA,NA
"4808",74.2,NA,NA,NA,NA,NA
"4809",14.9,NA,NA,NA,NA,NA
"4810",35.7,NA,NA,NA,NA,NA
"4811",59.2,NA,NA,NA,NA,NA
"4812",13,NA,NA,NA,NA,NA
"4813",5.7,NA,NA,NA,NA,NA
"4814",23.03,NA,NA,NA,NA,NA
"4815",170.3,NA,NA,NA,NA,NA
"4816",59,NA,NA,NA,NA,NA
"4817",85.8,NA,NA,NA,NA,NA
"4818",20.5,NA,NA,NA,NA,NA
"4819",33.8883,NA,NA,NA,NA,NA
"4820",225,NA,NA,NA,NA,NA
"4821",213.3,NA,NA,NA,NA,NA
"4822",71.03,NA,NA,NA,NA,NA
"4823",101.7,NA,NA,NA,NA,NA
"4824",78.84,NA,NA,NA,NA,NA
"4825",251.7,NA,NA,NA,NA,NA
"4826",45.9,NA,NA,NA,NA,NA
"4827",35.7,NA,NA,NA,NA,NA
"4828",45.9,NA,NA,NA,NA,NA
"4829",34.1,NA,NA,NA,NA,NA
"4830",89.7883,NA,NA,NA,NA,NA
"4831",59.2,NA,NA,NA,NA,NA
"4832",45.9,NA,NA,NA,NA,NA
"4833",50.87,NA,NA,NA,NA,NA
"4834",61.6,NA,NA,NA,NA,NA
"4835",114.2,NA,NA,NA,NA,NA
"4836",15.9583,NA,NA,NA,NA,NA
"4837",17.852,NA,NA,NA,NA,NA
"4838",123.6,NA,NA,NA,NA,NA
"4839",56.3,NA,NA,NA,NA,NA
"4840",48.6,NA,NA,NA,NA,NA
"4841",427.4,NA,NA,NA,NA,NA
"4842",16,NA,NA,NA,NA,NA
"4843",32.45,NA,NA,NA,NA,NA
"4844",8.724,NA,NA,NA,NA,NA
"4845",36.9,NA,NA,NA,NA,NA
"4846",182.219,NA,NA,NA,NA,NA
"4847",135.3,NA,NA,NA,NA,NA
"4848",17.5,NA,NA,NA,NA,NA
"4849",57.5,NA,NA,NA,NA,NA
"4850",3.5883,NA,NA,NA,NA,NA
"4851",69.512,NA,NA,NA,NA,NA
"4852",83.4,NA,NA,NA,NA,NA
"4853",75.7,NA,NA,NA,NA,NA
"4854",75.7,NA,NA,NA,NA,NA
"4855",10.7,NA,NA,NA,NA,NA
"4856",124.9883,NA,NA,NA,NA,NA
"4857",123.2,NA,NA,NA,NA,NA
"4858",15.5,NA,NA,NA,NA,NA
"4859",36,NA,NA,NA,NA,NA
"4860",112.0183,NA,NA,NA,NA,NA
"4861",68.4,NA,NA,NA,NA,NA
"4862",46.4,NA,NA,NA,NA,NA
"4863",28.567,NA,NA,NA,NA,NA
"4864",21.7,NA,NA,NA,NA,NA
"4865",40.7,NA,NA,NA,NA,NA
"4866",37.4,NA,NA,NA,NA,NA
"4867",23.0183,NA,NA,NA,NA,NA
"4868",33.6,NA,NA,NA,NA,NA
"4869",67.5,NA,NA,NA,NA,NA
"4870",12.37,NA,NA,NA,NA,NA
"4871",41.33,NA,NA,NA,NA,NA
"4872",37.3,NA,NA,NA,NA,NA
"4873",3.3,NA,NA,NA,NA,NA
"4874",181.2,NA,NA,NA,NA,NA
"4875",112.9883,NA,NA,NA,NA,NA
"4876",166.4,NA,NA,NA,NA,NA
"4877",23.7,NA,NA,NA,NA,NA
"4878",76.8,NA,NA,NA,NA,NA
"4879",44.5,NA,NA,NA,NA,NA
"4880",27.5,NA,NA,NA,NA,NA
"4881",28.4,NA,NA,NA,NA,NA
"4882",56,NA,NA,NA,NA,NA
"4883",17.5,NA,NA,NA,NA,NA
"4884",25.812,NA,NA,NA,NA,NA
"4885",24.3,NA,NA,NA,NA,NA
"4886",36.992,NA,NA,NA,NA,NA
"4887",33.6,NA,NA,NA,NA,NA
"4888",50.03,NA,NA,NA,NA,NA
"4889",25.4,NA,NA,NA,NA,NA
"4890",251.389,NA,NA,NA,NA,NA
"4891",460.9,NA,NA,NA,NA,NA
"4892",438.5,NA,NA,NA,NA,NA
"4893",71.03,NA,NA,NA,NA,NA
"4894",15,NA,NA,NA,NA,NA
"4895",93.8,NA,NA,NA,NA,NA
"4896",45.2,NA,NA,NA,NA,NA
"4897",298.7,NA,NA,NA,NA,NA
"4898",241.867,NA,NA,NA,NA,NA
"4899",341.6,NA,NA,NA,NA,NA
"4900",9.8,NA,NA,NA,NA,NA
"4901",23.03,NA,NA,NA,NA,NA
"4902",65.9883,NA,NA,NA,NA,NA
"4903",10.6,NA,NA,NA,NA,NA
"4904",17.5,NA,NA,NA,NA,NA
"4905",46.73,NA,NA,NA,NA,NA
"4906",4.362,NA,NA,NA,NA,NA
"4907",73.1,NA,NA,NA,NA,NA
"4908",26.7,NA,NA,NA,NA,NA
"4909",38.2,NA,NA,NA,NA,NA
"4910",21,NA,NA,NA,NA,NA
"4911",34.5,NA,NA,NA,NA,NA
"4912",193.4,NA,NA,NA,NA,NA
"4913",45.7,NA,NA,NA,NA,NA
"4914",8.30000000000001,NA,NA,NA,NA,NA
"4915",17.852,NA,NA,NA,NA,NA
"4916",72.23,NA,NA,NA,NA,NA
"4917",17.17,NA,NA,NA,NA,NA
"4918",27.9,NA,NA,NA,NA,NA
"4919",52.6,NA,NA,NA,NA,NA
"4920",104.73,NA,NA,NA,NA,NA
"4921",97.7,NA,NA,NA,NA,NA
"4922",7,NA,NA,NA,NA,NA
"4923",34.3,NA,NA,NA,NA,NA
"4924",55.9883,NA,NA,NA,NA,NA
"4925",9.30000000000001,NA,NA,NA,NA,NA
"4926",16,NA,NA,NA,NA,NA
"4927",47,NA,NA,NA,NA,NA
"4928",17.6,NA,NA,NA,NA,NA
"4929",103,NA,NA,NA,NA,NA
"4930",251.2,NA,NA,NA,NA,NA
"4931",11.232,NA,NA,NA,NA,NA
"4932",92,NA,NA,NA,NA,NA
"4933",39.25,NA,NA,NA,NA,NA
"4934",170.3,NA,NA,NA,NA,NA
"4935",50.667,NA,NA,NA,NA,NA
"4936",185.6,NA,NA,NA,NA,NA
"4937",18,NA,NA,NA,NA,NA
"4938",19.2,NA,NA,NA,NA,NA
"4939",50.667,NA,NA,NA,NA,NA
"4940",124.8,NA,NA,NA,NA,NA
"4941",102.2,NA,NA,NA,NA,NA
"4942",10.637,NA,NA,NA,NA,NA
"4943",13.94,NA,NA,NA,NA,NA
"4944",39.3,NA,NA,NA,NA,NA
"4945",46.73,NA,NA,NA,NA,NA
"4946",62.9,NA,NA,NA,NA,NA
"4947",82.3,NA,NA,NA,NA,NA
"4948",163.4,NA,NA,NA,NA,NA
"4949",33.1,NA,NA,NA,NA,NA
"4950",59,NA,NA,NA,NA,NA
"4951",25.13,NA,NA,NA,NA,NA
"4952",226.4,NA,NA,NA,NA,NA
"4953",8.19999999999999,NA,NA,NA,NA,NA
"4954",35.7,NA,NA,NA,NA,NA
"4955",34.9,NA,NA,NA,NA,NA
"4956",85.7,NA,NA,NA,NA,NA
"4957",147.7,NA,NA,NA,NA,NA
"4958",41.2883,NA,NA,NA,NA,NA
"4959",47.8,NA,NA,NA,NA,NA
"4960",79.6,NA,NA,NA,NA,NA
"4961",247.2,NA,NA,NA,NA,NA
"4962",16.4,NA,NA,NA,NA,NA
"4963",113,NA,NA,NA,NA,NA
"4964",5.333,NA,NA,NA,NA,NA
"4965",28.567,NA,NA,NA,NA,NA
"4966",41.2883,NA,NA,NA,NA,NA
"4967",17.6,NA,NA,NA,NA,NA
"4968",17.5,NA,NA,NA,NA,NA
"4969",55.2,NA,NA,NA,NA,NA
"4970",86.7,NA,NA,NA,NA,NA
"4971",12.93,NA,NA,NA,NA,NA
"4972",39.3,NA,NA,NA,NA,NA
"4973",17.8,NA,NA,NA,NA,NA
"4974",49.2,NA,NA,NA,NA,NA
"4975",412.6,NA,NA,NA,NA,NA
"4976",29.1,NA,NA,NA,NA,NA
"4977",10.87,NA,NA,NA,NA,NA
"4978",11.4,NA,NA,NA,NA,NA
"4979",15.97,NA,NA,NA,NA,NA
"4980",22,NA,NA,NA,NA,NA
"4981",93.9,NA,NA,NA,NA,NA
"4982",20.44,NA,NA,NA,NA,NA
"4983",17.5,NA,NA,NA,NA,NA
"4984",25.33,NA,NA,NA,NA,NA
"4985",59,NA,NA,NA,NA,NA
"4986",68.5,NA,NA,NA,NA,NA
"4987",241.9883,NA,NA,NA,NA,NA
"4988",66,NA,NA,NA,NA,NA
"4989",99.6,NA,NA,NA,NA,NA
"4990",17.93,NA,NA,NA,NA,NA
"4991",28.0883,NA,NA,NA,NA,NA
"4992",30.9,NA,NA,NA,NA,NA
"4993",10.43,NA,NA,NA,NA,NA
"4994",27.48,NA,NA,NA,NA,NA
"4995",345,NA,NA,NA,NA,NA
"4996",124.067,NA,NA,NA,NA,NA
"4997",93.8883,NA,NA,NA,NA,NA
"4998",32.1,NA,NA,NA,NA,NA
"4999",13.4,NA,NA,NA,NA,NA
"5000",56,NA,NA,NA,NA,NA
"5001",11.608,NA,NA,NA,NA,NA
"5002",23.03,NA,NA,NA,NA,NA
"5003",10.4,NA,NA,NA,NA,NA
"5004",35.7,NA,NA,NA,NA,NA
"5005",2,NA,NA,NA,NA,NA
"5006",9.30000000000001,NA,NA,NA,NA,NA
"5007",47.8,NA,NA,NA,NA,NA
"5008",125,NA,NA,NA,NA,NA
"5009",66.46,NA,NA,NA,NA,NA
"5010",37.93,NA,NA,NA,NA,NA
"5011",169.3,NA,NA,NA,NA,NA
"5012",247.1883,NA,NA,NA,NA,NA
"5013",117.5,NA,NA,NA,NA,NA
"5014",31.5,NA,NA,NA,NA,NA
"5015",18.8,NA,NA,NA,NA,NA
"5016",39.4,NA,NA,NA,NA,NA
"5017",27.9,NA,NA,NA,NA,NA
"5018",113,NA,NA,NA,NA,NA
"5019",83.5883,NA,NA,NA,NA,NA
"5020",47,NA,NA,NA,NA,NA
"5021",11.2,NA,NA,NA,NA,NA
"5022",63.4,NA,NA,NA,NA,NA
"5023",21.1,NA,NA,NA,NA,NA
"5024",167.03,NA,NA,NA,NA,NA
"5025",5.19999999999999,NA,NA,NA,NA,NA
"5026",72.0883,NA,NA,NA,NA,NA
"5027",17.2,NA,NA,NA,NA,NA
"5028",205.912,NA,NA,NA,NA,NA
"5029",125.4383,NA,NA,NA,NA,NA
"5030",44.7,NA,NA,NA,NA,NA
"5031",25.7,NA,NA,NA,NA,NA
"5032",14,NA,NA,NA,NA,NA
"5033",28.0883,NA,NA,NA,NA,NA
"5034",15.9583,NA,NA,NA,NA,NA
"5035",237,NA,NA,NA,NA,NA
"5036",345.2883,NA,NA,NA,NA,NA
"5037",17.6,NA,NA,NA,NA,NA
"5038",28.4,NA,NA,NA,NA,NA
"5039",99.6,NA,NA,NA,NA,NA
"5040",37.1883,NA,NA,NA,NA,NA
"5041",28.4,NA,NA,NA,NA,NA
"5042",23.03,NA,NA,NA,NA,NA
"5043",27.319,NA,NA,NA,NA,NA
"5044",189.7,NA,NA,NA,NA,NA
"5045",63.16,NA,NA,NA,NA,NA
"5046",66,NA,NA,NA,NA,NA
"5047",33.6,NA,NA,NA,NA,NA
"5048",192.57,NA,NA,NA,NA,NA
"5049",27.5,NA,NA,NA,NA,NA
"5050",99.7,NA,NA,NA,NA,NA
"5051",23.0183,NA,NA,NA,NA,NA
"5052",33.8883,NA,NA,NA,NA,NA
"5053",97.5,NA,NA,NA,NA,NA
"5054",5.3213,NA,NA,NA,NA,NA
"5055",25.812,NA,NA,NA,NA,NA
"5056",19.3,NA,NA,NA,NA,NA
"5057",16.2,NA,NA,NA,NA,NA
"5058",33.6,NA,NA,NA,NA,NA
"5059",11.4,NA,NA,NA,NA,NA
"5060",27.13,NA,NA,NA,NA,NA
"5061",56.46,NA,NA,NA,NA,NA
"5062",34.5,NA,NA,NA,NA,NA
"5063",17.6,NA,NA,NA,NA,NA
"5064",65.9883,NA,NA,NA,NA,NA
"5065",186.17,NA,NA,NA,NA,NA
"5066",36.61,NA,NA,NA,NA,NA
"5067",5.37,NA,NA,NA,NA,NA
"5068",30.9,NA,NA,NA,NA,NA
"5069",51.66,NA,NA,NA,NA,NA
"5070",79,NA,NA,NA,NA,NA
"5071",247.2,NA,NA,NA,NA,NA
"5072",33.8883,NA,NA,NA,NA,NA
"5073",338.46,NA,NA,NA,NA,NA
"5074",7,NA,NA,NA,NA,NA
"5075",31.95,NA,NA,NA,NA,NA
"5076",65.9883,NA,NA,NA,NA,NA
"5077",12.9,NA,NA,NA,NA,NA
"5078",17.93,NA,NA,NA,NA,NA
"5079",98.819,NA,NA,NA,NA,NA
"5080",53.412,NA,NA,NA,NA,NA
"5081",129.4,NA,NA,NA,NA,NA
"5082",265.8,NA,NA,NA,NA,NA
"5083",63.4,NA,NA,NA,NA,NA
"5084",25.2,NA,NA,NA,NA,NA
"5085",17.6,NA,NA,NA,NA,NA
"5086",4.552,NA,NA,NA,NA,NA
"5087",20.3,NA,NA,NA,NA,NA
"5088",12.97,NA,NA,NA,NA,NA
"5089",45.5,NA,NA,NA,NA,NA
"5090",85.87,NA,NA,NA,NA,NA
"5091",67,NA,NA,NA,NA,NA
"5092",41.5,NA,NA,NA,NA,NA
"5093",137.7,NA,NA,NA,NA,NA
"5094",10.5,NA,NA,NA,NA,NA
"5095",23.8,NA,NA,NA,NA,NA
"5096",12.2,NA,NA,NA,NA,NA
"5097",57.3,NA,NA,NA,NA,NA
"5098",16.6,NA,NA,NA,NA,NA
"5099",59,NA,NA,NA,NA,NA
"5100",49.4,NA,NA,NA,NA,NA
"5101",25.85,NA,NA,NA,NA,NA
"5102",95.2,NA,NA,NA,NA,NA
"5103",4.89999999999998,NA,NA,NA,NA,NA
"5104",27.13,NA,NA,NA,NA,NA
"5105",21.1,NA,NA,NA,NA,NA
"5106",42.467,NA,NA,NA,NA,NA
"5107",39.7,NA,NA,NA,NA,NA
"5108",11.4,NA,NA,NA,NA,NA
"5109",32.1,NA,NA,NA,NA,NA
"5110",36.61,NA,NA,NA,NA,NA
"5111",92.2,NA,NA,NA,NA,NA
"5112",46.6,NA,NA,NA,NA,NA
"5113",204.9,NA,NA,NA,NA,NA
"5114",31.312,NA,NA,NA,NA,NA
"5115",10.637,NA,NA,NA,NA,NA
"5116",31.8,NA,NA,NA,NA,NA
"5117",11.7,NA,NA,NA,NA,NA
"5118",236.9883,NA,NA,NA,NA,NA
"5119",32,NA,NA,NA,NA,NA
"5120",59,NA,NA,NA,NA,NA
"5121",22.1,NA,NA,NA,NA,NA
"5122",26.44,NA,NA,NA,NA,NA
"5123",10.2,NA,NA,NA,NA,NA
"5124",56.3,NA,NA,NA,NA,NA
"5125",41.3,NA,NA,NA,NA,NA
"5126",56,NA,NA,NA,NA,NA
"5127",9.02,NA,NA,NA,NA,NA
"5128",40.519,NA,NA,NA,NA,NA
"5129",63.3,NA,NA,NA,NA,NA
"5130",19.5,NA,NA,NA,NA,NA
"5131",16.7,NA,NA,NA,NA,NA
"5132",82.7,NA,NA,NA,NA,NA
"5133",18.3,NA,NA,NA,NA,NA
"5134",25.13,NA,NA,NA,NA,NA
"5135",59,NA,NA,NA,NA,NA
"5136",23.03,NA,NA,NA,NA,NA
"5137",50.87,NA,NA,NA,NA,NA
"5138",27.5,NA,NA,NA,NA,NA
"5139",22.6,NA,NA,NA,NA,NA
"5140",72.1,NA,NA,NA,NA,NA
"5141",64,NA,NA,NA,NA,NA
"5142",192.1,NA,NA,NA,NA,NA
"5143",183,NA,NA,NA,NA,NA
"5144",185.2,NA,NA,NA,NA,NA
"5145",26.7,NA,NA,NA,NA,NA
"5146",38.7,NA,NA,NA,NA,NA
"5147",29.7,NA,NA,NA,NA,NA
"5148",57.7,NA,NA,NA,NA,NA
"5149",32.1,NA,NA,NA,NA,NA
"5150",27.9,NA,NA,NA,NA,NA
"5151",47.9,NA,NA,NA,NA,NA
"5152",23.8,NA,NA,NA,NA,NA
"5153",34.612,NA,NA,NA,NA,NA
"5154",59,NA,NA,NA,NA,NA
"5155",19.8,NA,NA,NA,NA,NA
"5156",28.96,NA,NA,NA,NA,NA
"5157",45.6,NA,NA,NA,NA,NA
"5158",10,NA,NA,NA,NA,NA
"5159",47,NA,NA,NA,NA,NA
"5160",51.5,NA,NA,NA,NA,NA
"5161",419.2,NA,NA,NA,NA,NA
"5162",78.2,NA,NA,NA,NA,NA
"5163",124.1,NA,NA,NA,NA,NA
"5164",117.6,NA,NA,NA,NA,NA
"5165",38,NA,NA,NA,NA,NA
"5166",50.8,NA,NA,NA,NA,NA
"5167",23.0183,NA,NA,NA,NA,NA
"5168",12,NA,NA,NA,NA,NA
"5169",66.767,NA,NA,NA,NA,NA
"5170",51.5,NA,NA,NA,NA,NA
"5171",99.9,NA,NA,NA,NA,NA
"5172",67,NA,NA,NA,NA,NA
"5173",11.4,NA,NA,NA,NA,NA
"5174",86.1,NA,NA,NA,NA,NA
"5175",23.9,NA,NA,NA,NA,NA
"5176",56.8,NA,NA,NA,NA,NA
"5177",137.9,NA,NA,NA,NA,NA
"5178",55.7,NA,NA,NA,NA,NA
"5179",135,NA,NA,NA,NA,NA
"5180",83.474,NA,NA,NA,NA,NA
"5181",139.019,NA,NA,NA,NA,NA
"5182",28.0883,NA,NA,NA,NA,NA
"5183",33.7,NA,NA,NA,NA,NA
"5184",94.53,NA,NA,NA,NA,NA
"5185",5.3213,NA,NA,NA,NA,NA
"5186",31,NA,NA,NA,NA,NA
"5187",40.2,NA,NA,NA,NA,NA
"5188",21.5,NA,NA,NA,NA,NA
"5189",72.0883,NA,NA,NA,NA,NA
"5190",35.7,NA,NA,NA,NA,NA
"5191",91.2,NA,NA,NA,NA,NA
"5192",20.3,NA,NA,NA,NA,NA
"5193",59,NA,NA,NA,NA,NA
"5194",13.82,NA,NA,NA,NA,NA
"5195",17.6,NA,NA,NA,NA,NA
"5196",62.9,NA,NA,NA,NA,NA
"5197",26.6,NA,NA,NA,NA,NA
"5198",72.1,NA,NA,NA,NA,NA
"5199",32.1,NA,NA,NA,NA,NA
"5200",27.5,NA,NA,NA,NA,NA
"5201",15.97,NA,NA,NA,NA,NA
"5202",89.7,NA,NA,NA,NA,NA
"5203",20.08,NA,NA,NA,NA,NA
"5204",3.3,NA,NA,NA,NA,NA
"5205",29.1,NA,NA,NA,NA,NA
"5206",18.53,NA,NA,NA,NA,NA
"5207",91.3,NA,NA,NA,NA,NA
"5208",25.4,NA,NA,NA,NA,NA
"5209",37.7,NA,NA,NA,NA,NA
"5210",28.4,NA,NA,NA,NA,NA
"5211",9.8,NA,NA,NA,NA,NA
"5212",29.8,NA,NA,NA,NA,NA
"5213",35.7,NA,NA,NA,NA,NA
"5214",26.7,NA,NA,NA,NA,NA
"5215",34.3,NA,NA,NA,NA,NA
"5216",5.19999999999999,NA,NA,NA,NA,NA
"5217",56.6,NA,NA,NA,NA,NA
"5218",41.7,NA,NA,NA,NA,NA
"5219",35.93,NA,NA,NA,NA,NA
"5220",38.712,NA,NA,NA,NA,NA
"5221",38,NA,NA,NA,NA,NA
"5222",40.1,NA,NA,NA,NA,NA
"5223",17.6,NA,NA,NA,NA,NA
"5224",21.1,NA,NA,NA,NA,NA
"5225",27.9,NA,NA,NA,NA,NA
"5226",20.4283,NA,NA,NA,NA,NA
"5227",11.232,NA,NA,NA,NA,NA
"5228",62.2,NA,NA,NA,NA,NA
"5229",303.4,NA,NA,NA,NA,NA
"5230",15.97,NA,NA,NA,NA,NA
"5231",15.7,NA,NA,NA,NA,NA
"5232",12.4,NA,NA,NA,NA,NA
"5233",37.7,NA,NA,NA,NA,NA
"5234",38.712,NA,NA,NA,NA,NA
"5235",235.4,NA,NA,NA,NA,NA
"5236",17.4,NA,NA,NA,NA,NA
"5237",47,NA,NA,NA,NA,NA
"5238",8.8,NA,NA,NA,NA,NA
"5239",43.23,NA,NA,NA,NA,NA
"5240",33.9,NA,NA,NA,NA,NA
"5241",52.18,NA,NA,NA,NA,NA
"5242",17.852,NA,NA,NA,NA,NA
"5243",57.6,NA,NA,NA,NA,NA
"5244",47.46,NA,NA,NA,NA,NA
"5245",80.912,NA,NA,NA,NA,NA
"5246",48.6,NA,NA,NA,NA,NA
"5247",37.93,NA,NA,NA,NA,NA
"5248",18.9,NA,NA,NA,NA,NA
"5249",69.17,NA,NA,NA,NA,NA
"5250",22.1,NA,NA,NA,NA,NA
"5251",10.7,NA,NA,NA,NA,NA
"5252",217.9,NA,NA,NA,NA,NA
"5253",55.9883,NA,NA,NA,NA,NA
"5254",5.3213,NA,NA,NA,NA,NA
"5255",32,NA,NA,NA,NA,NA
"5256",11.5963,NA,NA,NA,NA,NA
"5257",11.5963,NA,NA,NA,NA,NA
"5258",20.17,NA,NA,NA,NA,NA
"5259",23.067,NA,NA,NA,NA,NA
"5260",27.319,NA,NA,NA,NA,NA
"5261",38.9,NA,NA,NA,NA,NA
"5262",91.13,NA,NA,NA,NA,NA
"5263",22.86,NA,NA,NA,NA,NA
"5264",28.3883,NA,NA,NA,NA,NA
"5265",66,NA,NA,NA,NA,NA
