"","gen_dur","subf_dur","fam_dur","supfam_dur","ord_dur","cla_dur"
"2261",1,NA,15.95,NA,NA,NA
"2262",31.5,NA,19.15,NA,NA,NA
"2263",9.21,NA,5,NA,NA,NA
"2264",38.692,NA,11.9,NA,NA,NA
"2265",6.62,NA,21.6045,NA,NA,NA
"2266",50.2883,NA,11.0235,NA,NA,NA
"2267",4.1,NA,12.25,NA,NA,NA
"2268",38,NA,0,NA,NA,NA
"2269",4.1,NA,27.0395,NA,NA,NA
"2270",24.9,NA,45.005,NA,NA,NA
"2271",43.23,NA,5.705,NA,NA,NA
"2272",26.392,NA,9.8345,NA,NA,NA
"2273",10.2,NA,4.516,NA,NA,NA
"2274",18.6,NA,9.8345,NA,NA,NA
"2275",12.6,NA,11.0235,NA,NA,NA
"2276",32.5,NA,27.4735,NA,NA,NA
"2277",55.7,NA,27.0395,NA,NA,NA
"2278",29.1,NA,27.0395,NA,NA,NA
"2279",34.9,NA,11.0235,NA,NA,NA
"2280",56.7,NA,0,NA,NA,NA
"2281",24.18,NA,40.5895,NA,NA,NA
"2282",17.3,NA,6.9,NA,NA,NA
"2283",71.05,NA,11.9,NA,NA,NA
"2284",4.1,NA,7.35,NA,NA,NA
"2285",8.79999999999998,NA,5,NA,NA,NA
"2286",36.5,NA,0,NA,NA,NA
"2287",11.4,NA,15.5395,NA,NA,NA
"2288",8.25,NA,17.0885,NA,NA,NA
"2289",8.10000000000002,NA,7.35,NA,NA,NA
"2290",12.55,NA,38.105,NA,NA,NA
"2291",9.21,NA,0,NA,NA,NA
"2292",55.9883,NA,15.5395,NA,NA,NA
"2293",37.2,NA,4.516,NA,NA,NA
"2294",53.1,NA,6.9,NA,NA,NA
"2295",114.54,NA,19.25,NA,NA,NA
"2296",4.1,NA,0,NA,NA,NA
"2297",19.2,NA,0,NA,NA,NA
"2298",52.6,NA,6.065,NA,NA,NA
"2299",7.72999999999999,NA,0,NA,NA,NA
"2300",9.21,NA,0,NA,NA,NA
"2301",10.43,NA,0,NA,NA,NA
"2302",4.1,NA,0,NA,NA,NA
"2303",12.55,NA,0,NA,NA,NA
"2304",7.72999999999999,NA,0,NA,NA,NA
"2305",4.1,NA,NA,NA,NA,NA
"2306",15.9,NA,NA,NA,NA,NA
"2307",24.8,NA,NA,NA,NA,NA
"2308",2,NA,NA,NA,NA,NA
"2309",25.812,NA,NA,NA,NA,NA
"2310",25.58,NA,NA,NA,NA,NA
"2311",38,NA,NA,NA,NA,NA
"2312",39,NA,NA,NA,NA,NA
"2313",10,NA,NA,NA,NA,NA
"2314",24.18,NA,NA,NA,NA,NA
"2315",9.21,NA,NA,NA,NA,NA
"2316",115.97,NA,NA,NA,NA,NA
"2317",44.73,NA,NA,NA,NA,NA
"2318",56.3,NA,NA,NA,NA,NA
"2319",19.1,NA,NA,NA,NA,NA
"2320",4.09999999999999,NA,NA,NA,NA,NA
"2321",9.21,NA,NA,NA,NA,NA
"2322",2,NA,NA,NA,NA,NA
"2323",22.03,NA,NA,NA,NA,NA
"2324",23.38,NA,NA,NA,NA,NA
"2325",40.2,NA,NA,NA,NA,NA
"2326",41.7,NA,NA,NA,NA,NA
"2327",6.62,NA,NA,NA,NA,NA
"2328",9,NA,NA,NA,NA,NA
"2329",51.9,NA,NA,NA,NA,NA
"2330",65.7,NA,NA,NA,NA,NA
"2331",36.992,NA,NA,NA,NA,NA
"2332",4.1,NA,NA,NA,NA,NA
"2333",21.9,NA,NA,NA,NA,NA
"2334",8.79999999999998,NA,NA,NA,NA,NA
"2335",9.8,NA,NA,NA,NA,NA
"2336",161.1,NA,NA,NA,NA,NA
"2337",24.18,NA,NA,NA,NA,NA
"2338",35.412,NA,NA,NA,NA,NA
"2339",2.3,NA,NA,NA,NA,NA
"2340",99.6,NA,NA,NA,NA,NA
"2341",26.6,NA,NA,NA,NA,NA
"2342",22.3,NA,NA,NA,NA,NA
"2343",40.2,NA,NA,NA,NA,NA
"2344",8.79999999999998,NA,NA,NA,NA,NA
"2345",8.79999999999998,NA,NA,NA,NA,NA
"2346",20.2,NA,NA,NA,NA,NA
"2347",29.1,NA,NA,NA,NA,NA
"2348",17.7,NA,NA,NA,NA,NA
"2349",55.3,NA,NA,NA,NA,NA
"2350",78.84,NA,NA,NA,NA,NA
"2351",47.7883,NA,NA,NA,NA,NA
"2352",35.394,NA,NA,NA,NA,NA
"2353",312.767,NA,NA,NA,NA,NA
"2354",312.767,NA,NA,NA,NA,NA
"2355",312.767,NA,NA,NA,NA,NA
"2356",312.767,NA,NA,NA,NA,NA
"2357",20.4,NA,NA,NA,NA,NA
"2358",35.7,NA,NA,NA,NA,NA
"2359",5.72999999999999,NA,NA,NA,NA,NA
"2360",6.62,NA,NA,NA,NA,NA
"2361",11.5963,NA,NA,NA,NA,NA
"2362",5.37,NA,NA,NA,NA,NA
"2363",10.43,NA,NA,NA,NA,NA
"2364",4.1,NA,NA,NA,NA,NA
"2365",4.1,NA,NA,NA,NA,NA
"2366",6.62,NA,NA,NA,NA,NA
"2367",11.5963,NA,NA,NA,NA,NA
"2368",24.37,NA,NA,NA,NA,NA
"2369",152.2,NA,NA,NA,NA,NA
"2370",123.644,NA,NA,NA,NA,NA
"2371",19.4,NA,NA,NA,NA,NA
"2372",17.7,NA,NA,NA,NA,NA
"2373",10.2,NA,NA,NA,NA,NA
"2374",10.5,NA,NA,NA,NA,NA
"2375",10,NA,NA,NA,NA,NA
"2376",28.96,NA,NA,NA,NA,NA
"2377",8.59999999999997,NA,NA,NA,NA,NA
"2378",4.1,NA,NA,NA,NA,NA
"2379",24.18,NA,NA,NA,NA,NA
"2380",26.392,NA,NA,NA,NA,NA
"2381",21.1,NA,NA,NA,NA,NA
"2382",4.5,NA,NA,NA,NA,NA
"2383",26.6,NA,NA,NA,NA,NA
"2384",4.1,NA,NA,NA,NA,NA
"2385",36.98,NA,NA,NA,NA,NA
"2386",6.62,NA,NA,NA,NA,NA
"2387",77.8,NA,NA,NA,NA,NA
"2388",65.9883,NA,NA,NA,NA,NA
"2389",10.2,NA,NA,NA,NA,NA
"2390",11.4,NA,NA,NA,NA,NA
"2391",14.17,NA,NA,NA,NA,NA
"2392",28.0883,NA,NA,NA,NA,NA
"2393",50.7,NA,NA,NA,NA,NA
"2394",20.44,NA,NA,NA,NA,NA
"2395",73.2,NA,NA,NA,NA,NA
"2396",36.17,NA,NA,NA,NA,NA
"2397",6.62,NA,NA,NA,NA,NA
"2398",4.1,NA,NA,NA,NA,NA
"2399",48.6,NA,NA,NA,NA,NA
"2400",17.5,NA,NA,NA,NA,NA
"2401",47.592,NA,NA,NA,NA,NA
"2402",29.1,NA,NA,NA,NA,NA
"2403",241.9883,NA,NA,NA,NA,NA
"2404",26.5,NA,NA,NA,NA,NA
"2405",4.1,NA,NA,NA,NA,NA
"2406",24.5,NA,NA,NA,NA,NA
"2407",16.5,NA,NA,NA,NA,NA
"2408",29.1,NA,NA,NA,NA,NA
"2409",35.9,NA,NA,NA,NA,NA
"2410",12.2,NA,NA,NA,NA,NA
"2411",36.48,NA,NA,NA,NA,NA
"2412",35.9,NA,NA,NA,NA,NA
"2413",44,NA,NA,NA,NA,NA
"2414",21.1,NA,NA,NA,NA,NA
"2415",33.8883,NA,NA,NA,NA,NA
"2416",26.392,NA,NA,NA,NA,NA
"2417",92.83,NA,NA,NA,NA,NA
"2418",35.412,NA,NA,NA,NA,NA
"2419",4.1,NA,NA,NA,NA,NA
"2420",4.1,NA,NA,NA,NA,NA
"2421",4.1,NA,NA,NA,NA,NA
"2422",4.1,NA,NA,NA,NA,NA
"2423",6.62,NA,NA,NA,NA,NA
"2424",4.1,NA,NA,NA,NA,NA
"2425",4.1,NA,NA,NA,NA,NA
"2426",91.1,NA,NA,NA,NA,NA
"2427",11.7,NA,NA,NA,NA,NA
"2428",6.09999999999999,NA,NA,NA,NA,NA
"2429",14.17,NA,NA,NA,NA,NA
"2430",43.9,NA,NA,NA,NA,NA
"2431",11.5963,NA,NA,NA,NA,NA
"2432",37.1883,NA,NA,NA,NA,NA
"2433",12.6,NA,NA,NA,NA,NA
"2434",115,NA,NA,NA,NA,NA
"2435",4.1,NA,NA,NA,NA,NA
"2436",5.37,NA,NA,NA,NA,NA
"2437",22.3,NA,NA,NA,NA,NA
"2438",6.30000000000001,NA,NA,NA,NA,NA
"2439",77.8,NA,NA,NA,NA,NA
"2440",55.9883,NA,NA,NA,NA,NA
"2441",37.874,NA,NA,NA,NA,NA
"2442",4.1,NA,NA,NA,NA,NA
"2443",26,NA,NA,NA,NA,NA
"2444",99.474,NA,NA,NA,NA,NA
"2445",5.37,NA,NA,NA,NA,NA
"2446",4.1,NA,NA,NA,NA,NA
"2447",16.492,NA,NA,NA,NA,NA
"2448",32.77,NA,NA,NA,NA,NA
"2449",193.9,NA,NA,NA,NA,NA
"2450",4.1,NA,NA,NA,NA,NA
"2451",15.95,NA,NA,NA,NA,NA
"2452",30.2,NA,NA,NA,NA,NA
"2453",11.422,NA,NA,NA,NA,NA
"2454",22.03,NA,NA,NA,NA,NA
"2455",25.5,NA,NA,NA,NA,NA
"2456",36.5,NA,NA,NA,NA,NA
"2457",4.1,NA,NA,NA,NA,NA
"2458",37.9883,NA,NA,NA,NA,NA
"2459",112.03,NA,NA,NA,NA,NA
"2460",59.074,NA,NA,NA,NA,NA
"2461",28.3883,NA,NA,NA,NA,NA
"2462",22.5,NA,NA,NA,NA,NA
"2463",29.1,NA,NA,NA,NA,NA
"2464",18.2,NA,NA,NA,NA,NA
"2465",4.1,NA,NA,NA,NA,NA
"2466",10.5,NA,NA,NA,NA,NA
"2467",6.09999999999999,NA,NA,NA,NA,NA
"2468",19.4,NA,NA,NA,NA,NA
"2469",8.79999999999998,NA,NA,NA,NA,NA
"2470",30.8,NA,NA,NA,NA,NA
"2471",107.6,NA,NA,NA,NA,NA
"2472",33.5,NA,NA,NA,NA,NA
"2473",43.1,NA,NA,NA,NA,NA
"2474",14.7,NA,NA,NA,NA,NA
"2475",129,NA,NA,NA,NA,NA
"2476",20.13,NA,NA,NA,NA,NA
"2477",10.25,NA,NA,NA,NA,NA
"2478",4.1,NA,NA,NA,NA,NA
"2479",50.5,NA,NA,NA,NA,NA
"2480",16.792,NA,NA,NA,NA,NA
"2481",28.5,NA,NA,NA,NA,NA
"2482",61.7,NA,NA,NA,NA,NA
"2483",119.7,NA,NA,NA,NA,NA
"2484",11.4,NA,NA,NA,NA,NA
"2485",65.7,NA,NA,NA,NA,NA
"2486",12.6883,NA,NA,NA,NA,NA
"2487",13.6,NA,NA,NA,NA,NA
"2488",34.9,NA,NA,NA,NA,NA
"2489",8.79999999999998,NA,NA,NA,NA,NA
"2490",8.79999999999998,NA,NA,NA,NA,NA
"2491",61.03,NA,NA,NA,NA,NA
"2492",76.3,NA,NA,NA,NA,NA
"2493",14.17,NA,NA,NA,NA,NA
"2494",53.1,NA,NA,NA,NA,NA
"2495",16.4,NA,NA,NA,NA,NA
"2496",16.3,NA,NA,NA,NA,NA
"2497",24.18,NA,NA,NA,NA,NA
"2498",125.4383,NA,NA,NA,NA,NA
"2499",4.1,NA,NA,NA,NA,NA
"2500",50.2883,NA,NA,NA,NA,NA
"2501",34.33,NA,NA,NA,NA,NA
"2502",1.092,NA,NA,NA,NA,NA
"2503",17.3,NA,NA,NA,NA,NA
"2504",9.21,NA,NA,NA,NA,NA
"2505",55.019,NA,NA,NA,NA,NA
"2506",5,NA,NA,NA,NA,NA
"2507",39.1,NA,NA,NA,NA,NA
"2508",25.8,NA,NA,NA,NA,NA
"2509",65.7,NA,NA,NA,NA,NA
"2510",37.074,NA,NA,NA,NA,NA
"2511",19.4,NA,NA,NA,NA,NA
"2512",8.10000000000002,NA,NA,NA,NA,NA
"2513",16.63,NA,NA,NA,NA,NA
"2514",60,NA,NA,NA,NA,NA
"2515",5,NA,NA,NA,NA,NA
"2516",60,NA,NA,NA,NA,NA
"2517",173.012,NA,NA,NA,NA,NA
"2518",4.1,NA,NA,NA,NA,NA
"2519",4.1,NA,NA,NA,NA,NA
"2520",15.2,NA,NA,NA,NA,NA
"2521",4.1,NA,NA,NA,NA,NA
"2522",21.1,NA,NA,NA,NA,NA
"2523",4.1,NA,NA,NA,NA,NA
"2524",4.1,NA,NA,NA,NA,NA
"2525",4.1,NA,NA,NA,NA,NA
"2526",25.3,NA,NA,NA,NA,NA
"2527",33.5,NA,NA,NA,NA,NA
"2528",23.3,NA,NA,NA,NA,NA
"2529",6.09999999999999,NA,NA,NA,NA,NA
"2530",4.5,NA,NA,NA,NA,NA
"2531",17.5,NA,NA,NA,NA,NA
"2532",4.1,NA,NA,NA,NA,NA
"2533",16.7,NA,NA,NA,NA,NA
"2534",5.72999999999999,NA,NA,NA,NA,NA
"2535",5.19999999999999,NA,NA,NA,NA,NA
"2536",6.09999999999999,NA,NA,NA,NA,NA
"2537",96.1,NA,NA,NA,NA,NA
"2538",6.09999999999999,NA,NA,NA,NA,NA
"2539",53.1,NA,NA,NA,NA,NA
"2540",4.1,NA,NA,NA,NA,NA
"2541",6.09999999999999,NA,NA,NA,NA,NA
"2542",22.1,NA,NA,NA,NA,NA
"2543",21.23,NA,NA,NA,NA,NA
"2544",5.37,NA,NA,NA,NA,NA
"2545",4.1,NA,NA,NA,NA,NA
"2546",4.1,NA,NA,NA,NA,NA
"2547",20.44,NA,NA,NA,NA,NA
"2548",6.09999999999999,NA,NA,NA,NA,NA
"2549",4.1,NA,NA,NA,NA,NA
"2550",53.73,NA,NA,NA,NA,NA
"2551",4.1,NA,NA,NA,NA,NA
"2552",4.1,NA,NA,NA,NA,NA
"2553",4.1,NA,NA,NA,NA,NA
"2554",4.1,NA,NA,NA,NA,NA
"2555",4.1,NA,NA,NA,NA,NA
"2556",20.13,NA,NA,NA,NA,NA
"2557",14.63,NA,NA,NA,NA,NA
"2558",4.1,NA,NA,NA,NA,NA
"2559",68.34,NA,NA,NA,NA,NA
"2560",33.5,NA,NA,NA,NA,NA
"2561",25.3,NA,NA,NA,NA,NA
"2562",12.4,NA,NA,NA,NA,NA
"2563",54.4,NA,NA,NA,NA,NA
"2564",118.8,NA,NA,NA,NA,NA
"2565",4.1,NA,NA,NA,NA,NA
"2566",4.1,NA,NA,NA,NA,NA
"2567",7.75,NA,NA,NA,NA,NA
"2568",16.4,NA,NA,NA,NA,NA
"2569",4.1,NA,NA,NA,NA,NA
"2570",4.1,NA,NA,NA,NA,NA
"2571",4.1,NA,NA,NA,NA,NA
"2572",3.5,NA,NA,NA,NA,NA
"2573",4.1,NA,NA,NA,NA,NA
"2574",4.1,NA,NA,NA,NA,NA
"2575",4.1,NA,NA,NA,NA,NA
"2576",18.13,NA,NA,NA,NA,NA
"2577",4.1,NA,NA,NA,NA,NA
"2578",27.27,NA,NA,NA,NA,NA
"2579",21.23,NA,NA,NA,NA,NA
"2580",7.96,NA,NA,NA,NA,NA
"2581",4.55,NA,NA,NA,NA,NA
"2582",25.3,NA,NA,NA,NA,NA
"2583",22.1,NA,NA,NA,NA,NA
"2584",22.1,NA,NA,NA,NA,NA
"2585",4.1,NA,NA,NA,NA,NA
"2586",51.6,NA,NA,NA,NA,NA
"2587",6.62,NA,NA,NA,NA,NA
"2588",36.5,NA,NA,NA,NA,NA
"2589",4.1,NA,NA,NA,NA,NA
"2590",21.3,NA,NA,NA,NA,NA
"2591",21.9,NA,NA,NA,NA,NA
"2592",6.09999999999999,NA,NA,NA,NA,NA
"2593",17.93,NA,NA,NA,NA,NA
"2594",24.18,NA,NA,NA,NA,NA
"2595",27.5,NA,NA,NA,NA,NA
"2596",26.2,NA,NA,NA,NA,NA
"2597",28.4,NA,NA,NA,NA,NA
"2598",14.97,NA,NA,NA,NA,NA
"2599",95.5,NA,NA,NA,NA,NA
"2600",4.1,NA,NA,NA,NA,NA
"2601",11.15,NA,NA,NA,NA,NA
"2602",4.1,NA,NA,NA,NA,NA
"2603",30.3,NA,NA,NA,NA,NA
"2604",28.96,NA,NA,NA,NA,NA
"2605",24.18,NA,NA,NA,NA,NA
"2606",8.5,NA,NA,NA,NA,NA
"2607",15.4,NA,NA,NA,NA,NA
"2608",17.3,NA,NA,NA,NA,NA
"2609",126.9,NA,NA,NA,NA,NA
"2610",1,NA,NA,NA,NA,NA
"2611",7.72999999999999,NA,NA,NA,NA,NA
"2612",10.43,NA,NA,NA,NA,NA
"2613",16.5,NA,NA,NA,NA,NA
"2614",146.85,NA,NA,NA,NA,NA
"2615",146.85,NA,NA,NA,NA,NA
"2616",15.9583,NA,NA,NA,NA,NA
"2617",4.1,NA,NA,NA,NA,NA
"2618",27.3,NA,NA,NA,NA,NA
"2619",1,NA,NA,NA,NA,NA
"2620",20.4,NA,NA,NA,NA,NA
"2621",33,NA,NA,NA,NA,NA
"2622",28.274,NA,NA,NA,NA,NA
"2623",238.2,NA,NA,NA,NA,NA
"2624",21.1,NA,NA,NA,NA,NA
"2625",43.64,NA,NA,NA,NA,NA
"2626",32.6,NA,NA,NA,NA,NA
"2627",27.9,NA,NA,NA,NA,NA
"2628",21.1,NA,NA,NA,NA,NA
"2629",32.97,NA,NA,NA,NA,NA
"2630",1,NA,NA,NA,NA,NA
"2631",7.72999999999999,NA,NA,NA,NA,NA
"2632",27.3,NA,NA,NA,NA,NA
"2633",13.6,NA,NA,NA,NA,NA
"2634",34.612,NA,NA,NA,NA,NA
"2635",25.13,NA,NA,NA,NA,NA
"2636",13.194,NA,NA,NA,NA,NA
"2637",4.1,NA,NA,NA,NA,NA
"2638",36.5,NA,NA,NA,NA,NA
"2639",22.03,NA,NA,NA,NA,NA
"2640",6.62,NA,NA,NA,NA,NA
"2641",10.637,NA,NA,NA,NA,NA
"2642",16.63,NA,NA,NA,NA,NA
"2643",19.1,NA,NA,NA,NA,NA
"2644",21.1,NA,NA,NA,NA,NA
"2645",43.33,NA,NA,NA,NA,NA
"2646",19.4,NA,NA,NA,NA,NA
"2647",8.79999999999998,NA,NA,NA,NA,NA
"2648",6.09999999999999,NA,NA,NA,NA,NA
"2649",8.10000000000002,NA,NA,NA,NA,NA
"2650",8.79999999999998,NA,NA,NA,NA,NA
"2651",4.1,NA,NA,NA,NA,NA
"2652",13,NA,NA,NA,NA,NA
"2653",6.09999999999999,NA,NA,NA,NA,NA
"2654",10.637,NA,NA,NA,NA,NA
"2655",186.83,NA,NA,NA,NA,NA
"2656",20.8,NA,NA,NA,NA,NA
"2657",14.3,NA,NA,NA,NA,NA
"2658",13.9,NA,NA,NA,NA,NA
"2659",32.667,NA,NA,NA,NA,NA
"2660",35.2,NA,NA,NA,NA,NA
"2661",44.73,NA,NA,NA,NA,NA
"2662",20.8,NA,NA,NA,NA,NA
"2663",4.1,NA,NA,NA,NA,NA
"2664",30.6,NA,NA,NA,NA,NA
"2665",19.4,NA,NA,NA,NA,NA
"2666",6.09999999999999,NA,NA,NA,NA,NA
"2667",6.62,NA,NA,NA,NA,NA
"2668",17.8,NA,NA,NA,NA,NA
"2669",12.4,NA,NA,NA,NA,NA
"2670",7.19999999999999,NA,NA,NA,NA,NA
"2671",8.79999999999998,NA,NA,NA,NA,NA
"2672",17.97,NA,NA,NA,NA,NA
"2673",21.9,NA,NA,NA,NA,NA
"2674",10.5,NA,NA,NA,NA,NA
"2675",25.13,NA,NA,NA,NA,NA
"2676",4.1,NA,NA,NA,NA,NA
"2677",10.5,NA,NA,NA,NA,NA
"2678",4.1,NA,NA,NA,NA,NA
"2679",51.3,NA,NA,NA,NA,NA
"2680",24.2,NA,NA,NA,NA,NA
"2681",42.18,NA,NA,NA,NA,NA
"2682",10.5,NA,NA,NA,NA,NA
"2683",19.4,NA,NA,NA,NA,NA
"2684",9,NA,NA,NA,NA,NA
"2685",10.43,NA,NA,NA,NA,NA
"2686",45.8,NA,NA,NA,NA,NA
"2687",18,NA,NA,NA,NA,NA
"2688",27.2,NA,NA,NA,NA,NA
"2689",22.3,NA,NA,NA,NA,NA
"2690",43.64,NA,NA,NA,NA,NA
"2691",22.1,NA,NA,NA,NA,NA
"2692",4.1,NA,NA,NA,NA,NA
"2693",23.6,NA,NA,NA,NA,NA
"2694",13.8,NA,NA,NA,NA,NA
"2695",6.60000000000002,NA,NA,NA,NA,NA
"2696",12.55,NA,NA,NA,NA,NA
"2697",6.09999999999999,NA,NA,NA,NA,NA
"2698",8.79999999999998,NA,NA,NA,NA,NA
"2699",9.60000000000002,NA,NA,NA,NA,NA
"2700",4.1,NA,NA,NA,NA,NA
"2701",85.2,NA,NA,NA,NA,NA
"2702",27.9,NA,NA,NA,NA,NA
"2703",3.5,NA,NA,NA,NA,NA
"2704",38,NA,NA,NA,NA,NA
"2705",4.1,NA,NA,NA,NA,NA
"2706",37.1883,NA,NA,NA,NA,NA
"2707",35.7,NA,NA,NA,NA,NA
"2708",13.9,NA,NA,NA,NA,NA
"2709",92.1,NA,NA,NA,NA,NA
"2710",35.412,NA,NA,NA,NA,NA
"2711",9,NA,NA,NA,NA,NA
"2712",23.9,NA,NA,NA,NA,NA
"2713",61.6,NA,NA,NA,NA,NA
"2714",22.03,NA,NA,NA,NA,NA
"2715",53.412,NA,NA,NA,NA,NA
"2716",4.1,NA,NA,NA,NA,NA
"2717",36.17,NA,NA,NA,NA,NA
"2718",22.3,NA,NA,NA,NA,NA
"2719",14.97,NA,NA,NA,NA,NA
"2720",59.2,NA,NA,NA,NA,NA
"2721",9.21,NA,NA,NA,NA,NA
"2722",14.3,NA,NA,NA,NA,NA
"2723",4.1,NA,NA,NA,NA,NA
"2724",45.8,NA,NA,NA,NA,NA
"2725",13.42,NA,NA,NA,NA,NA
"2726",7.72999999999999,NA,NA,NA,NA,NA
"2727",10.5,NA,NA,NA,NA,NA
"2728",2,NA,NA,NA,NA,NA
"2729",20.13,NA,NA,NA,NA,NA
"2730",20.13,NA,NA,NA,NA,NA
"2731",2,NA,NA,NA,NA,NA
"2732",7.72999999999999,NA,NA,NA,NA,NA
"2733",2,NA,NA,NA,NA,NA
"2734",21.3,NA,NA,NA,NA,NA
"2735",10.5,NA,NA,NA,NA,NA
"2736",2,NA,NA,NA,NA,NA
"2737",46.73,NA,NA,NA,NA,NA
"2738",7.19999999999999,NA,NA,NA,NA,NA
"2739",7.72999999999999,NA,NA,NA,NA,NA
"2740",21.3,NA,NA,NA,NA,NA
"2741",37.93,NA,NA,NA,NA,NA
"2742",46.73,NA,NA,NA,NA,NA
"2743",51.3,NA,NA,NA,NA,NA
"2744",2,NA,NA,NA,NA,NA
"2745",46.73,NA,NA,NA,NA,NA
"2746",4.1,NA,NA,NA,NA,NA
"2747",15.2,NA,NA,NA,NA,NA
"2748",48.5883,NA,NA,NA,NA,NA
"2749",10,NA,NA,NA,NA,NA
"2750",63.5,NA,NA,NA,NA,NA
"2751",27.9,NA,NA,NA,NA,NA
"2752",20.13,NA,NA,NA,NA,NA
"2753",2,NA,NA,NA,NA,NA
"2754",9.9,NA,NA,NA,NA,NA
"2755",19.4,NA,NA,NA,NA,NA
"2756",19.5,NA,NA,NA,NA,NA
"2757",73.2,NA,NA,NA,NA,NA
"2758",20.4,NA,NA,NA,NA,NA
"2759",50.8,NA,NA,NA,NA,NA
"2760",98.6,NA,NA,NA,NA,NA
"2761",36.5,NA,NA,NA,NA,NA
"2762",3.5,NA,NA,NA,NA,NA
"2763",31.5,NA,NA,NA,NA,NA
"2764",26.6,NA,NA,NA,NA,NA
"2765",21.9,NA,NA,NA,NA,NA
"2766",23.9,NA,NA,NA,NA,NA
"2767",19.4,NA,NA,NA,NA,NA
"2768",27.9,NA,NA,NA,NA,NA
"2769",68.2,NA,NA,NA,NA,NA
"2770",53.1,NA,NA,NA,NA,NA
"2771",20.44,NA,NA,NA,NA,NA
"2772",38,NA,NA,NA,NA,NA
"2773",25.592,NA,NA,NA,NA,NA
"2774",26.392,NA,NA,NA,NA,NA
"2775",25.5,NA,NA,NA,NA,NA
"2776",4.1,NA,NA,NA,NA,NA
"2777",14.17,NA,NA,NA,NA,NA
"2778",16.4,NA,NA,NA,NA,NA
"2779",8.10000000000002,NA,NA,NA,NA,NA
"2780",11,NA,NA,NA,NA,NA
"2781",106.73,NA,NA,NA,NA,NA
"2782",22.6,NA,NA,NA,NA,NA
"2783",145,NA,NA,NA,NA,NA
"2784",4.1,NA,NA,NA,NA,NA
"2785",4.09999999999999,NA,NA,NA,NA,NA
"2786",4.1,NA,NA,NA,NA,NA
"2787",27.13,NA,NA,NA,NA,NA
"2788",4.1,NA,NA,NA,NA,NA
"2789",36.5,NA,NA,NA,NA,NA
"2790",113,NA,NA,NA,NA,NA
"2791",37.9883,NA,NA,NA,NA,NA
"2792",20.4283,NA,NA,NA,NA,NA
"2793",10.6,NA,NA,NA,NA,NA
"2794",6.09999999999999,NA,NA,NA,NA,NA
"2795",56,NA,NA,NA,NA,NA
"2796",29.1,NA,NA,NA,NA,NA
"2797",14.97,NA,NA,NA,NA,NA
"2798",99.5883,NA,NA,NA,NA,NA
"2799",9.21,NA,NA,NA,NA,NA
"2800",66.6,NA,NA,NA,NA,NA
"2801",10.27,NA,NA,NA,NA,NA
"2802",1,NA,NA,NA,NA,NA
"2803",27.27,NA,NA,NA,NA,NA
"2804",17.2,NA,NA,NA,NA,NA
"2805",4.1,NA,NA,NA,NA,NA
"2806",2,NA,NA,NA,NA,NA
"2807",4.1,NA,NA,NA,NA,NA
"2808",33.8883,NA,NA,NA,NA,NA
"2809",36.194,NA,NA,NA,NA,NA
"2810",22.03,NA,NA,NA,NA,NA
"2811",16.4,NA,NA,NA,NA,NA
"2812",23.0183,NA,NA,NA,NA,NA
"2813",96.1,NA,NA,NA,NA,NA
"2814",11.2,NA,NA,NA,NA,NA
"2815",4.1,NA,NA,NA,NA,NA
"2816",4.1,NA,NA,NA,NA,NA
"2817",4.1,NA,NA,NA,NA,NA
"2818",14.97,NA,NA,NA,NA,NA
"2819",32.667,NA,NA,NA,NA,NA
"2820",8.59999999999997,NA,NA,NA,NA,NA
"2821",15.8,NA,NA,NA,NA,NA
"2822",22.9,NA,NA,NA,NA,NA
"2823",4.1,NA,NA,NA,NA,NA
"2824",27.27,NA,NA,NA,NA,NA
"2825",2,NA,NA,NA,NA,NA
"2826",17.37,NA,NA,NA,NA,NA
"2827",27.13,NA,NA,NA,NA,NA
"2828",9.21,NA,NA,NA,NA,NA
"2829",14.17,NA,NA,NA,NA,NA
"2830",21.4,NA,NA,NA,NA,NA
"2831",41.98,NA,NA,NA,NA,NA
"2832",30.3,NA,NA,NA,NA,NA
"2833",20.4283,NA,NA,NA,NA,NA
"2834",39.2,NA,NA,NA,NA,NA
"2835",29.1,NA,NA,NA,NA,NA
"2836",16.5,NA,NA,NA,NA,NA
"2837",28.2,NA,NA,NA,NA,NA
"2838",11.15,NA,NA,NA,NA,NA
"2839",5.37,NA,NA,NA,NA,NA
"2840",23.1,NA,NA,NA,NA,NA
"2841",32.667,NA,NA,NA,NA,NA
"2842",6.09999999999999,NA,NA,NA,NA,NA
"2843",26.5,NA,NA,NA,NA,NA
"2844",24.5,NA,NA,NA,NA,NA
"2845",4.1,NA,NA,NA,NA,NA
"2846",189.254,NA,NA,NA,NA,NA
"2847",47.7883,NA,NA,NA,NA,NA
"2848",29.1,NA,NA,NA,NA,NA
"2849",7.65000000000003,NA,NA,NA,NA,NA
"2850",42,NA,NA,NA,NA,NA
"2851",25.592,NA,NA,NA,NA,NA
"2852",10.112,NA,NA,NA,NA,NA
"2853",44.6,NA,NA,NA,NA,NA
"2854",92,NA,NA,NA,NA,NA
"2855",23.38,NA,NA,NA,NA,NA
"2856",62.4,NA,NA,NA,NA,NA
"2857",50.2883,NA,NA,NA,NA,NA
"2858",107.6,NA,NA,NA,NA,NA
"2859",11.482,NA,NA,NA,NA,NA
