occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso
30259,occ,29799,,2225,Tropidemys,genus,37701,Valanginian,,139.8,132.9,50311,Chordata,33815,Reptilia,36322,Testudinata,106739,NO_FAMILY_SPECIFIED,NF,Tropidemys,37701,NA,Tropidemys,,,NA,sp.,
40162,occ,NA,,3113,Cheilophis,genus,38095,Thanetian,,59.2,56,140,Chordata,33815,Reptilia,36322,Squamata,36379,Boidae,38086,Cheilophis,38095,NA,Cheilophis,,,NA,huerfanoensis,
40164,occ,NA,,3113,Palaeophis,genus,36405,Thanetian,,59.2,56,140,Chordata,33815,Reptilia,36322,Squamata,36379,Palaeophiidae,65114,Palaeophis,36405,NA,Palaeophis,,,NA,littoralis,
40165,occ,NA,,3113,Peritresius,genus,36360,Thanetian,,59.2,56,140,Chordata,33815,Reptilia,36322,Testudines,56475,Pancheloniidae,165650,Peritresius,36360,NA,Peritresius,,,NA,ornatus,
40166,occ,NA,,3113,Euclastes,genus,67331,Thanetian,,59.2,56,140,Chordata,33815,Reptilia,36322,Testudines,56475,Pancheloniidae,165650,Euclastes,67331,NA,Rhetechelys,,,NA,platyops,
40169,occ,NA,,3113,Thoracosaurus,genus,38458,Thanetian,,59.2,56,140,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Thoracosaurus,38458,NA,Thoracosaurus,,,NA,neocesariensis,
68301,occ,NA,,4884,Ichthyosaurus,genus,36558,Sinemurian,,199.3,190.8,299,Chordata,33815,Reptilia,36322,Ichthyosauria,36543,Ichthyosauridae,38877,Ichthyosaurus,36558,NA,Ichthyosaurus,,,NA,sp.,
76211,occ,NA,,5607,Prognathodon,genus,36412,Early Campanian,,83.5,70.6,338,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Prognathodon,36412,NA,Prognathodon,,,NA,stadtmani,n. sp.
76224,occ,29157,,5609,Trinacromerum,genus,36523,Late Cenomanian,,99.6,93.5,33381,Chordata,33815,Reptilia,36322,Sauropterygia,38164,Polycotylidae,100152,Trinacromerum,36523,NA,Trinacromerum,,,NA,bentonianum,?
130209,occ,NA,,10755,Chaoyangsaurus,genus,55579,Late Tithonian,Valanginian,150.8,132.9,13360,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Chaoyangsauridae,66631,Chaoyangsaurus,55579,NA,Chaoyangosaurus,n. gen.,,NA,liaosiensis,n. sp.
130279,occ,NA,,10761,Dendrorhynchoides,genus,68167,Barremian,Early Aptian,129.4,122.46,4004,Chordata,33815,Reptilia,36322,Pterosauria,38461,Anurognathidae,100408,Dendrorhynchoides,68167,NA,Dendrorhynchus,n. gen.,,NA,curvidentatus,n. sp.
130294,occ,NA,,10764,Protarchaeopteryx,genus,66067,Late Barremian,Early Aptian,130,122.46,4006,Chordata,33815,Saurischia,38505,Avetheropoda,55483,NO_FAMILY_SPECIFIED,NF,Protarchaeopteryx,66067,NA,Protarchaeopteryx,n. gen.,,NA,robusta,n. sp.
130295,occ,NA,,10764,Caudipteryx,genus,66065,Late Barremian,Early Aptian,130,122.46,19421,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Caudipterygidae,68394,Caudipteryx,66065,NA,Caudipteryx,n. gen.,,NA,zoui,n. sp.
138846,occ,NA,,11804,Haasiasaurus,genus,83815,Early Cenomanian,,99.6,93.5,4203,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Haasiasaurus,83815,NA,Haasia,n. gen.,,NA,gittelmani,n. sp.
138847,occ,NA,,11804,Pachyrhachis,genus,65329,Early Cenomanian,,99.6,93.5,13146,Chordata,33815,Reptilia,36322,Squamata,36379,NO_FAMILY_SPECIFIED,NF,Pachyrhachis,65329,NA,Pachyrhachis,n. gen.,,NA,problematicus,n. sp.
138852,occ,NA,,11804,Algorachelus,genus,355639,Early Cenomanian,,99.6,93.5,13146,Chordata,33815,Reptilia,36322,Testudines,56475,Bothremydidae,67318,Algorachelus,355639,NA,Podocnemis,,,NA,parva,n. sp.
139242,occ,24752,,11890,Gorgosaurus,genus,53193,Late Campanian,,83.5,70.6,13165,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Gorgosaurus,53193,NA,Gorgosaurus,,,NA,sternbergi,n. sp.
139250,occ,23301,,11893,Gorgosaurus,genus,53193,Late Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Gorgosaurus,53193,NA,Gorgosaurus,,,NA,libratus,
139251,occ,NA,,11894,Centrosaurus,genus,38854,Late Campanian,,83.5,70.6,16964,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Centrosaurus,38854,NA,Centrosaurus,,,NA,apertus,
139252,occ,23302,,11895,Gorgosaurus,genus,53193,Late Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Gorgosaurus,53193,NA,Gorgosaurus,,,NA,libratus,
139253,occ,18699,,11896,Gorgosaurus,genus,53193,Late Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Gorgosaurus,53193,NA,Gorgosaurus,,,NA,libratus,
139254,occ,13634,,11897,Gorgosaurus,genus,53193,Late Campanian,,83.5,70.6,17547,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Gorgosaurus,53193,NA,Gorgosaurus,n. gen.,,NA,libratus,n. sp.
139255,occ,18015,,11898,Albertosaurus,genus,38607,Maastrichtian,,72.1,66,9259,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,sarcophagus,
139256,occ,30781,,11899,Albertosaurus,genus,38607,Early Maastrichtian,,70.6,66,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,sarcophagus,
139257,occ,NA,,11900,Albertosaurus,genus,38607,Late Campanian,,83.5,70.6,12347,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,arctunguis,n. sp.
139258,occ,18014,,11901,Albertosaurus,genus,38607,Late Campanian,,83.5,70.6,9259,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,n. gen.,,NA,sarcophagus,n. sp.
139259,occ,NA,,11902,Albertosaurus,genus,38607,Late Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,sarcophagus,
139260,occ,23238,,11604,Isisaurus,genus,64313,Maastrichtian,,72.1,66,4177,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Isisaurus,64313,NA,Titanosaurus,,,NA,colberti,n. sp.
139261,occ,NA,,11903,Daspletosaurus,genus,38608,Late Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Daspletosaurus,38608,NA,Daspletosaurus,,,NA,torosus,
139290,occ,23303,,11915,Daspletosaurus,genus,38608,Middle Campanian,,83.5,70.6,4205,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Daspletosaurus,38608,NA,Daspletosaurus,n. gen.,,NA,torosus,n. sp.
139291,occ,30120,,11916,Albertosaurus,genus,38607,Early Maastrichtian,,70.6,66,51906,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,sp.,
139292,occ,22878,,11917,Tyrannosaurus,genus,38613,Maastrichtian,,72.1,66,4218,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Tyrannosaurus,38613,NA,Tyrannosaurus,,,NA,rex,
139294,occ,32334,,11919,Gryposaurus,genus,53014,Late Campanian,,83.5,70.6,59147,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Gryposaurus,53014,NA,Gryposaurus,,,NA,notabilis,cf.
139306,occ,NA,,11923,Amygdalodon,genus,38655,Late Toarcian,Early Aalenian,180.1,171.6,4208,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Amygdalodon,38655,NA,Amygdalodon,n. gen.,,NA,patagonicus,n. sp.
139307,occ,34164,,11924,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,63746,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,NA,Camarasaurus,,,NA,grandis,
139308,occ,NA,,11925,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,4209,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,NA,Camarasaurus,,,NA,supremus,
139340,occ,NA,,11931,Ankylosaurus,genus,38837,Maastrichtian,,72.1,66,4210,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ankylosauridae,38831,Ankylosaurus,38837,NA,Ankylosaurus,n. gen.,,NA,magniventris,n. sp.
144307,occ,22890,,12584,Bistahieversor,genus,163807,Late Campanian,,83.5,70.6,32137,Chordata,33815,Saurischia,38505,Avetheropoda,55483,NO_FAMILY_SPECIFIED,NF,Bistahieversor,163807,NA,Bistahieversor,,,NA,sealeyi,
146045,occ,NA,,12840,Geiseltaliellus,genus,37864,Bartonian,,41.3,38,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146048,occ,NA,,12840,Pseudolacerta,genus,37967,Bartonian,,41.3,38,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146049,occ,NA,,12841,Pseudolacerta,genus,37967,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146050,occ,NA,,12842,Pseudolacerta,genus,37967,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,mucronata,
146052,occ,NA,,12843,Pseudolacerta,genus,37967,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146054,occ,NA,,12844,Geiseltaliellus,genus,37864,MP 19,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146055,occ,NA,,12844,Pseudolacerta,genus,37967,MP 19,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146056,occ,NA,,12845,Pseudolacerta,genus,37967,MP 19,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,mucronata,
146057,occ,NA,,12845,Geiseltaliellus,genus,37864,MP 19,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146058,occ,NA,,12846,Pseudolacerta,genus,37967,MP 19,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,mucronata,
146059,occ,NA,,12847,Pseudolacerta,genus,37967,Bartonian,,41.3,38,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,mucronata,
146060,occ,NA,,12848,Geiseltaliellus,genus,37864,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146062,occ,NA,,12850,Geiseltaliellus,genus,37864,Late Eocene,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146063,occ,NA,,12850,Pseudolacerta,genus,37967,Late Eocene,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146064,occ,NA,,12851,Geiseltaliellus,genus,37864,MP 18,,37.2,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146065,occ,NA,,12852,Geiseltaliellus,genus,37864,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Iguanidae,37855,Geiseltaliellus,37864,NA,Pseudolacerta,,,NA,lamandini,
146066,occ,NA,,12853,Pseudolacerta,genus,37967,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146067,occ,NA,,12854,Pseudolacerta,genus,37967,Priabonian,,38,33.9,4283,Chordata,33815,Reptilia,36322,Squamata,36379,Cordylidae,37965,Pseudolacerta,37967,NA,Pseudolacerta,,,NA,sp.,
146084,occ,NA,,12856,Icarosaurus,genus,37840,Norian,,228,208.5,30922,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Icarosaurus,37840,NA,Icarosaurus,n. gen.,,NA,siefkeri,n. sp.
146085,occ,NA,,12856,Rutiodon,genus,38299,Norian,,228,208.5,30923,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Rutiodon,38299,NA,Rutiodon,,,NA,carolinensis,
146086,occ,NA,,12857,Kuehneosuchus,genus,37842,Rhaetian,,208.5,201.3,43837,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosuchus,37842,NA,Kuehneosaurus,,,NA,latissimus,n. sp.
146087,occ,NA,,12858,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,43837,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,n. gen.,,NA,latus,n. sp.
146661,occ,22906,,12942,Trilophosaurus,genus,38204,Norian,,228,208.5,32141,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Trilophosaurus,38204,NA,Trilophosaurus,,,NA,buettneri,
147092,occ,NA,,12977,Pachycephalosaurus,genus,38786,Maastrichtian,,72.1,66,4306,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Pachycephalosauridae,38783,Pachycephalosaurus,38786,NA,Stenotholus,n. gen.,,NA,kohleri,n. sp.
147094,occ,10465,,13000,Brachychampsa,genus,53185,Campanian,Early Campanian,83.6,70.6,9735,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Brachychampsa,53185,NA,Brachychampsa,,,NA,montana,
147521,occ,NA,,13043,Procolophon,genus,37541,Induan,Olenekian,252.17,247.2,29612,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Procolophonidae,37522,Procolophon,37541,NA,Procolophon,n. gen.,,NA,trigoniceps,n. sp.
147523,occ,21597,,13044,Araeoscelis,genus,37773,Artinskian,,290.1,279.3,28940,Chordata,33815,Reptilia,36322,Araeoscelidia,37769,Araeoscelidae,37772,Araeoscelis,37773,NA,Ophiodeirus,n. gen.,,NA,casei,n. sp.
148355,occ,NA,,13095,Dryinoides,genus,38133,Barstovian,,15.97,13.6,4364,Chordata,33815,Reptilia,36322,Squamata,36379,Colubridae,38127,Dryinoides,38133,NA,Dryinoides,n. gen.,,NA,oxyrhachis,n. sp.
148500,occ,13664,,13105,Sonorasaurus,genus,68169,Late Albian,Early Cenomanian,105.3,93.5,14864,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Brachiosauridae,38673,Sonorasaurus,68169,NA,Sonorasaurus,n. gen.,,NA,thompsoni,n. sp.
148505,occ,29278,,13106,Aristonectes,genus,36459,Late Maastrichtian,,70.6,66,48755,Chordata,33815,Reptilia,36322,Sauropterygia,38164,Elasmosauridae,38175,Aristonectes,36459,NA,Aristonectes,,,NA,sp.,
148628,occ,NA,,13108,Mononykus,genus,53210,Maastrichtian,,72.1,66,4373,Chordata,33815,Saurischia,38505,Avetheropoda,55483,NO_FAMILY_SPECIFIED,NF,Mononykus,53210,NA,Mononykus,,,NA,olecranus,
148629,occ,NA,,13108,Tarbosaurus,genus,53224,Maastrichtian,,72.1,66,4373,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Tarbosaurus,53224,NA,Tarbosaurus,,,NA,bataar,
149237,occ,NA,,13173,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,n. gen.,,NA,hudsoni,n. sp.
149239,occ,19536,,13173,Diphydontosaurus,genus,64134,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Diphydontosaurus,64134,NA,Diphydontosaurus,,,NA,sp.,
149241,occ,19538,,13174,Diphydontosaurus,genus,64134,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Diphydontosaurus,64134,NA,Diphydontosaurus,,,NA,sp.,
149243,occ,19539,,13174,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,robinsonae,
149244,occ,NA,,13174,Sigmala,genus,37829,Rhaetian,,208.5,201.3,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sigmala,
149246,occ,NA,,13174,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,,,NA,sp.,
149247,occ,27954,,13175,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,minor,
149249,occ,19542,,13175,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,robinsonae,
149251,occ,19543,,13175,Diphydontosaurus,genus,64134,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Diphydontosaurus,64134,NA,Diphydontosaurus,,,NA,sp.,
149253,occ,19545,,13175,Sigmala,genus,37829,Rhaetian,,208.5,201.3,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sigmala,
149254,occ,27956,,13176,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,robinsonae,
149255,occ,27957,,13176,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,minor,
149258,occ,27959,,13176,Diphydontosaurus,genus,64134,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Diphydontosaurus,64134,NA,Diphydontosaurus,,,NA,sp.,
149260,occ,27960,,13176,Sigmala,genus,37829,Rhaetian,,208.5,201.3,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sigmala,
149261,occ,NA,,13176,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,,,NA,sp.,
149262,occ,NA,,13177,Sigmala,genus,37829,Rhaetian,,208.5,201.3,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,n. gen.,,NA,sigmala,n. sp.
149263,occ,NA,,13177,Pelecymala,genus,37823,Rhaetian,,208.5,201.3,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Pelecymala,37823,NA,Pelecymala,n. gen.,,NA,robustus,n. sp.
149264,occ,NA,,13177,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,44063,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,n. gen.,,NA,robinsonae,n. sp.
149267,occ,NA,,13178,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,sp.,
149268,occ,NA,,13178,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,sp.,
149271,occ,NA,,13178,Sigmala,genus,37829,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sp.,
149272,occ,NA,,13178,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,,,NA,sp.,
149273,occ,NA,,13179,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,sp.,
149274,occ,NA,,13179,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,sp.,
149276,occ,NA,,13179,Sigmala,genus,37829,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sp.,
149277,occ,NA,,13179,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,,,NA,sp.,
149278,occ,NA,,13180,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,sp.,
149279,occ,NA,,13180,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,sp.,
149283,occ,NA,,13180,Sigmala,genus,37829,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sp.,
149284,occ,NA,,13180,Kuehneosaurus,genus,37841,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,Kuehneosaurus,,,NA,sp.,
149285,occ,NA,,13181,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,sp.,
149286,occ,NA,,13181,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,sp.,
149289,occ,NA,,13181,Sigmala,genus,37829,Rhaetian,,208.5,201.3,4380,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,Sigmala,,,NA,sp.,
149290,occ,19540,,13182,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,robinsonae,
149293,occ,19547,,13183,Planocephalosaurus,genus,37825,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Planocephalosaurus,37825,NA,Planocephalosaurus,,,NA,robinsonae,
149294,occ,19548,,13183,Clevosaurus,genus,68149,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,Clevosaurus,,,NA,minor,
149296,occ,19550,,13183,Diphydontosaurus,genus,64134,Rhaetian,,208.5,201.3,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,NO_FAMILY_SPECIFIED,NF,Diphydontosaurus,64134,NA,Diphydontosaurus,,,NA,sp.,
149319,occ,NA,,13142,Adocus,genus,37652,Maastrichtian,,72.1,66,4381,Chordata,33815,Reptilia,36322,Testudines,56475,Adocidae,54275,Adocus,37652,NA,Adocus,,,NA,sp.,
149320,occ,NA,,13142,Compsemys,genus,37641,Maastrichtian,,72.1,66,4381,Chordata,33815,Reptilia,36322,Testudines,56475,NO_FAMILY_SPECIFIED,NF,Compsemys,37641,NA,Compsemys,,,NA,victa,
149322,occ,NA,,13142,Eubaena,genus,37631,Maastrichtian,,72.1,66,704,Chordata,33815,Reptilia,36322,Testudines,56475,Baenidae,37627,Eubaena,37631,NA,Eubaena,,,NA,cephalica,
149325,occ,NA,,13142,Brachychampsa,genus,53185,Maastrichtian,,72.1,66,4381,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Brachychampsa,53185,NA,Brachychampsa,,,NA,montana,
