occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso
367091,occ,NA,,34726,Silvisaurus,genus,38828,Albian,,113,100.5,9210,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Nodosauridae,38817,Silvisaurus,38828,NA,Silvisaurus,n. gen.,,NA,condrayi,n. sp.
367434,occ,13284,,34744,Pachyrhinosaurus,genus,38858,Early Maastrichtian,,70.6,66,14096,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Pachyrhinosaurus,38858,NA,Pachyrhinosaurus,,,NA,canadensis,
367435,occ,17812,,34744,Edmontosaurus,genus,38761,Early Maastrichtian,,70.6,66,17034,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Edmontosaurus,38761,NA,Edmontosaurus,,,NA,sp.,
367436,occ,35435,,34745,Troodon,genus,38572,Late Campanian,,83.5,70.6,13889,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Troodontidae,54468,Troodon,38572,NA,Troodon,,,NA,formosus,
367439,occ,NA,,34746,Deinonychus,genus,38562,Aptian,Albian,125,100.5,9233,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Dromaeosauridae,38561,Deinonychus,38562,NA,Deinonychus,,,NA,antirrhopus,
367440,occ,NA,,34747,Leptoceratops,genus,38849,Maastrichtian,,72.1,66,9234,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Leptoceratopsidae,90273,Leptoceratops,38849,NA,Leptoceratops,,,NA,gracilis,
367497,occ,36434,,34755,Ichthyornis,genus,36624,Early Coniacian,,89.3,85.8,7491,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Ichthyornis,36624,NA,Ichthyornis,,,NA,dispar,
367498,occ,NA,,34756,Ichthyornis,genus,36624,Early Campanian,,83.5,70.6,7491,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Ichthyornis,36624,NA,Ichthyornis,,,NA,antecessor,
367499,occ,NA,,34757,Ichthyornis,genus,36624,Early Campanian,,83.5,70.6,7491,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Ichthyornis,36624,NA,Ichthyornis,,,NA,antecessor,
367506,occ,NA,,34759,Rutiodon,genus,38299,Late Triassic,,237,201.3,9270,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Rutiodon,38299,NA,Rutiodon,,,NA,sp.,
367589,occ,17832,,34768,Vulcanodon,genus,38650,Sinemurian,Pliensbachian,199.3,182.7,9275,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Vulcanodon,38650,NA,Vulcanodon,n. gen.,,NA,karibaensis,n. sp.
367656,occ,10645,,34777,Massospondylus,genus,38642,Early Jurassic,,201.3,174.1,10538,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Massospondylidae,56621,Massospondylus,38642,NA,Massospondylus,,,NA,carinatus,
367667,occ,NA,,34779,Coelophysis,genus,38520,Late Triassic,,237,201.3,9278,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Coelophysidae,55478,Coelophysis,38520,NA,Syntarsus,,,NA,rhodesiensis,
368043,occ,NA,,34816,Pareiasuchus,genus,139014,Zechstein,,259,252.3,9298,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Pareiasuchus,139014,NA,Pareiasaurus,,,NA,pulcher,n. sp.
368057,occ,NA,IF,34824,Megalosauropus,genus,55026,Valanginian,Barremian,139.8,125,9300,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Megalosauropus,55026,NA,Megalosauropus,,,NA,broomensis,n. sp.
368113,occ,NA,,34826,Pentaceratops,genus,38859,Late Campanian,,83.5,70.6,9303,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Pentaceratops,38859,NA,Pentaceratops,,,NA,sternbergii,
368120,occ,NA,,34827,Pentaceratops,genus,38859,Late Campanian,,83.5,70.6,9303,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Pentaceratops,38859,NA,Pentaceratops,,,NA,sternbergii,
368121,occ,NA,,34828,Pentaceratops,genus,38859,Late Campanian,,83.5,70.6,9303,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Pentaceratops,38859,NA,Pentaceratops,,,NA,sternbergii,
368256,occ,NA,,18597,Hesperotestudo,genus,119612,Hemingfordian,,20.43,15.97,9313,Chordata,33815,Reptilia,36322,Testudines,56475,Testudinidae,37739,Hesperotestudo,119612,NA,Testudo,,,NA,tedwhitei,n. sp.
368798,occ,NA,,34888,Arizonasaurus,genus,38226,Aegean,Bithynian,247.2,242,9311,Chordata,33815,Reptilia,36322,Eosuchia,37795,Ctenosauriscidae,38282,Arizonasaurus,38226,NA,Arizonasaurus,n. gen.,,NA,babbitti,n. sp.
368799,occ,NA,,34888,Anisodontosaurus,genus,38201,Aegean,Bithynian,247.2,242,9311,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Anisodontosaurus,38201,NA,Anisodontosaurus,n. gen.,,NA,greeri,n. sp.
368800,occ,NA,IF,34888,Chirotherium,genus,64085,Aegean,Bithynian,247.2,242,9311,Chordata,33815,Reptilia,36322,Thecodontia,38216,NO_FAMILY_SPECIFIED,NF,Chirotherium,64085,NA,Chirotherium,,,NA,sp.,
369686,occ,NA,,34985,Chalcides,genus,37948,Middle Pleistocene,,0.781,0.126,9390,Chordata,33815,Reptilia,36322,Squamata,36379,Scincidae,37946,Chalcides,37948,NA,Chalcides,,,NA,sp.,
370465,occ,NA,,35076,Palaeocryptonyx,genus,39344,Pliocene,Pleistocene,5.333,0.0117,9424,Chordata,33815,Aves,36616,Galliformes,39330,Phasianidae,39340,Palaeocryptonyx,39344,NA,Palaeocryptonyx,,,NA,sp.,
370488,occ,NA,,35077,Chalcides,genus,37948,Turolian,,8.7,5.333,9415,Chordata,33815,Reptilia,36322,Squamata,36379,Scincidae,37946,Chalcides,37948,NA,Chalcides,,,NA,sp.,
371211,occ,29609,,35132,Maroccosuchus,genus,155313,Ypresian,,56,47.8,50043,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Maroccosuchus,155313,NA,Maroccosuchus,n. gen.,,NA,zennaroi,n. sp.
372354,occ,NA,,35248,Coelophysis,genus,38520,Sinemurian,Pliensbachian,199.3,182.7,9476,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Coelophysidae,55478,Coelophysis,38520,NA,Syntarsus,,,NA,kayentakatae,n. sp.
372355,occ,NA,,35249,Coelophysis,genus,38520,Sinemurian,Pliensbachian,199.3,182.7,9476,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Coelophysidae,55478,Coelophysis,38520,NA,Syntarsus,,,NA,kayentakatae,
372356,occ,NA,,35250,Coelophysis,genus,38520,Sinemurian,Pliensbachian,199.3,182.7,9476,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Coelophysidae,55478,Coelophysis,38520,NA,Syntarsus,,,NA,kayentakatae,
372362,occ,NA,,35251,Champsosaurus,genus,37786,Maastrichtian,,72.1,66,9477,Chordata,33815,Reptilia,36322,Choristodera,37784,NO_FAMILY_SPECIFIED,NF,Champsosaurus,37786,NA,Champsosaurus,,,NA,sp.,
372429,occ,NA,,35262,Compsognathus,genus,38538,Early Tithonian,,150.8,145,9478,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Compsognathidae,38537,Compsognathus,38538,NA,Compsognathus,,,NA,corallestris,n. sp.
372542,occ,NA,,35268,Barapasaurus,genus,38656,Sinemurian,Pliensbachian,199.3,182.7,9479,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Barapasaurus,38656,NA,Barapasaurus,n. gen.,,NA,tagorei,n. sp.
372644,occ,NA,,35273,Austrosaurus,genus,38675,Late Albian,,105.3,99.6,9481,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Austrosaurus,38675,NA,Austrosaurus,n. gen.,,NA,mckillopi,n. sp.
372657,occ,NA,,35277,Rimasuchus,genus,266018,Late Miocene,,11.608,5.333,9496,Chordata,33815,Reptilia,36322,Crocodylia,36582,Crocodylidae,38435,Rimasuchus,266018,NA,Crocodylus,,,NA,lloydi,
372658,occ,NA,,35277,Euthecodon,genus,38445,Late Miocene,,11.608,5.333,9486,Chordata,33815,Reptilia,36322,Crocodylia,36582,Crocodylidae,38435,Euthecodon,38445,NA,Euthecodon,,,NA,sp.,
372770,occ,NA,,35281,Rimasuchus,genus,266018,Late Miocene,,11.608,5.333,9496,Chordata,33815,Reptilia,36322,Crocodylia,36582,Crocodylidae,38435,Rimasuchus,266018,NA,Crocodylus,,,NA,lloydi,
372771,occ,NA,,35281,Euthecodon,genus,38445,Late Miocene,,11.608,5.333,9486,Chordata,33815,Reptilia,36322,Crocodylia,36582,Crocodylidae,38435,Euthecodon,38445,NA,Euthecodon,,,NA,sp.,
372803,occ,NA,,35285,Mendozasaurus,genus,55583,Middle Coniacian,Late Coniacian,89.3,85.8,9503,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Mendozasaurus,55583,NA,Mendozasaurus,n. gen.,,NA,neguyelap,n. sp.
372840,occ,NA,,35289,Chedighaii,genus,131492,Campanian,,83.6,72.1,9505,Chordata,33815,Reptilia,36322,Testudines,56475,Bothremydidae,67318,Chedighaii,131492,NA,Bothremys,,,NA,barberi,
372841,occ,NA,,35289,Thoracosaurus,genus,38458,Campanian,,83.6,72.1,9505,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Thoracosaurus,38458,NA,Thoracosaurus,,,NA,neocesariensis,
372844,occ,13569,,35289,Albertosaurus,genus,38607,Campanian,,83.6,72.1,14626,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Tyrannosauridae,38606,Albertosaurus,38607,NA,Albertosaurus,,,NA,sp.,
372845,occ,NA,,35289,Platecarpus,genus,36406,Campanian,,83.6,72.1,9505,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Platecarpus,36406,NA,Platecarpus,,,NA,sp.,
372846,occ,NA,,35289,Prognathodon,genus,36412,Campanian,,83.6,72.1,9505,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Prognathodon,36412,NA,Prognathodon,,,NA,sp.,
372847,occ,NA,,35289,Halisaurus,genus,36399,Campanian,,83.6,72.1,9505,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Halisaurus,36399,NA,Halisaurus,,,NA,sp.,
372856,occ,NA,,35290,Rhabdodon,genus,38753,Late Campanian,Early Maastrichtian,83.5,66,9506,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Rhabdodontidae,66739,Rhabdodon,38753,NA,Rhabdodon,,,NA,sp.,
372865,occ,NA,,28406,Dortoka,genus,67641,Late Campanian,,83.5,70.6,9511,Chordata,33815,Reptilia,36322,Testudines,56475,Dortokidae,67643,Dortoka,67641,NA,Dortoka,,,NA,vasconica,
372866,occ,NA,,28406,Polysternon,genus,37600,Late Campanian,,83.5,70.6,9511,Chordata,33815,Reptilia,36322,Testudines,56475,Bothremydidae,67318,Polysternon,37600,NA,Polysternon,,,NA,atlanticum,
372868,occ,NA,,28406,Solemys,genus,56006,Late Campanian,,83.5,70.6,9511,Chordata,33815,Reptilia,36322,Testudinata,106739,Helochelydridae,351866,Solemys,56006,NA,Solemys,,,NA,vermiculata,n. sp.
372869,occ,NA,,28406,Helochelydra,genus,55586,Late Campanian,,83.5,70.6,9511,Chordata,33815,Reptilia,36322,Testudinata,106739,Helochelydridae,351866,Helochelydra,55586,NA,Helochelydra,,,NA,nopcsai,
372881,occ,21983,,35293,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,9518,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,NA,Cathetosaurus,n. gen.,,NA,lewisi,n. sp.
372890,occ,NA,,35294,Uktenadactylus,genus,156867,Late Albian,,105.3,99.6,9520,Chordata,33815,Reptilia,36322,Pterosauria,38461,Anhangueridae,95393,Uktenadactylus,156867,NA,Coloborhynchus,,,NA,wadleighi,n. sp.
372891,occ,20922,,35295,Blikanasaurus,genus,38652,Norian,Rhaetian,228,201.3,9521,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Blikanasaurus,38652,NA,Blikanasaurus,n. gen.,,NA,cromptoni,n. sp.
372892,occ,20555,,35296,Massospondylus,genus,38642,Hettangian,Sinemurian,201.3,190.8,15499,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Massospondylidae,56621,Massospondylus,38642,NA,Massospondylus,,,NA,sp.,
373398,occ,13623,,5195,Pawpawsaurus,genus,55998,Late Albian,,105.3,99.6,312,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Nodosauridae,38817,Pawpawsaurus,55998,NA,Pawpawsaurus,n. gen.,,NA,campbelli,n. sp.
373605,occ,NA,,35360,Clidastes,genus,36390,Late Campanian,,83.5,70.6,9545,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Clidastes,36390,NA,Clidastes,,,NA,sp.,
373607,occ,NA,,35360,Adocus,genus,37652,Late Campanian,,83.5,70.6,9545,Chordata,33815,Reptilia,36322,Testudines,56475,Adocidae,54275,Adocus,37652,NA,Adocus,,,NA,sp.,
373608,occ,18143,,35360,Neurankylus,genus,37639,Late Campanian,,83.5,70.6,17867,Chordata,33815,Reptilia,36322,Testudines,56475,Baenidae,37627,Neurankylus,37639,NA,Neurankylus,,,NA,sp.,
374384,occ,NA,,35379,Chasmosaurus,genus,38855,Late Campanian,,83.5,70.6,9558,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Chasmosaurus,38855,NA,Chasmosaurus,,,NA,kaiseni,n. sp.
375081,occ,37310,,35429,Coniasaurus,genus,36391,Middle Cenomanian,,99.6,93.5,34831,Chordata,33815,Reptilia,36322,Squamata,36379,Dolichosauridae,38048,Coniasaurus,36391,NA,Coniasaurus,,,NA,crassidens,
375326,occ,NA,,35444,Prognathodon,genus,36412,Campanian,Maastrichtian,83.6,66,9578,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Prognathodon,36412,NA,Prognathodon,,,NA,currii,n. sp.
376512,occ,33833,,35511,Styracosaurus,genus,38860,Late Campanian,,83.5,70.6,9593,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Styracosaurus,38860,NA,Styracosaurus,,,NA,parksi,n. sp.
376584,occ,30599,,35518,Kritosaurus,genus,53195,Late Campanian,,83.5,70.6,9596,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Kritosaurus,53195,NA,Kritosaurus,n. gen.,,NA,navajovius,n. sp.
376587,occ,NA,,35518,Thescelus,genus,37640,Late Campanian,,83.5,70.6,14442,Chordata,33815,Reptilia,36322,Testudines,56475,Baenidae,37627,Thescelus,37640,NA,Thescelus,,,NA,rapiens,n. sp.
379791,occ,NA,F,35924,Ovaloolithus,genus,56741,Coniacian,Santonian,89.8,83.6,9655,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ovaloolithidae,65569,Ovaloolithus,56741,NA,Ovaloolithus,,,NA,sp.,
379798,occ,NA,,35927,Songzia,genus,56422,Early Eocene,,55.8,48.6,9656,Chordata,33815,Aves,36616,Gruiformes,39454,Songziidae,56424,Songzia,56422,NA,Songzia,n. gen.,,NA,heidangkouensis,n. sp.
379924,occ,18470,F,35931,Megaloolithus,genus,65584,Early Maastrichtian,,70.6,66,14215,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,aureliensis,
379958,occ,18132,F,35933,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,17740,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,siruguei,
379964,occ,NA,,35966,Pinacosaurus,genus,38833,Coniacian,Santonian,89.8,83.6,9660,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ankylosauridae,38831,Pinacosaurus,38833,NA,Pinacosaurus,,,NA,grangeri,cf.
379966,occ,NA,,35966,Tanius,genus,38777,Coniacian,Santonian,89.8,83.6,18021,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Tanius,38777,NA,Tanius,,,NA,sinensis,
379968,occ,NA,,35968,Dryosaurus,genus,38731,Early Kimmeridgian,,155.7,150.8,9662,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Dryosauridae,38730,Dryosaurus,38731,NA,Dryosaurus,,,NA,sp.,
380063,occ,10439,,35973,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9667,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,n. gen.,,NA,sirindhornae,n. sp.
380070,occ,NA,,35974,Goniopholis,genus,38360,Barremian,Aptian,129.4,113,9669,Chordata,33815,Reptilia,36322,Eosuchia,37795,Goniopholididae,56415,Goniopholis,38360,NA,Goniopholis,,,NA,phuwiangensis,n. sp.
380646,occ,22367,,36080,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380647,occ,22368,,36081,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380649,occ,NA,,36082,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380651,occ,22270,,36082,Kinnareemimus,genus,156165,Barremian,Aptian,129.4,113,30930,Chordata,33815,Saurischia,38505,Avetheropoda,55483,NO_FAMILY_SPECIFIED,NF,Kinnareemimus,156165,NA,Kinnareemimus,n. gen.,,NA,khonkaenensis,n. sp.
380655,occ,NA,,36083,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380882,occ,NA,,36144,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9696,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380887,occ,NA,,36146,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380889,occ,NA,,36147,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380894,occ,22375,,36149,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380898,occ,22371,,36150,Phuwiangosaurus,genus,56409,Barremian,Aptian,129.4,113,9665,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,NA,Phuwiangosaurus,,,NA,sirindhornae,
380906,occ,22369,,36153,Goniopholis,genus,38360,Barremian,Aptian,129.4,113,9665,Chordata,33815,Reptilia,36322,Eosuchia,37795,Goniopholididae,56415,Goniopholis,38360,NA,Goniopholis,,,NA,phuwiangensis,
380915,occ,NA,,36159,Chalawan,genus,283703,Tithonian,Berriasian,152.1,139.8,9704,Chordata,33815,Reptilia,36322,Eosuchia,37795,Pholidosauridae,38345,Chalawan,283703,NA,Sunosuchus,,,NA,thailandicus,n. sp.
380916,occ,22366,,36160,Siamotyrannus,genus,56420,Barremian,Aptian,129.4,113,25804,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Metriacanthosauridae,235341,Siamotyrannus,56420,NA,Siamotyrannus,n. gen.,,NA,isanensis,n. sp.
381726,occ,36522,I,36226,Rhynchosauroides,genus,56427,Anisian,Ladinian,247.2,237,9714,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Rhynchosauroidae,378356,Rhynchosauroides,56427,NA,Rhynchosauroides,,,NA,triangulus,n. sp.
381728,occ,NA,IF,36226,Rotodactylus,genus,82509,Anisian,Ladinian,247.2,237,17969,Chordata,33815,Reptilia,36322,Thecodontia,38216,NO_FAMILY_SPECIFIED,NF,Rotodactylus,82509,NA,Rotodactylus,,,NA,sp.,
381730,occ,NA,I,36226,Coelurosaurichnus,genus,68186,Anisian,Ladinian,247.2,237,9714,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Coelurosaurichnus,68186,NA,Coelurosaurichnus,,,NA,sp.,
381731,occ,18191,IF,36226,Brachychirotherium,genus,77387,Anisian,Ladinian,247.2,237,9714,Chordata,33815,Reptilia,36322,Eosuchia,37795,Chirotheriidae,64084,Brachychirotherium,77387,NA,Brachychirotherium,,,NA,pachydactylum,cf.
381763,occ,NA,IF,36238,Ligabueichnium,genus,165602,Late Campanian,,83.5,70.6,62874,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Ligabueichnium,165602,NA,Ligabueichnium,n. gen.,,NA,bolivianum,n. sp.
382006,occ,NA,,36256,Globidens,genus,36396,Senonian,Maastrichtian,89.3,66,9686,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Globidens,36396,NA,Globidens,,,NA,sp.,
382117,occ,NA,,36264,Basilemys,genus,37655,Late Campanian,,83.5,70.6,9723,Chordata,33815,Reptilia,36322,Testudines,56475,Nanhsiungchelyidae,63054,Basilemys,37655,NA,Basilemys,,,NA,sp.,
382118,occ,NA,,36264,Champsosaurus,genus,37786,Late Campanian,,83.5,70.6,9723,Chordata,33815,Reptilia,36322,Choristodera,37784,NO_FAMILY_SPECIFIED,NF,Champsosaurus,37786,NA,Champsosaurus,,,NA,sp.,
382123,occ,NA,,36265,Allosaurus,genus,38590,Kimmeridgian,Tithonian,157.3,145,28253,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Allosauridae,38589,Allosaurus,38590,NA,Allosaurus,,,NA,sp.,
382139,occ,32408,,36269,Naashoibitosaurus,genus,66594,Late Campanian,,83.5,70.6,1965,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Naashoibitosaurus,66594,NA,Naashoibitosaurus,n. gen.,,NA,ostromi,n. sp.
382143,occ,NA,,36269,Brachychampsa,genus,53185,Late Campanian,,83.5,70.6,9735,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Brachychampsa,53185,NA,Brachychampsa,,,NA,montana,
382147,occ,NA,,35531,Allognathosuchus,genus,38424,Early Eocene,,55.8,48.6,9458,Chordata,33815,Reptilia,36322,Crocodylia,36582,Alligatoridae,38421,Allognathosuchus,38424,NA,Allognathosuchus,,,NA,woutersi,n. sp.
382148,occ,NA,,35531,Diplocynodon,genus,38427,Early Eocene,,55.8,48.6,9458,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Diplocynodon,38427,NA,Diplocynodon,,,NA,sp.,
382149,occ,NA,,35531,Asiatosuchus,genus,38438,Early Eocene,,55.8,48.6,9458,Chordata,33815,Reptilia,36322,Crocodylia,36582,NO_FAMILY_SPECIFIED,NF,Asiatosuchus,38438,NA,Asiatosuchus,,,NA,sp.,
382153,occ,NA,IF,36272,Dilophosauripus,genus,231458,Sinemurian,Pliensbachian,199.3,182.7,41099,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Grallatoridae,54520,Dilophosauripus,231458,NA,Dilophosauripus,,,NA,sp.,
382508,occ,18089,,36366,Aragosaurus,genus,70636,Late Berriasian,Early Valanginian,145,136.4,7241,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Aragosaurus,70636,NA,Aragosaurus,n. gen.,,NA,ischiaticus,n. sp.
382521,occ,27194,,36369,Gideonmantellia,genus,242781,Early Barremian,,130,125.45,42439,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Gideonmantellia,242781,NA,Gideonmantellia,n. gen.,,NA,amosanjuanae,n. sp.
382568,occ,NA,,36374,Placochelys,genus,36537,Carnian,,237,228,9755,Chordata,33815,Reptilia,36322,Placodontia,36529,NO_FAMILY_SPECIFIED,NF,Placochelys,36537,NA,Placochelys,,,NA,placodonta,aff.
382582,occ,NA,,36377,Psephoderma,genus,36540,Alaunian,,215.56,212,9757,Chordata,33815,Reptilia,36322,Placodontia,36529,NO_FAMILY_SPECIFIED,NF,Psephoderma,36540,NA,Psephoderma,,,NA,alpinum,
382584,occ,NA,,36378,Goniopholis,genus,38360,Late Hauterivian,,136.4,130,7243,Chordata,33815,Reptilia,36322,Eosuchia,37795,Goniopholididae,56415,Goniopholis,38360,NA,Goniopholis,,,NA,crassidens,cf.
382585,occ,21819,,36378,Bernissartia,genus,38381,Late Hauterivian,,136.4,130,19754,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Bernissartia,38381,NA,Bernissartia,,,NA,sp.,
382587,occ,13480,,36381,Allodaposuchus,genus,38437,Early Maastrichtian,,70.6,66,14444,Chordata,33815,Reptilia,36322,Eosuchia,37795,Allodaposuchidae,331021,Allodaposuchus,38437,NA,Allodaposuchus,,,NA,precedens,
382591,occ,NA,,36383,Hesperornis,genus,36620,Campanian,,83.6,72.1,9532,Chordata,33815,Aves,36616,Hesperornithiformes,36617,Hesperornithidae,39248,Hesperornis,36620,NA,Hesperornis,,,NA,sp.,
