order,superfamily,family,genus,fad,lad
Textulariida,Lituoloidea,Hauraniidae,Amijiella,194.6,166.1
Textulariida,Lituoloidea,Hauraniidae,Anchispirocyclina,163.5,78.3
Textulariida,Lituoloidea,Hauraniidae,Bostia,168.3,166.1
Textulariida,Lituoloidea,Hauraniidae,Dhrumella,170.3,166.1
Textulariida,Lituoloidea,Hauraniidae,Ijdranella,190.8,182.7
Textulariida,Lituoloidea,Hauraniidae,Kastamonina,157.3,145
Textulariida,Lituoloidea,Hauraniidae,Pseudospirocyclina,170.3,145
Textulariida,Lituoloidea,Hauraniidae,Spiraloconulus,170.3,163.5
Textulariida,Lituoloidea,Hauraniidae,Streptocyclammina,190.8,152.1
Textulariida,Lituoloidea,Lituolidae,Ammobaculites,358.9,0
Textulariida,Lituoloidea,Lituolidae,Lituola,237,0
Textulariida,Pfenderinoidea,Pfenderenidae,Gyroconulina,69.2,66
Textulariida,Pfenderinoidea,Pfenderenidae,Banatia,128,126.3
Textulariida,Pfenderinoidea,Pfenderenidae,Pseudopfenderina,199.3,166.1
Textulariida,Pfenderinoidea,Pfenderenidae,Siphovalvulina,201.3,100.5
Textulariida,Pfenderinoidea,Pfenderenidae,Conicopfenderina,170.3,163.5
Textulariida,Pfenderinoidea,Pfenderenidae,Chablaisia,167.4,160.2
Textulariida,Pfenderinoidea,Pfenderenidae,Palaeopfenderina,168.3,163.5
Textulariida,Pfenderinoidea,Pfenderenidae,Pseudoeggerella,168.3,166.1
Textulariida,Pfenderinoidea,Pfenderenidae,Sanderella,168.3,157.3
Textulariida,Pfenderinoidea,Pfenderenidae,Satorina,167.4,160.2
Textulariida,Pfenderinoidea,Pfenderenidae,Steinekella,164.9,157.3
Textulariida,Pfenderinoidea,Pfenderenidae,Pfenderella,170.3,163.5
Textulariida,Pfenderinoidea,Pfenderenidae,Conicokurnubia,167.4,152.1
Textulariida,Pfenderinoidea,Pfenderenidae,Kurnubia,170.3,149.2
Textulariida,Pfenderinoidea,Pfenderenidae,Praekurnubia,168.3,160.2
Textulariida,Pfenderinoidea,Valvulinidae,Kilianina,168.3,152.1
Textulariida,Pfenderinoidea,Valvulinidae,Valvulina,190.8,0
Textulariida,Pfenderinoidea,Valvulinidae,Parurgonina,160.2,145
Textulariida,Pfenderinoidea,Valvulinidae,Neokilianina,157.3,154.1
Textulariida,Loftusioidea,Choffatellidae,Balkhania,130.8,113
Textulariida,Loftusioidea,Choffatellidae,Broeckinella,86.3,66
Textulariida,Loftusioidea,Choffatellidae,Pseudochoffatella,126.3,100.5
Textulariida,Loftusioidea,Choffatellidae,Alveosepta,163.5,152.1
Textulariida,Loftusioidea,Choffatellidae,Choffatella,163.5,83.6
Textulariida,Loftusioidea,Choffatellidae,Feurtillia,152.1,133.9
Textulariida,Loftusioidea,Choffatellidae,Palaeocyclammina,190.8,182.7
Textulariida,Loftusioidea,Choffatellidae,Pseudocyclammina,190.8,69.2
Textulariida,Loftusioidea,Choffatellidae,Redmondellina,168.3,152.1
Textulariida,Loftusioidea,Choffatellidae,Torinosuella,163.5,126.3
Textulariida,Loftusioidea,Loftusiidae,Feurtillia,152.1,133.9
Textulariida,Loftusioidea,Loftusiidae,Praereticulinella,130.8,126.3
Textulariida,Loftusioidea,Loftusiidae,Reticulinella,100.5,66
Textulariida,Loftusioidea,Loftusiidae,Loftusia,72.1,33.9
Textulariida,Loftusioidea,Mesoendothyridae,Wernlina,232.2,216.6
Textulariida,Lituoloidea,Everticyclamminidae,Hemicyclammina,119.3,98.6
Textulariida,Lituoloidea,Everticyclamminidae,Hottingerita,130.8,126.3
Textulariida,Lituoloidea,Everticyclamminidae,Everticyclammina,195,113
Textulariida,Lituoloidea,Everticyclamminidae,Buccicrenata,157.3,93.9
Textulariida,Lituoloidea,Everticyclamminidae,Rectocyclammina,190.8,142.8
Textulariida,Lituoloidea,Mesoendothyridae,Mesoendothyra,241.5,152.1
Textulariida,Lituoloidea,Mesoendothyridae,Cyclorbitopsella,193.8,174.1
Textulariida,Lituoloidea,Mesoendothyridae,Lituosepta,193.8,170.3
Textulariida,Lituoloidea,Mesoendothyridae,Orbitopsella,193.8,182.7
Textulariida,Lituoloidea,Mesoendothyridae,Planisepta,190.8,182.7
Textulariida,Lituoloidea,Mesoendothyridae,Palaeomayncina,190.8,182.7
Textulariida,Lituoloidea,Mesoendothyridae,Labyrinthina,163.5,145
Textulariida,Lituoloidea,Mesoendothyridae,Orbitammina,169.1,166.1
Textulariida,Lituoloidea,Mesoendothyridae,Levantinella,163.5,152.1
Textulariida,Lituoloidea,Mesoendothyridae,Syriana,164.9,163.5
Textulariida,Textularioidea,Textulariidae,Tawitawia,0.0118,0
Textulariida,Textularioidea,Chrysalidinidae,Pfendericonus,59.2,33.9
Textulariida,Textularioidea,Chrysalidinidae,Pseudochrysalidina,56,33.9
Textulariida,Textularioidea,Chrysalidinidae,Vacuovalvulina,66,56
Textulariida,Textularioidea,Chrysalidinidae,Accordiella,89.8,83.6
Textulariida,Textularioidea,Chrysalidinidae,Chrysalidina,126.3,93.9
Textulariida,Textularioidea,Chrysalidinidae,Dukhania,133.9,109.4
Textulariida,Textularioidea,Chrysalidinidae,Praechrysalidina,133.9,100.5
Textulariida,Textularioidea,Chrysalidinidae,Paravalvulina,168.3,130.8
Textulariida,Textularioidea,Chrysalidinidae,Pseudomarssonella,168.3,163.5
Textulariida,Textularioidea,Chrysalidinidae,Redmondoides,170.3,152.1
Textulariida,Textularioidea,Chrysalidinidae,Riyadhella,199.3,152.1
Textulariida,Textularioidea,Chrysalidinidae,Riyadhoides,169.1,145
Textulariida,Coscinophragmatoidea,Haddoniidae,Haddonia,66,0
Textulariida,Coscinophragmatoidea,Coscinophragmatidae,Alpinophragmium,237,201.3
Textulariida,Coskinolinoidea,Coskinolinidae,Barattolites,56,37.8
Textulariida,Coskinolinoidea,Coskinolinidae,Coleiconus,56,37.8
Textulariida,Coskinolinoidea,Coskinolinidae,Coskinolina,66,37.8
Textulariida,Coskinolinoidea,Coskinolinidae,Coskinon,61.6,37.8
Textulariida,Coskinolinoidea,Coskinolinidae,Lituonelloides,72.1,66
Textulariida,Coskinolinoidea,Coskinolinidae,Pseudolituonella,100.5,72.1
Textulariida,Orbitolinoidea,Orbitolinidae,Anatoliella,66,56
Textulariida,Orbitolinoidea,Orbitolinidae,Cushmania,47.8,37.8
Textulariida,Orbitolinoidea,Orbitolinidae,Daviesiconus,56,37.8
Textulariida,Orbitolinoidea,Orbitolinidae,Dictyoconus,126.3,23.03
Textulariida,Orbitolinoidea,Orbitolinidae,Fallotella,61.6,57.9
Textulariida,Orbitolinoidea,Orbitolinidae,Karsella,59.2,56
Textulariida,Orbitolinoidea,Orbitolinidae,Verseyella,56,47.8
Textulariida,Nezzazatoidea,Nezzazatidae,Nezzazata,113,89.8
Textulariida,Nezzazatoidea,Nezzazatidae,Nezzazatinella,130.8,89.8
Textulariida,Nezzazatoidea,Nezzazatidae,Lupertosinnia,100.5,93.9
Textulariida,Nezzazatoidea,Nezzazatidae,Coxites,96.1,92.1
Textulariida,Nezzazatoidea,Nezzazatidae,Rabanitina,100.5,96.1
Textulariida,Nezzazatoidea,Nezzazatidae,Demirina,100.5,93.9
Textulariida,Nezzazatoidea,Mayncinidae,Gendrotella,86.3,83.6
Textulariida,Nezzazatoidea,Mayncinidae,Mayncina,139.4,93.9
Textulariida,Nezzazatoidea,Mayncinidae,Phenacophragma,113,100.5
Textulariida,Nezzazatoidea,Mayncinidae,Stomatostoecha,113,100.5
Textulariida,Nezzazatoidea,Mayncinidae,Daxia,157.3,93.9
Textulariida,Nezzazatoidea,Mayncinidae,Freixialina,170.3,145
Textulariida,Biokovinoidea,Biokovinidae,Zagrosella,69.2,66
Textulariida,Biokovinoidea,Biokovinidae,Bosniella,193.8,187.6
Textulariida,Biokovinoidea,Charentiidae,Charentia,130.8,93.9
Textulariida,Biokovinoidea,Charentiidae,Debarina,128.2,113
Textulariida,Biokovinoidea,Charentiidae,Karaisella,163.5,157.3
Textulariida,Biokovinoidea,Lituoliporidae,Lituolipora,199.3,182.7
Textulariida,Cyclolinoidea,Cyclolinidae,Cyclopsinella,100.5,83.6
Textulariida,Cyclolinoidea,Cyclolinidae,Cyclopsinella,157.3,89.8
Textulariida,Cyclolinoidea,Cyclolinidae,Dohaia,100.5,89.8
Textulariida,Cyclolinoidea,Cyclolinidae,Eclusia,139.4,126.3
Textulariida,Verneuilinoidea,Verneuilinidae,Duotaxis,241.5,182.7
Textulariida,Verneuilinoidea,Piallinidae,Piallina,237,228.4
Textulariida,Spiroplectamminoidea,Textulariopsidae,Textulariopsis,199.3,66
Textulariida,Ammodiscoidea,Ammodiscidae,Gandinella,250,201.3
Textulariida,Ammodiscoidea,Ammodiscidae,Glomospira,346.7,0
Textulariida,Ammodiscoidea,Ammodiscidae,Glomospirella,323.2,5.333
Textulariida,Ammodiscoidea,Ammodiscidae,Paulbronnimannia,247.1,241.5
Textulariida,Ammodiscoidea,Ammodiscidae,Pilammina,252.2,241.5
Textulariida,Ammodiscoidea,Ammodiscidae,Pilamminella,247.1,228.4
Involutinida,Involutinoidea,Involutinidae,Andersenolina,168.3,113
Involutinida,Involutinoidea,Involutinidae,Involutina,228.4,93.9
Involutinida,Involutinoidea,Involutinidae,Neotrocholina,168.3,93.9
Involutinida,Involutinoidea,Involutinidae,Septatrocholina,168.3,157.3
Involutinida,Involutinoidea,Involutinidae,Trocholina,228.4,93.9
Involutinida,Involutinoidea,Involutinidae,Aulosina,228.4,201.3
Involutinida,Involutinoidea,Involutinidae,Parvalamella,239.2,201.3
Involutinida,Involutinoidea,Involutinidae,Semiinvoluta,228.4,201.3
Involutinida,Involutinoidea,Ventrolaminidae,Protopeneroplis,174.1,139.4
Involutinida,Involutinoidea,Triadodiscidae,Lamelliconus,241.5,228.4
Involutinida,Involutinoidea,Triadodiscidae,Triadodiscus,250,209.5
Involutinida,Involutinoidea,Aulotortidae,Angulodiscus,228.4,201.3
Involutinida,Involutinoidea,Aulotortidae,Auloconus,228.4,201.3
Involutinida,Involutinoidea,Aulotortidae,Aulotortus,247.1,163.5
Involutinida,Involutinoidea,Triasinidae,Triasina,228.4,201.3
Lagenida,Duostominoidea,Duostominidae,Duostomina,247.1,201.3
Lagenida,Duostominoidea,Variostomatidae,Cassianopapillaria,237,228.4
Lagenida,Geinitzinoidea,Abriolinidae,Abriolina,247.1,237
Lagenida,Geinitzinoidea,Geinitzinidae,Geinitzina,298.9,252.2
Lagenida,Geinitzinoidea,Geinitzinidae,Howchinella,295.5,290.1
Lagenida,Geinitzinoidea,Geinitzinidae,Nodosinelloides,307,201.3
Lagenida,Geinitzinoidea,Pachyphloiidae,Pachyphloia,295.5,252.2
Lagenida,Robuloidoidea,Ichtyolariidae,Austrocolomia,247.1,201.3
Lagenida,Robuloidoidea,Ichtyolariidae,Cryptoseptida,293.6,228.4
Lagenida,Robuloidoidea,Ichtyolariidae,Grillina,237,201.3
Lagenida,Robuloidoidea,Ichtyolariidae,Pseudotristix,259.8,252.2
Lagenida,Robuloidoidea,Robuloididae,Calvezina,259.8,252.2
Lagenida,Robuloidoidea,Robuloididae,Eocristellaria,259.8,252.2
Lagenida,Robuloidoidea,Robuloididae,Robuloides,290.1,237
Lagenida,Robuloidoidea,Robuloididae,Robuloides,272.3,237
Lagenida,Robuloidoidea,Syzraniidae,Amphoratheka,303.7,290.1
Lagenida,Robuloidoidea,Syzraniidae,Rectostipulina,259.8,254.2
Lagenida,Robuloidoidea,Syzraniidae,Syzrania,315.2,201.3
Lagenida,Robuloidoidea,Syzraniidae,Tezaquina,311,201.3
Lagenida,Robuloidoidea,Syzraniidae,Tuborecta,423,410.8
Lagenida,Robuloidoidea,Protonodosariidae,Protonodosaria,307,201.3
Lagenida,Nodosinelloidea,Earlandinitidae,Darjella,346.7,337.9
Lagenida,Nodosinelloidea,Earlandinitidae,Earlandinita,358.9,298.9
Lagenida,Nodosinelloidea,Earlandinitidae,Lugtonia,358.9,298.9
Lagenida,Nodosinelloidea,Nodosinellidae,Biparietata,272.3,259.8
Lagenida,Colanielloidea,Colaniellidae,Colaniella,259.8,252.2
Lagenida,Colanielloidea,Colaniellidae,Cylindrocolaniella,259.8,252.2
Lagenida,Colanielloidea,Colaniellidae,Pseudowanganella,259.8,252.2
Earlandiida,Earlandioidea,Earlandiidae,Earlandia,427.4,252.2
Earlandiida,Earlandioidea,Earlandiidae,Aeolisaccus,259.8,252.2
Earlandiida,Earlandioidea,Earlandiidae,Gigasbia,358.9,346.7
Earlandiida,Earlandioidea,Endotebidae,Endoteba,275.6,201.3
Earlandiida,Earlandioidea,Pseudoammodiscidae,Brunsia,419.2,346.7
Earlandiida,Earlandioidea,Pseudoammodiscidae,Brunsiella,346.7,272.3
Earlandiida,Earlandioidea,Pseudolituotubidae,Pseudolituotuba,346.7,307
Earlandiida,Caligelloidea,Caligellidae,Paracaligella,419.2,346.7
Earlandiida,Caligelloidea,Paratikhinellidae,Paratikhinella,382.7,323.2
Earlandiida,Caligelloidea,Paratikhinellidae,Saccaminopsis,382.7,346.7
Earlandiida,Ptychocladioidea,Ptychocladiidae,Ptychocladia,307,298.9
Endothyrida,Endothyroidea,Endotebidae,Endoteba,275.6,201.3
Endothyrida,Endothyroidea,Endotebidae,Endotebanella,248.2,237
Endothyrida,Endothyroidea,Endothyridae,Andrejella,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Banffella,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Corrigotubella,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Cribranopsis,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Cribrospira,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Elergella,358.9,346.7
Endothyrida,Endothyroidea,Endothyridae,Endostaffella,351,330.9
Endothyrida,Endothyroidea,Endothyridae,Endothyra,358.9,252.2
Endothyrida,Endothyroidea,Endothyridae,Endothyranella,315.2,237
Endothyrida,Endothyroidea,Endothyridae,Endothyranopsis,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Eoendothyra,372.2,330.9
Endothyrida,Endothyroidea,Endothyridae,Eoendothyranopsis,346.7,339.5
Endothyrida,Endothyroidea,Endothyridae,Eoquasiendothyra,382.7,346.7
Endothyrida,Endothyroidea,Endothyridae,Euxinita,346.7,315.2
Endothyrida,Endothyroidea,Endothyridae,Globochernella,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Globoendothyra,346.7,307
Endothyrida,Endothyroidea,Endothyridae,Granuliferella,372.2,330.9
Endothyrida,Endothyroidea,Endothyridae,Granuliferelloides,351,346.7
Endothyrida,Endothyroidea,Endothyridae,Haplophragmella,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Haplophragmina,315.2,307
Endothyrida,Endothyroidea,Endothyridae,Holkeria,342.9,336.8
Endothyrida,Endothyroidea,Endothyridae,Klubonibelia,342.9,330.9
Endothyrida,Endothyroidea,Endothyridae,Latiendothyra,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Latiendothyranopsis,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Laxoendothyra,358.9,330.9
Endothyrida,Endothyroidea,Endothyridae,Mediopsis,351,330.9
Endothyrida,Endothyroidea,Endothyridae,Melatolla,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Mikhailovella,342.9,336.8
Endothyrida,Endothyroidea,Endothyridae,Mirifica,339.5,330.9
Endothyrida,Endothyroidea,Endothyridae,Omphalotis,342.9,318.3
Endothyrida,Endothyroidea,Endothyridae,Paradainella,351,346.7
Endothyrida,Endothyroidea,Endothyridae,Paraendothyra,353.8,348.2
Endothyrida,Endothyroidea,Endothyridae,Paraplectogyra,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Planoendothyra,346.7,315.2
Endothyrida,Endothyroidea,Endothyridae,Plectogyra,382.7,252.2
Endothyrida,Endothyroidea,Endothyridae,Plectogyranopsis,346.7,318.3
Endothyrida,Endothyroidea,Endothyridae,Pojarkovella,346.7,330.9
Endothyrida,Endothyroidea,Endothyridae,Priscella,358.9,315.2
Endothyrida,Endothyroidea,Endothyridae,Quasiendothyra,372.2,346.7
Endothyrida,Endothyroidea,Endothyridae,Rectoendothyra,358.9,346.7
Endothyrida,Endothyroidea,Endothyridae,Rhodesinella,358.9,346.7
Endothyrida,Endothyroidea,Endothyridae,Semiendothyra,323.2,315.2
Endothyrida,Endothyroidea,Endothyridae,Spinoendothyra,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Spinothyra,342.9,318.3
Endothyrida,Endothyroidea,Endothyridae,Timanella,315.2,307
Endothyrida,Endothyroidea,Endothyridae,Tuberendothyra,351,339.5
Endothyrida,Endothyroidea,Endothyridae,Urbanella,358.9,339.5
Endothyrida,Endothyroidea,Endothyridae,Zellerinella,339.5,318.3
Endothyrida,Endothyroidea,Endotriadidae,Endotriada,247.1,209.5
Endothyrida,Endothyroidea,Endotriadidae,Endotriadella,247.1,209.5
Endothyrida,Endothyroidea,Bradyinidae,Bibradya,339.5,330.9
Endothyrida,Endothyroidea,Bradyinidae,Bradyina,358.9,298.9
Endothyrida,Endothyroidea,Bradyinidae,Glyphostomella,307,252.2
Endothyrida,Endothyroidea,Bradyinidae,Janischewskina,339.5,330.9
Endothyrida,Endothyroidea,Bradyinidae,Postendothyra,298.9,295.5
Endothyrida,Endothyroidea,Loeblichiidae,Dainella,346.7,339.5
Endothyrida,Endothyroidea,Loeblichiidae,Loeblichia,346.7,330.9
Endothyrida,Endothyroidea,Loeblichiidae,Lysella,346.7,330.9
Endothyrida,Endothyroidea,Loeblichiidae,Novella,323.2,310.3
Endothyrida,Endothyroidea,Loeblichiidae,Seminovella,310.3,307
Parathuramminida,Parathuramminoidea,Archaesphaeridae,Archaesphaera,419.2,346.7
Parathuramminida,Parathuramminoidea,Archaesphaeridae,Diplosphaerina,393.3,346.7
Parathuramminida,Parathuramminoidea,Parathuramminidae,Parathurammina,427.4,346.7
Parathuramminida,Parathuramminoidea,Chrysothuramminidae,Chrysothurammina,393.3,346.7
Parathuramminida,Parathuramminoidea,Ivanovellidae,Elenella,427.4,346.7
Parathuramminida,Parathuramminoidea,Marginaridae,Marginara,393.3,382.7
Parathuramminida,Parathuramminoidea,Uralinellidae,Sogdianina,346.7,330.9
Parathuramminida,Parathuramminoidea,Uralinellidae,Uralinella,387.7,346.7
Parathuramminida,Parathuramminoidea,Auroriidae,Auroria,393.3,358.9
Parathuramminida,Parathuramminoidea,Usloniidae,Bisphaera,387.7,346.7
Parathuramminida,Parathuramminoidea,Usloniidae,Parphia,382.7,358.9
Parathuramminida,Parathuramminoidea,Eovolutinidae,Eovolutina,427.4,358.9
Parathuramminida,Parathuramminoidea,Tuberitinidae,Draffania,358.9,330.9
Parathuramminida,Parathuramminoidea,Tuberitinidae,Eotuberitina,393.3,252.2
Parathuramminida,Parathuramminoidea,Tuberitinidae,Paratuberitina,346.7,307
Parathuramminida,Parathuramminoidea,Tuberitinidae,Tubeporina,393.3,330.9
Parathuramminida,Parathuramminoidea,Tuberitinidae,Tuberitina,323.2,252.2
Archaediscida,Archaediscoidea,Archaediscidae,Archaediscus,346.7,307
Archaediscida,Archaediscoidea,Archaediscidae,Asteroachaediscus,346.7,307
Archaediscida,Archaediscoidea,Archaediscidae,Glomodiscus,346.7,330.9
Archaediscida,Archaediscoidea,Archaediscidae,Hemiarchaediscus,339.5,327.8
Archaediscida,Archaediscoidea,Archaediscidae,Permodiscus,346.7,315.2
Archaediscida,Archaediscoidea,Archaediscidae,Planoarchaediscus,346.7,323.2
Archaediscida,Archaediscoidea,Archaediscidae,Propermodiscus,346.7,330.9
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Eolasiodiscus,330.9,298.9
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Glomotrocholina,259.8,252.2
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Howchinia,346.7,307
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Lasiodiscus,330.9,252.2
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Lasiotrochus,298.9,252.2
Archaediscida,Lasiodiscoidea,Lasiodiscidae,Monotaxinoides,358.9,298.9
Palaeotextulariida,Palaeotextularioidea,Semitextulariidae,Koskinobigenerina,346.7,298.9
Palaeotextulariida,Palaeotextularioidea,Semitextulariidae,Koskinotextularia,346.7,298.9
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Climacammina,346.7,254.2
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Cribrogenerina,300,252.2
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Cribrostomum,351,298.9
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Deckerella,339.5,254.2
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Deckerellina,346.7,307
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Monogenerina,298.9,252.2
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Palaeobigenerina,327.8,254.2
Palaeotextulariida,Palaeotextularioidea,Palaeotextulariidae,Palaeotextularia,358.9,272.3
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Biseriammina,358.9,346.7
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Biseriella,323.2,307
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Dagmarita,259.8,252.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Globispiroplectammina,346.7,330.9
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Globivalvulina,323.2,254.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Lipinella,323.2,252.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Louisettita,259.8,254.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Paraglobivalvulina,259.8,254.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Paradagmarita,259.8,254.2
Palaeotextulariida,Palaeotextularioidea,Biseriamminidae,Paraglobivalvulinoides,259.8,254.2
Tetrataxida,Tetrataxoidea,Tetrataxidae,Globotetrataxis,339.5,330.9
Tetrataxida,Tetrataxoidea,Tetrataxidae,Polytaxis,315.2,307
Tetrataxida,Tetrataxoidea,Tetrataxidae,Tetrataxis,351,330.9
Tetrataxida,Tetrataxoidea,Pseudotaxidae,Pseudotaxis,351,318.3
Tetrataxida,Tetrataxoidea,Pseudotaxidae,Vissariotaxis,323.2,318.3
Tetrataxida,Tetrataxoidea,Valvulinellidae,Valvulinella,346.7,318.3
Tetrataxida,Tetrataxoidea,Abadehellidae,Abadehella,259.8,254.2
Tournayellida,Tournayelloidea,Tournayellidae,Bogushella,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Brunsiina,372.2,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Carbonella,351,339.5
Tournayellida,Tournayelloidea,Tournayellidae,Conilites,351,339.5
Tournayellida,Tournayelloidea,Tournayellidae,Costayella,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Chernobaculites,323.2,315.2
Tournayellida,Tournayelloidea,Tournayellidae,Chernyshinella,368.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Chernyshinellina,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Condrustella,351,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Elbanaia,351,339.5
Tournayellida,Tournayelloidea,Tournayellidae,Endochernella,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Eoforschia,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Eotournayella,382.7,358.9
Tournayellida,Tournayelloidea,Tournayellidae,Forschia,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Forschiella,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Glomospiranella,382.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Glomospiroides,330.9,298.9
Tournayellida,Tournayelloidea,Tournayellidae,Laxoseptabrunsiina,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Lituotubella,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Mstinia,339.5,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Mstiniella,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Neobrunsiina,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Nevillea,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Nodochernyshinella,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Pohlia,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Pseudolituotubella,351,339.5
Tournayellida,Tournayelloidea,Tournayellidae,Rectoseptatournayella,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Rectotournayellina,372.2,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Septabrunsiina,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Septaforschia,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Septaglomospiranella,358.9,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Septatournayella,372.2,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Spinobrunsiina,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Spinolaxina,346.7,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Spinotournayella,351,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Tournayella,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Tournayellina,372.2,346.7
Tournayellida,Tournayelloidea,Tournayellidae,Uviella,358.9,330.9
Tournayellida,Tournayelloidea,Tournayellidae,Viseina,346.7,330.9
Tournayellida,Tournayelloidea,Palaeospiroplectamminidae,Endospiroplectammina,351,336.8
Tournayellida,Tournayelloidea,Palaeospiroplectamminidae,Eotextularia,351,336.8
Tournayellida,Tournayelloidea,Palaeospiroplectamminidae,Halenia,346.7,330.9
Tournayellida,Tournayelloidea,Palaeospiroplectamminidae,Palaeospiroplectammina,346.7,339.5
Tournayellida,Tournayelloidea,Palaeospiroplectamminidae,Rectochernyshinella,368.7,351
Fusulinida,Ozawainelloidea,Ozawainellidae,Chenella,265.1,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Eoparastaffella,351,339.5
Fusulinida,Ozawainelloidea,Ozawainellidae,Eostaffella,346.7,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Eostaffelloides,265.1,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Millerella,330.9,298.9
Fusulinida,Ozawainelloidea,Ozawainellidae,Ozawainella,330.9,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Pamirina,295.5,272.3
Fusulinida,Ozawainelloidea,Ozawainellidae,Pseudonovella,318.3,307
Fusulinida,Ozawainelloidea,Ozawainellidae,Quasireichelina,272.3,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Reichelina,265.1,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Sichotenella,265.1,259.8
Fusulinida,Ozawainelloidea,Ozawainellidae,Zarodella,295.5,290.1
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Hubeiella,330.9,323.2
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Kangvarella,265.1,259.8
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Mediocris,342.9,310.3
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Neostaffella,315.2,307
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Ninella,346.7,330.9
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Pseudostaffella,323.2,307
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Rauserella,279.3,272.3
Fusulinida,Ozawainelloidea,Pseudostaffellidae,Toriyamaia,298.9,272.3
